Date;Time of day;Volume of activated balancing services (+)[MWh];Volume of activated balancing services (-)[MWh];Price of activated balancing services (+)[Euro/MWh];Price of activated balancing services (-)[Euro/MWh];Volume of procured balancing services (+)[MW];Volume of procured balancing services (-)[MW];Price of procured balancing services (+)[Euro/MW];Price of procured balancing services (-)[Euro/MW]
Jan 1, 2016;8:00 AM;1.75;84;50.16;-32.67;2,500;2,500;465.92;606.42
Jan 1, 2016;8:15 AM;2.25;79;50.59;-31.23;2,500;2,500;465.92;606.42
Jan 1, 2016;8:30 AM;1;43;49.05;-26.2;2,500;2,500;465.92;606.42
Jan 1, 2016;8:45 AM;2.75;15.5;51.11;-19.91;2,500;2,500;465.92;606.42
Jan 1, 2016;9:00 AM;45;32.5;56.38;-24.31;2,500;2,500;465.92;606.42
Jan 1, 2016;9:15 AM;5;19.5;51.78;-21.07;2,500;2,500;465.92;606.42
Jan 1, 2016;9:30 AM;0.75;28;49.05;-23.07;2,500;2,500;465.92;606.42
Jan 1, 2016;9:45 AM;1.25;40.25;49.13;-25.8;2,500;2,500;465.92;606.42
Jan 1, 2016;10:00 AM;1.25;61.5;49.3;-28.1;2,500;2,500;465.92;606.42
Jan 1, 2016;10:15 AM;9.25;38.5;52.5;-25.52;2,500;2,500;465.92;606.42
Jan 1, 2016;10:30 AM;1;17.5;49.05;-20.58;2,500;2,500;465.92;606.42
Jan 1, 2016;10:45 AM;2.75;16.5;50.99;-20.23;2,500;2,500;465.92;606.42
Jan 1, 2016;11:00 AM;28.5;34.25;54.52;-24.69;2,500;2,500;465.92;606.42
Jan 1, 2016;11:15 AM;0.75;23.5;49.05;-21.86;2,500;2,500;465.92;606.42
Jan 1, 2016;11:30 AM;1.5;24.75;49.4;-22.15;2,500;2,500;465.92;606.42
Jan 1, 2016;11:45 AM;2;9.25;50.54;-16.42;2,500;2,500;465.92;606.42
Jan 1, 2016;12:00 PM;2.5;14;50.86;-19.33;2,500;2,500;465.92;606.42
Jan 1, 2016;12:15 PM;0.75;49;49.05;-26.91;2,500;2,500;465.92;606.42
Jan 1, 2016;12:30 PM;1.25;77.25;49.05;-30.76;2,500;2,500;465.92;606.42
Jan 1, 2016;12:45 PM;4.5;72.25;51.69;-29.7;2,500;2,500;465.92;606.42
Jan 1, 2016;1:00 PM;0.5;88;49.05;-33.79;2,500;2,500;465.92;606.42
Jan 1, 2016;1:15 PM;2;60;50.45;-27.96;2,500;2,500;465.92;606.42
Jan 1, 2016;1:30 PM;14.25;33;53.02;-24.43;2,500;2,500;465.92;606.42
Jan 1, 2016;1:45 PM;2;14.75;50.43;-19.65;2,500;2,500;465.92;606.42
Jan 1, 2016;2:00 PM;19.25;3.75;53.7;-9.45;2,500;2,500;465.92;606.42
Jan 1, 2016;2:15 PM;4;5.5;51.58;-11.74;2,500;2,500;465.92;606.42
Jan 1, 2016;2:30 PM;3.75;10.75;51.52;-17.57;2,500;2,500;465.92;606.42
Jan 1, 2016;2:45 PM;2.75;15.75;51.03;-19.98;2,500;2,500;465.92;606.42
Jan 1, 2016;3:00 PM;21.5;8;53.96;-15.11;2,500;2,500;465.92;606.42
Jan 1, 2016;3:15 PM;21;3;53.91;-8.6;2,500;2,500;465.92;606.42
Jan 1, 2016;3:30 PM;27;2.5;54.41;-7.84;2,500;2,500;465.92;606.42
Jan 1, 2016;3:45 PM;6;5.25;51.93;-11.57;2,500;2,500;465.92;606.42
Jan 1, 2016;4:00 PM;18;3.5;53.55;-9.38;2,500;2,500;465.92;606.42
Jan 1, 2016;4:15 PM;53.25;3.5;57.49;-9.21;2,500;2,500;465.92;606.42
Jan 1, 2016;4:30 PM;75.25;7.75;59.85;-14.91;2,500;2,500;465.92;606.42
Jan 1, 2016;4:45 PM;65.25;2.25;58.76;-7.45;2,500;2,500;465.92;606.42
Jan 1, 2016;5:00 PM;12.5;5.75;52.9;-12.02;2,500;2,500;465.92;606.42
Jan 1, 2016;5:15 PM;2.75;9.25;51.01;-16.52;2,500;2,500;465.92;606.42
Jan 1, 2016;5:30 PM;1.25;40.75;49.05;-25.89;2,500;2,500;465.92;606.42
Jan 1, 2016;5:45 PM;0.75;70.5;49.05;-29.39;2,500;2,500;465.92;606.42
Jan 1, 2016;6:00 PM;1.75;26.25;50.25;-22.51;2,500;2,500;465.92;606.42
Jan 1, 2016;6:15 PM;2.25;12;50.67;-18.39;2,500;2,500;465.92;606.42
Jan 1, 2016;6:30 PM;1;22.25;49.05;-21.61;2,500;2,500;465.92;606.42
Jan 1, 2016;6:45 PM;4.25;55;51.59;-27.49;2,500;2,500;465.92;606.42
Jan 1, 2016;7:00 PM;0.5;71.25;49.05;-29.48;2,500;2,500;465.92;606.42
Jan 1, 2016;7:15 PM;0.5;130.25;49.05;-53.24;2,500;2,500;465.92;606.42
Jan 1, 2016;7:30 PM;0;162.25;49.05;-71.55;2,500;2,500;465.92;606.42
Jan 1, 2016;7:45 PM;0.25;158.5;49.05;-67.81;2,500;2,500;465.92;606.42
Jan 1, 2016;8:00 PM;32.75;27;54.84;-22.74;2,500;2,500;951.68;1,273.95
Jan 1, 2016;8:15 PM;13.5;24.25;52.96;-22.05;2,500;2,500;951.68;1,273.95
Jan 1, 2016;8:30 PM;1;49.75;49.05;-26.98;2,500;2,500;951.68;1,273.95
Jan 1, 2016;8:45 PM;0.75;130.25;49.05;-53.24;2,500;2,500;951.68;1,273.95
Jan 1, 2016;9:00 PM;3;48.75;51.12;-26.87;2,500;2,500;951.68;1,273.95
Jan 1, 2016;9:15 PM;3.25;33.75;51.29;-24.58;2,500;2,500;951.68;1,273.95
Jan 1, 2016;9:30 PM;1.75;43.75;50.21;-26.29;2,500;2,500;951.68;1,273.95
Jan 1, 2016;9:45 PM;0.5;105.5;49.05;-43.09;2,500;2,500;951.68;1,273.95
Jan 1, 2016;10:00 PM;3.75;22;51.5;-21.58;2,500;2,500;951.68;1,273.95
Jan 1, 2016;10:15 PM;7;16.75;52.09;-20.36;2,500;2,500;951.68;1,273.95
Jan 1, 2016;10:30 PM;2.75;25;51.08;-22.16;2,500;2,500;951.68;1,273.95
Jan 1, 2016;10:45 PM;10.5;32.75;52.66;-24.4;2,500;2,500;951.68;1,273.95
Jan 1, 2016;11:00 PM;23.75;16;54.14;-20.05;2,500;2,500;951.68;1,273.95
Jan 1, 2016;11:15 PM;18.75;21.5;53.66;-21.46;2,500;2,500;951.68;1,273.95
Jan 1, 2016;11:30 PM;2.25;46;50.66;-26.58;2,500;2,500;951.68;1,273.95
Jan 1, 2016;11:45 PM;14;17.5;53.01;-20.56;2,500;2,500;951.68;1,273.95
Jan 2, 2016;12:00 AM;1;176.25;49.05;-84.25;2,500;2,500;951.68;1,273.95
Jan 2, 2016;12:15 AM;0;262;49.05;-173.59;2,500;2,500;951.68;1,273.95
Jan 2, 2016;12:30 AM;0;229.75;49.05;-136.56;2,500;2,500;951.68;1,273.95
Jan 2, 2016;12:45 AM;0;146.75;49.05;-59.29;2,500;2,500;951.68;1,273.95
Jan 2, 2016;1:00 AM;17.25;22;53.44;-21.58;2,500;2,500;951.68;1,273.95
Jan 2, 2016;1:15 AM;2;65.75;50.54;-28.59;2,500;2,500;951.68;1,273.95
Jan 2, 2016;1:30 AM;0;167.25;49.05;-75.98;2,500;2,500;951.68;1,273.95
Jan 2, 2016;1:45 AM;0;169.25;49.05;-77.88;2,500;2,500;951.68;1,273.95
Jan 2, 2016;2:00 AM;0;143;49.05;-57.36;2,500;2,500;951.68;1,273.95
Jan 2, 2016;2:15 AM;0;121.5;49.05;-50.07;2,500;2,500;951.68;1,273.95
Jan 2, 2016;2:30 AM;0;198.25;49.05;-102.68;2,500;2,500;951.68;1,273.95
Jan 2, 2016;2:45 AM;0;195.5;49.05;-100.21;2,500;2,500;951.68;1,273.95
Jan 2, 2016;3:00 AM;2;110.5;50.53;-45.48;2,500;2,500;951.68;1,273.95
Jan 2, 2016;3:15 AM;3;8.25;51.23;-15.46;2,500;2,500;951.68;1,273.95
Jan 2, 2016;3:30 AM;2.5;10;50.89;-17.15;2,500;2,500;951.68;1,273.95
Jan 2, 2016;3:45 AM;1;34.25;49.05;-24.69;2,500;2,500;951.68;1,273.95
Jan 2, 2016;4:00 AM;4;30.75;51.57;-23.9;2,500;2,500;951.68;1,273.95
Jan 2, 2016;4:15 AM;9.5;26.25;52.52;-22.52;2,500;2,500;951.68;1,273.95
Jan 2, 2016;4:30 AM;0.75;23;49.05;-21.74;2,500;2,500;951.68;1,273.95
Jan 2, 2016;4:45 AM;2;25.5;50.47;-22.33;2,500;2,500;951.68;1,273.95
Jan 2, 2016;5:00 AM;0.5;97.75;49.05;-39.07;2,500;2,500;951.68;1,273.95
Jan 2, 2016;5:15 AM;0;155;49.05;-65.01;2,500;2,500;951.68;1,273.95
Jan 2, 2016;5:30 AM;2.75;69.5;51.06;-29.2;2,500;2,500;951.68;1,273.95
Jan 2, 2016;5:45 AM;35.75;2.5;55.23;-7.86;2,500;2,500;951.68;1,273.95
Jan 2, 2016;6:00 AM;4.5;19.75;51.68;-21.11;2,500;2,500;951.68;1,273.95
Jan 2, 2016;6:15 AM;0.5;59.25;49.05;-27.91;2,500;2,500;951.68;1,273.95
Jan 2, 2016;6:30 AM;1.5;41.75;49.46;-26.04;2,500;2,500;951.68;1,273.95
Jan 2, 2016;6:45 AM;10;32.25;52.6;-24.26;2,500;2,500;951.68;1,273.95
Jan 2, 2016;7:00 AM;6.75;17.25;52.06;-20.47;2,500;2,500;951.68;1,273.95
Jan 2, 2016;7:15 AM;5.75;20.25;51.9;-21.21;2,500;2,500;951.68;1,273.95
Jan 2, 2016;7:30 AM;5;21.25;51.8;-21.41;2,500;2,500;951.68;1,273.95
Jan 2, 2016;7:45 AM;16;52.5;53.23;-27.25;2,500;2,500;951.68;1,273.95
Jan 2, 2016;8:00 AM;9;60.25;51.77;-11.58;2,500;2,500;465.92;606.42
Jan 2, 2016;8:15 AM;35.75;85;57.68;-15.7;2,500;2,500;465.92;606.42
Jan 2, 2016;8:30 AM;43.5;43.5;58.99;-7.53;2,500;2,500;465.92;606.42
Jan 2, 2016;8:45 AM;43.75;16.25;59.04;-4.2;2,500;2,500;465.92;606.42
Jan 2, 2016;9:00 AM;39.5;22;58.28;-4.64;2,500;2,500;465.92;606.42
Jan 2, 2016;9:15 AM;3;11;51.08;-3.37;2,500;2,500;465.92;606.42
Jan 2, 2016;9:30 AM;4;21.5;51.15;-4.61;2,500;2,500;465.92;606.42
Jan 2, 2016;9:45 AM;36;2.25;57.72;0.38;2,500;2,500;465.92;606.42
Jan 2, 2016;10:00 AM;13.5;8;53.3;-2.47;2,500;2,500;465.92;606.42
Jan 2, 2016;10:15 AM;18.25;6;54.38;-1.5;2,500;2,500;465.92;606.42
Jan 2, 2016;10:30 AM;16.75;5;54.05;-0.93;2,500;2,500;465.92;606.42
Jan 2, 2016;10:45 AM;2;8.25;51;-2.54;2,500;2,500;465.92;606.42
Jan 2, 2016;11:00 AM;8.25;29.75;51.49;-5.17;2,500;2,500;465.92;606.42
Jan 2, 2016;11:15 AM;29.5;3.5;56.53;0.03;2,500;2,500;465.92;606.42
Jan 2, 2016;11:30 AM;31.5;2.25;56.97;0.34;2,500;2,500;465.92;606.42
Jan 2, 2016;11:45 AM;41.5;1.75;58.62;0.65;2,500;2,500;465.92;606.42
Jan 2, 2016;12:00 PM;46;5;59.41;-0.96;2,500;2,500;465.92;606.42
Jan 2, 2016;12:15 PM;45.5;4.25;59.36;-0.51;2,500;2,500;465.92;606.42
Jan 2, 2016;12:30 PM;57.5;1.5;60.92;0.83;2,500;2,500;465.92;606.42
Jan 2, 2016;12:45 PM;60.5;0.5;61.24;1;2,500;2,500;465.92;606.42
Jan 2, 2016;1:00 PM;41.75;18.25;58.68;-4.38;2,500;2,500;465.92;606.42
Jan 2, 2016;1:15 PM;30.5;1.75;56.76;0.55;2,500;2,500;465.92;606.42
Jan 2, 2016;1:30 PM;49;1.25;59.87;0.89;2,500;2,500;465.92;606.42
Jan 2, 2016;1:45 PM;13.25;21.75;53.25;-4.62;2,500;2,500;465.92;606.42
Jan 2, 2016;2:00 PM;30;17.25;56.63;-4.28;2,500;2,500;465.92;606.42
Jan 2, 2016;2:15 PM;77;2.75;63.21;0.21;2,500;2,500;465.92;606.42
Jan 2, 2016;2:30 PM;74.5;0.75;62.9;1;2,500;2,500;465.92;606.42
Jan 2, 2016;2:45 PM;37;2.75;57.89;0.2;2,500;2,500;465.92;606.42
Jan 2, 2016;3:00 PM;19.25;2;54.57;0.38;2,500;2,500;465.92;606.42
Jan 2, 2016;3:15 PM;45.5;1.5;59.35;0.82;2,500;2,500;465.92;606.42
Jan 2, 2016;3:30 PM;34.5;1.5;57.48;0.8;2,500;2,500;465.92;606.42
Jan 2, 2016;3:45 PM;27.5;1.75;56.13;0.65;2,500;2,500;465.92;606.42
Jan 2, 2016;4:00 PM;4.5;3.5;51.18;0.04;2,500;2,500;465.92;606.42
Jan 2, 2016;4:15 PM;39.75;11;58.31;-3.38;2,500;2,500;465.92;606.42
Jan 2, 2016;4:30 PM;43.5;1.25;59.01;0.9;2,500;2,500;465.92;606.42
Jan 2, 2016;4:45 PM;135.5;2.75;71.69;0.16;2,500;2,500;465.92;606.42
Jan 2, 2016;5:00 PM;57.5;16.75;60.93;-4.25;2,500;2,500;465.92;606.42
Jan 2, 2016;5:15 PM;28;21;56.24;-4.58;2,500;2,500;465.92;606.42
Jan 2, 2016;5:30 PM;23.5;16.25;55.2;-4.19;2,500;2,500;465.92;606.42
Jan 2, 2016;5:45 PM;31.25;1.5;56.89;0.84;2,500;2,500;465.92;606.42
Jan 2, 2016;6:00 PM;73.25;3;62.7;0.13;2,500;2,500;465.92;606.42
Jan 2, 2016;6:15 PM;192.75;4.25;88.62;-0.54;2,500;2,500;465.92;606.42
Jan 2, 2016;6:30 PM;68.5;15;62.04;-4.04;2,500;2,500;465.92;606.42
Jan 2, 2016;6:45 PM;28.5;2;56.31;0.45;2,500;2,500;465.92;606.42
Jan 2, 2016;7:00 PM;163.75;2.5;79.84;0.23;2,500;2,500;465.92;606.42
Jan 2, 2016;7:15 PM;121.5;0.5;69.06;1;2,500;2,500;465.92;606.42
Jan 2, 2016;7:30 PM;60.25;2.75;61.21;0.18;2,500;2,500;465.92;606.42
Jan 2, 2016;7:45 PM;31.5;4.5;56.97;-0.57;2,500;2,500;465.92;606.42
Jan 2, 2016;8:00 PM;76;2;59.93;-6.31;2,500;2,500;951.68;1,273.95
Jan 2, 2016;8:15 PM;87;1.75;61.21;-5.11;2,500;2,500;951.68;1,273.95
Jan 2, 2016;8:30 PM;68.5;2.5;59.08;-7.85;2,500;2,500;951.68;1,273.95
Jan 2, 2016;8:45 PM;34.5;1;55.09;-2.5;2,500;2,500;951.68;1,273.95
Jan 2, 2016;9:00 PM;64.25;1.75;58.64;-5.41;2,500;2,500;951.68;1,273.95
Jan 2, 2016;9:15 PM;26;2;54.33;-6.21;2,500;2,500;951.68;1,273.95
Jan 2, 2016;9:30 PM;6;3.25;51.93;-8.9;2,500;2,500;951.68;1,273.95
Jan 2, 2016;9:45 PM;10.5;6;52.67;-12.1;2,500;2,500;951.68;1,273.95
Jan 2, 2016;10:00 PM;188.5;5.75;73.62;-12.01;2,500;2,500;951.68;1,273.95
Jan 2, 2016;10:15 PM;44.25;17;56.27;-20.43;2,500;2,500;951.68;1,273.95
Jan 2, 2016;10:30 PM;46.75;3.25;56.62;-8.99;2,500;2,500;951.68;1,273.95
Jan 2, 2016;10:45 PM;8;13.75;52.25;-19.25;2,500;2,500;951.68;1,273.95
Jan 2, 2016;11:00 PM;1;60.25;49.05;-27.98;2,500;2,500;951.68;1,273.95
Jan 2, 2016;11:15 PM;32.25;15.75;54.76;-20.03;2,500;2,500;951.68;1,273.95
Jan 2, 2016;11:30 PM;10.75;24;52.71;-21.98;2,500;2,500;951.68;1,273.95
Jan 2, 2016;11:45 PM;20.5;34.75;53.85;-24.8;2,500;2,500;951.68;1,273.95
Jan 3, 2016;12:00 AM;131;4.25;65.12;-10.46;2,500;2,500;951.68;1,273.95
Jan 3, 2016;12:15 AM;163.25;0.5;69.87;-2.5;2,500;2,500;951.68;1,273.95
Jan 3, 2016;12:30 AM;94.25;1.5;62.01;-4.54;2,500;2,500;951.68;1,273.95
Jan 3, 2016;12:45 AM;27.5;2.75;54.45;-8.37;2,500;2,500;951.68;1,273.95
Jan 3, 2016;1:00 AM;173.5;1.25;71.4;-2.79;2,500;2,500;951.68;1,273.95
Jan 3, 2016;1:15 AM;110;1;63.37;-2.5;2,500;2,500;951.68;1,273.95
Jan 3, 2016;1:30 AM;35.25;2.75;55.18;-8.24;2,500;2,500;951.68;1,273.95
Jan 3, 2016;1:45 AM;4;7.25;51.54;-14.21;2,500;2,500;951.68;1,273.95
Jan 3, 2016;2:00 AM;39.25;6;55.69;-12.19;2,500;2,500;951.68;1,273.95
Jan 3, 2016;2:15 AM;14;5.75;53;-11.91;2,500;2,500;951.68;1,273.95
Jan 3, 2016;2:30 AM;1;23;49.05;-21.77;2,500;2,500;951.68;1,273.95
Jan 3, 2016;2:45 AM;2.5;8.25;50.78;-15.39;2,500;2,500;951.68;1,273.95
Jan 3, 2016;3:00 AM;20.25;3;53.83;-8.5;2,500;2,500;951.68;1,273.95
Jan 3, 2016;3:15 AM;43;1.5;56.14;-4.69;2,500;2,500;951.68;1,273.95
Jan 3, 2016;3:30 AM;5;3.5;51.79;-9.17;2,500;2,500;951.68;1,273.95
Jan 3, 2016;3:45 AM;1.5;8.75;49.76;-16.04;2,500;2,500;951.68;1,273.95
Jan 3, 2016;4:00 AM;11.5;12;52.79;-18.35;2,500;2,500;951.68;1,273.95
Jan 3, 2016;4:15 AM;30.75;2;54.66;-6.59;2,500;2,500;951.68;1,273.95
Jan 3, 2016;4:30 AM;52.5;1;57.4;-2.5;2,500;2,500;951.68;1,273.95
Jan 3, 2016;4:45 AM;30.5;2.25;54.66;-7.42;2,500;2,500;951.68;1,273.95
Jan 3, 2016;5:00 AM;94.75;2.5;62.04;-7.76;2,500;2,500;951.68;1,273.95
Jan 3, 2016;5:15 AM;93.25;0.75;61.9;-2.5;2,500;2,500;951.68;1,273.95
Jan 3, 2016;5:30 AM;72;1.5;59.47;-3.59;2,500;2,500;951.68;1,273.95
Jan 3, 2016;5:45 AM;42.5;2;56.08;-6.24;2,500;2,500;951.68;1,273.95
Jan 3, 2016;6:00 AM;111.5;1.75;63.48;-4.92;2,500;2,500;951.68;1,273.95
Jan 3, 2016;6:15 AM;144;0.5;66.82;-2.5;2,500;2,500;951.68;1,273.95
Jan 3, 2016;6:30 AM;50.75;11.5;57.16;-18.1;2,500;2,500;951.68;1,273.95
Jan 3, 2016;6:45 AM;32.25;21;54.76;-21.36;2,500;2,500;951.68;1,273.95
Jan 3, 2016;7:00 AM;45.75;39;56.49;-25.58;2,500;2,500;951.68;1,273.95
Jan 3, 2016;7:15 AM;43.25;4;56.16;-10.01;2,500;2,500;951.68;1,273.95
Jan 3, 2016;7:30 AM;114.25;1;63.68;-2.5;2,500;2,500;951.68;1,273.95
Jan 3, 2016;7:45 AM;70;6;59.25;-12.09;2,500;2,500;951.68;1,273.95
Jan 3, 2016;8:00 AM;27;10;56.01;-3.09;2,500;2,500;465.92;606.42
Jan 3, 2016;8:15 AM;14;23.75;53.42;-4.73;2,500;2,500;465.92;606.42
Jan 3, 2016;8:30 AM;6.75;14.75;51.25;-4.02;2,500;2,500;465.92;606.42
Jan 3, 2016;8:45 AM;27.5;8.5;56.13;-2.63;2,500;2,500;465.92;606.42
Jan 3, 2016;9:00 AM;2.25;71.25;51;-13.57;2,500;2,500;465.92;606.42
Jan 3, 2016;9:15 AM;0.75;63.5;51;-12.21;2,500;2,500;465.92;606.42
Jan 3, 2016;9:30 AM;36;11.5;57.72;-3.47;2,500;2,500;465.92;606.42
Jan 3, 2016;9:45 AM;83.75;2;64;0.46;2,500;2,500;465.92;606.42
Jan 3, 2016;10:00 AM;31;16.25;56.87;-4.19;2,500;2,500;465.92;606.42
Jan 3, 2016;10:15 AM;40;2.25;58.35;0.34;2,500;2,500;465.92;606.42
Jan 3, 2016;10:30 AM;18.75;3.75;54.48;0.01;2,500;2,500;465.92;606.42
Jan 3, 2016;10:45 AM;38;6;58.03;-1.47;2,500;2,500;465.92;606.42
Jan 3, 2016;11:00 AM;12.25;37.75;52.99;-5.9;2,500;2,500;465.92;606.42
Jan 3, 2016;11:15 AM;27.25;7.25;56.05;-2.08;2,500;2,500;465.92;606.42
Jan 3, 2016;11:30 AM;131.25;3.5;70.55;0.03;2,500;2,500;465.92;606.42
Jan 3, 2016;11:45 AM;163.25;0.75;79.72;1;2,500;2,500;465.92;606.42
Jan 3, 2016;12:00 PM;124.75;0.75;69.55;1;2,500;2,500;465.92;606.42
Jan 3, 2016;12:15 PM;29.5;12;56.51;-3.56;2,500;2,500;465.92;606.42
Jan 3, 2016;12:30 PM;96.5;2.75;65.31;0.17;2,500;2,500;465.92;606.42
Jan 3, 2016;12:45 PM;35.25;5.75;57.63;-1.37;2,500;2,500;465.92;606.42
Jan 3, 2016;1:00 PM;99.75;2;65.7;0.47;2,500;2,500;465.92;606.42
Jan 3, 2016;1:15 PM;104.5;2.5;66.31;0.25;2,500;2,500;465.92;606.42
Jan 3, 2016;1:30 PM;140;2;73.16;0.5;2,500;2,500;465.92;606.42
Jan 3, 2016;1:45 PM;129.5;0.75;70.28;1;2,500;2,500;465.92;606.42
Jan 3, 2016;2:00 PM;153;2.25;77.02;0.38;2,500;2,500;465.92;606.42
Jan 3, 2016;2:15 PM;78.5;20.75;63.39;-4.56;2,500;2,500;465.92;606.42
Jan 3, 2016;2:30 PM;4.75;47.5;51.19;-8.64;2,500;2,500;465.92;606.42
Jan 3, 2016;2:45 PM;1.5;100.5;51;-18.39;2,500;2,500;465.92;606.42
Jan 3, 2016;3:00 PM;11.5;37.75;52.78;-5.93;2,500;2,500;465.92;606.42
Jan 3, 2016;3:15 PM;34.5;6;57.48;-1.48;2,500;2,500;465.92;606.42
Jan 3, 2016;3:30 PM;22.5;1.75;55.04;0.54;2,500;2,500;465.92;606.42
Jan 3, 2016;3:45 PM;30.5;2.25;56.73;0.33;2,500;2,500;465.92;606.42
Jan 3, 2016;4:00 PM;77.5;2.5;63.28;0.23;2,500;2,500;465.92;606.42
Jan 3, 2016;4:15 PM;99;1.5;65.6;0.71;2,500;2,500;465.92;606.42
Jan 3, 2016;4:30 PM;264.5;0.5;134.21;1;2,500;2,500;465.92;606.42
Jan 3, 2016;4:45 PM;135.25;5.25;71.57;-1.18;2,500;2,500;465.92;606.42
Jan 3, 2016;5:00 PM;95.25;2.25;65.17;0.3;2,500;2,500;465.92;606.42
Jan 3, 2016;5:15 PM;118.5;0.5;68.56;1;2,500;2,500;465.92;606.42
Jan 3, 2016;5:30 PM;25;6;55.54;-1.51;2,500;2,500;465.92;606.42
Jan 3, 2016;5:45 PM;7.75;17.75;51.37;-4.33;2,500;2,500;465.92;606.42
Jan 3, 2016;6:00 PM;12.25;22;53.01;-4.64;2,500;2,500;465.92;606.42
Jan 3, 2016;6:15 PM;13.5;20.75;53.27;-4.56;2,500;2,500;465.92;606.42
Jan 3, 2016;6:30 PM;5;33.75;51.2;-5.48;2,500;2,500;465.92;606.42
Jan 3, 2016;6:45 PM;116.25;1;68.17;1;2,500;2,500;465.92;606.42
Jan 3, 2016;7:00 PM;193.75;1;89.08;1;2,500;2,500;465.92;606.42
Jan 3, 2016;7:15 PM;105.5;5.25;66.46;-1.09;2,500;2,500;465.92;606.42
Jan 3, 2016;7:30 PM;5.25;30.5;51.21;-5.23;2,500;2,500;465.92;606.42
Jan 3, 2016;7:45 PM;19.75;10.25;54.62;-3.19;2,500;2,500;465.92;606.42
Jan 3, 2016;8:00 PM;196.5;2.5;75.01;-7.69;2,500;2,500;951.68;1,273.95
Jan 3, 2016;8:15 PM;195.5;0.75;74.85;-2.5;2,500;2,500;951.68;1,273.95
Jan 3, 2016;8:30 PM;179.25;0.75;72.23;-2.5;2,500;2,500;951.68;1,273.95
Jan 3, 2016;8:45 PM;150.75;3.5;67.9;-9.34;2,500;2,500;951.68;1,273.95
