"","G_gas","G_coal_brown","G_coal_hard","G_bio","G_hydro","G_nuclear","G_wind_on","G_wind_off","G_pv","G_otherRE","G_phes","G_otherCONV"
"4288",720.25,14529.25,7238,4052,2475.75,8703.5,8832.75,1258.25,12752.5,117,59.5,5005.75
"4289",714.25,14526.25,8987,4041.75,2421.5,8707.75,8250.5,1083.75,9728.5,117,276,5495.75
"4290",667.75,14513.5,10544,4052,2464.5,8714.25,6937.25,871.25,6274,117,999,5440.75
"4291",644.75,14511,11257,4047.25,2483.75,8715.75,5448.5,728.5,2998.5,117,2423.5,5810.25
"4292",657.75,14501,11392,4033.5,2481.75,8721.75,4228.75,601.5,913.5,117,1903.5,6000.5
"4293",656.5,14504,11114.5,4045.25,2469.75,8723.5,3688.25,570.25,80.75,117,750.75,5874.25
"4294",665,14449.5,10921,4041.75,2497,8788.5,3934,639.75,0,117,641.5,5840.5
"4295",674.25,14431.75,9684.75,4048.5,2519,8745.5,4387.25,767.25,0,117,92.5,4773
"4296",664.5,14418,8306.75,4019.75,2541.75,8732.25,4412.5,777,0,117,52,3658
"4297",668.5,14312.75,6990.75,4014.5,2538,8731.5,4312.5,701.75,0,117,134.75,3342.5
"4298",657,14404.5,5684.25,3997,2557.75,8662,4024.5,632.5,0,117,198.5,3044.5
"4299",658.5,14401.75,5515.5,4005.75,2571.5,8686.75,3574.25,574.5,0,117,114,3077.75
"4300",673.5,14374,6249.5,4009.5,2582.5,8678,3251.75,470,2,117,33.25,3142.25
"4301",702.25,14310,7655,4011.75,2594.5,8678,2678.25,372.25,259.5,117,0,3757.5
"4302",907.25,14233.25,11115.75,4011.75,2617,8728.25,2260.25,281.25,1666.25,117,987.75,4719.25
"4303",1568.75,14164.25,12685.25,4019,2633.75,8723.5,1604.5,218.25,4378.25,117,1485.25,5627
"4304",1579.25,14127.75,12924,4008.25,2657.25,8752.5,1566.25,220,8023.75,117,1713.25,5804
"4305",1567.5,13784.75,12811,3986.25,2661.75,8784.5,1743.25,221.75,12257.75,117,1693.5,5937.25
"4306",1537,13462.75,12575,3978.25,2620.75,8758.75,1813.75,210,15963.75,117,982,6077
"4307",1545,13465.5,12417.75,4004.25,2658.25,8753,1937.75,188.5,18658,117,363,6054.5
"4308",1574.5,13421,12356.25,4015.5,2675.75,8251,1866.75,129.5,20237.75,117,793.5,5693.75
"4309",1592.5,13504.5,12682.5,4018.75,2717.25,7656.75,1546.5,123.25,20316.25,117,1274.75,5759
"4310",1576.75,13483.25,12649,4020.5,2738.25,7644,1262,107,19192.5,117,1180.5,5820.5
"4311",1561.25,13504.5,12599.75,4022.25,2634.75,7702.25,1034.75,72.5,17665.25,117,826,5749.25
"4312",1572.75,13536.25,12355,4017.75,2740,8225.5,982.25,40,15016.5,117,382,5776.75
"4313",1552,13479,12580,3992,2728.5,8527,1032.25,29.5,11554,117,744,5872
"4314",1547,13509.75,12754,3977,2748.75,8617.5,1108.25,45.5,7393.25,117,1138.75,5816.5
"4315",1570,13599.25,12869.75,3986.75,2767,8621.25,1172.25,160.5,3615.75,117,2617.25,5575.5
"4316",1591.25,13611.5,12825.75,3979.5,2761,8620.25,1571.5,342,1158,117,1765.5,5727.5
"4317",1494.75,13616,12786.75,3977.75,2757,8626.5,2597.25,715.75,93.25,117,936.25,5961.75
"4318",1274,13628.75,12221,3975,2758,8616.75,3993.25,1056,0,117,654.75,5405
"4319",675.5,13638.25,9616.75,3982.5,2756.75,8595,5495,1406.75,0,117,379.25,4747.25
"4320",663.5,13547.75,5620.5,4004.75,2776,8541.5,6806.25,1604.25,0,117,467.25,3699
"4321",658,13448.75,4173.25,4006.5,2781.25,8555,7519.25,1750.75,0,117,67.25,3589.5
"4322",619,13031.25,3590.25,4005.75,2781.25,8566,8045.5,1368,0,117,3.5,3466.75
"4323",557.25,12741.25,3552.25,4017,2781.75,8565.75,8134.5,895,0,117,3.5,3807.25
"4324",539.75,12695.5,3958.75,4011.75,2783,8551.75,8097.25,1140,1.5,117,4,3682
"4325",534.75,13264.25,4846.75,4000.75,2776,8549.25,8196.25,1449.25,183.5,117,1.75,3726.75
"4326",530.25,13561.75,8765.25,3995.25,2777.75,8560,8111.25,1208.25,1340.5,117,980.5,4889.25
"4327",551,13687.5,11817.75,3996,2779.75,8593.75,7885.75,1057.25,3721,117,2154.5,5966
"4328",567.5,13664.25,12132.75,4011.25,2789.75,8598.25,8791,892.5,7748.25,117,1487.25,6058.5
"4329",588.75,13613,11657.25,4025.25,2781,8598,10760.25,795.5,12263.75,117,440,6093.75
"4330",627,13589,9832,4032.5,2824.75,8577.75,12562,714.75,15337,117,523,5707.75
"4331",628.75,13513.5,9152.5,4050.5,2805.75,8552.75,13823.75,616.75,17414,117,495.25,5499.5
"4332",619,13412.25,8021.25,4064.5,2802,8560.5,14432.5,874,19722.5,117,32.75,4970.25
"4333",523.25,13495.25,6819.5,4058.25,2829.75,8561,14403,890.25,20605.5,117,118.25,4589
"4334",583.25,13462.75,6579.5,4037.25,2779,8522,13544.75,996.75,20647.75,117,119.5,4476.5
"4335",538.25,13275,6846,4041,2790.25,8527.25,12971,1212.75,14771.25,117,52.25,4368.75
"4336",535.75,13333.25,7400.5,4052.25,2795.75,8515.25,11680.75,1311,16723.75,117,177.25,4566
"4337",547.75,13566.5,9557.75,4073.75,2824.75,8538,9986.5,1569,12754.5,117,251.5,5220.75
"4338",566.25,13687,12096.25,4058,2855.75,8559.75,7674.75,1642.75,8251,117,992.25,5140
"4339",560.25,13663.25,13540.75,4070.75,2863.75,8556,5190.5,1484.75,3967.5,117,2028,5363.75
"4340",614.25,13586.25,13457.5,4081.75,2863.25,8574,3028.75,1605.25,1193.25,117,2190,5440.5
"4341",650.5,13603.75,13582.75,4082,2871,8577.75,2335,1650.75,87,117,1245.25,5500.5
"4342",641.25,13600.75,13193.25,4074.75,2866.75,8597,2373.75,2167.75,0,117,1691.5,5630.25
"4343",633,13578.75,12190.75,4075,2879,8608.75,2790.5,2307.75,0,117,536.25,5487.5
"4344",604.5,13350.25,10474.5,4066.75,2874.5,8621.5,3001.25,2563.75,0,117,50.5,4018
"4345",613.5,13339,8389.75,4063.75,2816.5,8632.5,3209.25,2424,0,117,25,3990.5
"4346",619.75,13316,7121.5,4052,2857.75,8637.75,3532.25,2610.5,0,117,6,3590.25
"4347",618,13170.25,5989.75,4046,2859.5,8639.25,4365.75,2580.5,0,117,5.25,3693.75
"4348",627.5,13142.5,5591.75,4064.25,2863,8585,4934.25,2578.5,2,117,5.25,3498
"4349",649.5,13323.5,7087.25,4071.25,2863,8606.25,5619.75,2423,221.75,117,6,3794
"4350",665.5,13379.5,10308.25,4073.5,2865,8634.5,6255.75,2188.75,1215.25,117,782.25,4556.75
"4351",687.25,13461.75,13359.75,4070.25,2865.75,8651.75,5804.5,1783.25,2815,117,1905,5581.5
"4352",1275.75,13374.25,13865,4060.25,2862.5,8638.75,5228.75,1250,4436.25,117,3132.5,5998.25
"4353",1659.75,13284,13975.75,4026,2854.75,8639.25,5280.25,955,6443.75,117,3134.75,6334.25
"4354",1554.25,13064.5,13774.75,4034,2847.25,8611.5,6237,573.75,9517.5,117,1247.5,6334.5
"4355",1481.25,13171.75,12961,4035,2841.25,8624.5,7523.25,459.75,12713,117,256.5,5603
"4356",1426.25,13115,12938,4035,2856.75,8625.75,8148.5,537,13993.75,117,721.75,5278
"4357",1425,13066.75,12881.5,4039.75,2831,8618,8137.5,541.5,14007.75,117,1023,5307
"4358",1439,13033.5,12476.75,4043.75,2814.25,8614.75,7824,451.25,13873.5,117,686,5841.25
"4359",1396,12993.5,12836.5,4051,2832,8604.25,7055.25,434,13490.5,117,640.75,6140.5
"4360",1426.75,13126.25,13173.25,4060.5,2814.5,8604.75,5978.25,323.5,11644.75,117,289.5,6220.75
"4361",1514.75,13124.25,13483.5,4060.5,2833.5,8610,5061.75,147.75,9033.25,117,686.25,6400.25
"4362",1539.75,13101,13509.25,4054.5,2840,8594.5,4229,79.75,5925.5,117,2034.5,6289.25
"4363",1532.5,13099.5,13499.25,4052,2828.25,8592.25,3243.75,63,2996.25,117,3587.25,6088.25
"4364",1524.5,13150.5,13546,4044.75,2838,8590,2835,62.25,964.25,117,2028.75,6019.25
"4365",1404.75,13373,13528.25,4050,2834.75,8592.5,2903.75,53.75,83.25,117,1247,5930.5
"4366",1374.75,13417,13246.75,4060.5,2841.5,8593.25,3761.5,46.5,0,117,1458,5649.75
"4367",1297.75,13413.75,12653.75,4060.25,2864.75,8596,4827.5,91.75,0,117,685,5241
"4368",581,13393,11031,4024.75,2849.75,8583.5,5714,205.25,0,100,4,4125.25
"4369",509,13369,9039.25,4018,2826.75,8583,6258.25,450.5,0,100,0,3456
"4370",521,13301.75,6520,3998.75,2822.75,8597.75,6636.75,691.5,0,100,26.5,3278
"4371",525.5,13250.25,5693,4006,2827.5,8588,7156.75,1186.25,0,100,3.5,3613.5
"4372",522,13312.5,5320.75,4014.25,2820.75,8596.5,8073,1651,2,100,1.75,3306.75
"4373",525,13361.5,5833.75,4030.25,2814.25,8578.5,8833,2364.25,279.75,100,4.5,3268.5
"4374",511.25,13283.25,8214.5,4033.75,2820.25,8598.5,9226.5,2633.5,1776,100,335.25,3991.25
"4375",488.25,13303.25,10050,4035.25,2816.75,8594.5,8797.25,2751.5,4821.5,100,2162.75,4459.5
"4376",499.25,13376.75,10397,4012,2805.75,8579,8899.25,2764.25,8921,100,2030.75,4521
"4377",538.5,13309.75,10738.25,4026,2826.75,8568.5,9944.5,2762,12913.25,100,1073.5,4430
"4378",543.75,13153,9959.75,4042.75,2838.5,8572.25,11046.75,2739.75,15992.25,100,666.5,3849
"4379",554.5,13249.5,9014,4051.75,2853.25,8565,11325.75,2599.75,17253.75,100,1443,4099
"4380",546,13378.75,8570.5,4040.25,2864.25,8565.5,11464.75,2488.25,17090,100,1059.75,3736.75
"4381",541.5,13424.5,8378,4038,2829,8567.75,10944.75,2126,17214.75,100,376.75,3725.5
"4382",502.75,13368.75,8207.75,4043.25,2886.75,8545.25,10177.5,1685,17187.75,100,201.5,3879
"4383",510.25,13189.25,8013.75,4035.75,2844.25,8541,9702.25,1468.25,16384.25,100,80.5,3575.5
"4384",513.5,13080.5,8617,4036.75,2856.25,8538.25,9065.25,1251.5,14304.25,100,113,3708
"4385",501.75,13117,9879,4045.75,2880.25,8545,7973.75,1231,11121.5,100,312.75,3985.75
"4386",508.25,13136.5,10821.5,4043.25,2890,8541,7024.25,1394,7245.5,100,921.75,3964.25
"4387",463.25,13141.5,10853.75,4031.75,2876.75,8534,5773.5,1438.75,3555.75,100,1610.25,4030.5
"4388",466.25,13073.5,10382.25,4037.25,2851,8531.75,5278.25,1348.75,1108.25,100,1398.5,3890.25
"4389",476,13164.25,9741.25,4041.75,2873.5,8536,5800.5,1130.5,75.25,100,842.5,3986
"4390",471.5,13188.5,9383,4039.75,2877.25,8520.75,6981.5,1532.75,0,100,1169.25,3661.5
"4391",488.75,13321,7284.5,4041.75,2878,8518,8009,1941,0,100,354.5,3204.25
"4392",463,13374.25,4132.25,4004.75,2891.5,8515.25,9047.25,2145.25,0,100,764.75,3032.5
"4393",447.75,13308.75,1858.75,4002,2871.5,8500.25,10140.25,2341,0,100,459.5,2924
"4394",465.25,12891.75,1124.25,3999.25,2914,8490.75,10526.25,2339,0,100,192.75,2805.75
"4395",462.25,12873.5,1067.75,4001.5,2925.75,8498.5,10279.5,2341,0,100,30.25,2877.75
"4396",467.25,12830.25,1069.75,3988,2884.75,8501.25,10154.75,2311.75,1.75,100,52.25,2891.75
"4397",486.25,12850.25,1063,4005.5,2854.25,8499,10380.25,2448,208,100,28,2998
"4398",488.5,12852.25,1063,4023.5,2875,8513.75,10499.25,2432.75,1361.25,100,32,2842
"4399",475.75,13223.75,1229.75,4017,2913.75,8522.75,9005.25,2324,3194.75,100,576.25,2873
"4400",469,13375.5,1875.75,4009.75,2915.5,8517.75,8679.25,2256,5250.5,100,1895,3046
"4401",418.25,13404.25,2082.5,4001.5,2914.5,8504.75,9355.5,2247.25,7354.5,100,1366.5,2940.25
"4402",355.25,13368.75,2112,4006,2902.25,8511.75,9998,1999.5,9060,100,484.75,2976.75
"4403",352.5,13260.75,2157.5,4024.25,2865.75,8514.25,10665.75,1985.5,10146,100,585.5,3035
"4404",353.25,13554.5,2114.75,4026.25,2874.75,8527.75,10347.5,2113.5,10880.75,100,245.5,3149.25
"4405",378.75,13556.5,2175.5,4022.5,2844.5,8476,10357.75,2077.5,10518.75,100,85.75,2996.5
"4406",432.5,13567.75,1772.5,4015,2788.5,8476.25,10333.25,2103.25,10641,100,24.5,3107
"4407",422.75,13583.25,1569.5,4018.5,2861,8512.25,9590.75,2293,10160,100,110.75,2919
"4408",437.5,13564,1569,4014,2837.25,8527,9013,2188,9087.75,100,97.5,3014.25
"4409",435.25,13521.75,1851.25,4019.25,2856.5,8539,8243.25,2113.75,7575.5,100,361.25,2958.75
"4410",402.75,13500.5,2123.5,4023.75,2850.5,8535,7844.25,2109.25,5615.25,100,474,2768.25
"4411",448,13283.5,2205.5,4030,2871.25,8547,6559,2137.75,3021.75,100,1009.25,3051.75
"4412",602.75,13346.5,2822.25,4028.5,2912.25,8536.5,5678,2129.5,1126,100,706.75,3050.5
"4413",612.5,13146,2824.5,4018.75,2927.25,8544.75,5142,2237.5,123.25,100,582,2892.25
"4414",627.25,12811.5,2698.75,4003,2893,8543.75,6098.5,2304.75,0,100,591.75,2797.5
"4415",630,12781.75,2138.75,4010.25,2785.25,8587.5,7561,2453.25,0,100,366,2523
"4416",627,12202.25,1945.25,4001.5,2818.25,8563.5,8077.25,2524.75,0,100,580.25,2511.5
"4417",646.25,10910.75,1921.25,3999.25,2823.5,8559,8686.5,2619,0,100,64,2457.25
"4418",567.75,9588.5,1890.75,3999.75,2825.25,8560.75,8924.25,2623,0,100,19.25,2972
"4419",524.25,9187.75,1841.25,4006.75,2782.25,8577,8617.25,2524.25,0,100,59.5,2929.25
"4420",541.5,9245.5,1830,4013.5,2758,8576.75,8200.25,2397.25,1.75,100,41,2981.25
"4421",538.75,8839.25,1838.25,3999.75,2686.25,8572.25,7730,2270,275.75,100,2.5,2943.25
"4422",535.25,8936.25,1837.5,4011.5,2726,8596.25,6581.5,2033.75,1890.75,100,4,2871.25
"4423",531.75,9052,1788.25,4019.5,2786.25,8606.25,5026.75,1728.5,5339.75,100,12.25,2607.75
"4424",516,9751.25,1801.5,4026.5,2753.5,8562.75,4597,1818.5,9776.25,100,6.5,2769.75
"4425",456.25,9523.75,1798.25,4025.5,2753.75,8599.5,5120.75,1812,14069,100,25,2522.5
"4426",400.5,9417.25,1695.75,4016.75,2781.75,8602.75,6339,1805.75,16676.25,100,7.25,2852.25
"4427",403.5,9649,1674.75,4011,2761,8598.25,6842,1863,17642,100,151.5,2903
"4428",492.75,10024.5,1716.75,4017.75,2750.25,8601,7272,1850.75,17806.75,100,92.75,2643.75
"4429",431,9573,1707.25,4020.25,2736.75,8502.5,8071.25,1867,16786,100,2.5,2675.5
"4430",395.25,9214.25,1710,4018.75,2757.5,8481.25,8226,1791.75,15179.25,100,3.5,2741.5
"4431",521.75,9835.75,1695.25,4013.75,2708,8405.75,8445,1784,13884.5,100,3.75,2392.75
"4432",608.25,10741.75,1730.25,3999.5,2715.75,8450.75,7730.25,1681.25,11978.5,100,3.75,2902.25
"4433",592,11667.25,1956,3995.5,2781.25,8420,6656,1429,9374.5,100,218.75,2575.25
"4434",613.25,12501.5,2963.5,3998.75,2752.75,8475.75,6032,1357.5,6240.5,100,1341.5,2712.5
"4435",595.5,12948.5,4598.75,4004,2733.75,8581.75,4768.75,1284.5,3197.25,100,1869.25,2757.25
"4436",579.75,12855.25,6092.75,4008.25,2811,8614,3366.75,1166,1076.75,100,2417.75,2784
"4437",590.25,12908.5,6556.75,4016.25,2846.25,8638,2834.5,1207.25,97,100,1962.25,2784.25
"4438",586.75,12911.5,6589.75,4018.75,2869.25,8623.5,2877.5,1207.75,0,100,1904.75,2712
"4439",585.5,12908.25,6207,4015.25,2858.5,8625,3227.75,1118.5,0,100,1868,2621
"4440",609,12851,4941,4004.25,2844.25,8640.75,3416,1013.25,0,100,321,8168.5
"4441",634.5,12867.25,3684.5,3989.75,2882,8665.5,3194,1065.75,0,100,3,9467.25
"4442",643.25,12845,3477.5,3986.25,2877.75,8657.5,3096.75,1291.25,0,100,10.25,9457.75
"4443",662.75,12793,3541.5,3985.75,2883.25,8659.75,3023.5,1306.5,0,100,10,9670.25
"4444",679.75,12795,4347.5,4003.5,2880.5,8659.5,3011.25,1284.5,1.5,100,7.25,10524.25
"4445",716.5,12745.75,6530.25,4011.75,2881,8656.75,2896,1004.75,233.75,100,13.5,11815.5
"4446",942.25,12662.5,9718.25,4017.25,2904,8654,2606,754,1595.5,100,1224.25,13561.25
"4447",1480.5,12627,11469.75,4008,2908.75,8623.25,1988.25,559.75,4482,100,1416.25,16033.5
"4448",1518.25,12619,12031,4002.5,2877.25,8649.5,1675.5,382.5,8620.75,100,2028.25,17636.25
"4449",1544.75,12631.5,11715.75,3995,2831.75,8636.25,1814.25,289,13730.25,100,309.25,4350.5
"4450",1579.25,12660.5,10770,4003.25,2848.25,8634.75,2138.25,289.5,18274.5,100,270.75,4480.5
"4451",1575.75,12667.5,10703.25,3998,2915.25,8625.5,2410.5,216,20731.25,100,1141.5,4149.25
"4452",1550.75,12655,11704.5,3989.25,2924.75,8608.5,2467.75,207.75,20587.75,100,1129.25,4182.75
"4453",1570.5,12675.25,12251,3983,2896.5,8605.75,2405.25,189.25,19858.5,100,1678.25,4139.25
"4454",1519,12660.75,12307.5,3981.5,2860,8589.5,2432,224.75,18721.5,100,553,4447.5
"4455",1520,12625.25,12508.5,3988,2864.5,8575.75,2274.25,171,17380.25,100,397,4654
"4456",1516.5,12625,12726.75,3992.25,2853.5,8576.25,1834.5,227.25,14905.5,100,426.75,4618.75
"4457",1551.75,12622.5,12972.25,3999.75,2874.75,8570.25,1402.25,136.5,11458.25,100,549.25,4224
"4458",1585,12593.25,13039.5,3968.75,2843.75,8562.5,957.75,104.5,7762,100,1266.25,4177.75
"4459",1651.5,12567,13168,3922.25,2862.25,8564.75,501,90.25,3925.75,100,2558.25,4269.5
"4460",1641,12609,13146.5,3922.25,2895,8559.25,328,66,1235.75,100,2522.25,4362.75
"4461",1549.5,12664.25,13099,3918.75,2833.25,8569.25,530,61,98,100,1708.5,4324.25
"4462",1469.25,12655,12987.75,3920,2832.75,8544.75,834.5,55.5,0,100,1711,4321.75
"4463",1021.25,12792.25,12171,3922,2838.25,8546.5,1362.75,33.5,0,100,400.5,4365.75
"4464",688.75,13038,11261.75,3936.25,2841.75,8567,1999.5,41,0,100,149,3503.5
"4465",695,13173.75,9580,3934.75,2842.5,8572,2788.75,82.25,0,100,11.25,2861.5
"4466",701.5,13398.25,7366.75,3928.5,2839.25,8560.5,3354.75,150.75,0,100,3.5,3051
"4467",706.75,13508,6230,3928,2830.25,8553.5,3784.25,186.25,0,100,3.25,3012.75
"4468",717.5,13793.75,5730.5,3933.5,2834,8551.75,4025.75,207.25,1.25,100,5,2996.75
"4469",710,13825.75,7561.25,3920.75,2833.75,8534.25,4113.25,244,195.5,100,13.5,3329.75
"4470",701,13959,10567.5,3945.5,2831.75,8444.25,4012,399.75,1540,100,478.75,3894.25
"4471",687.5,14027.5,11122.5,4000.75,2836.25,8425.75,3326.25,725,4253.5,100,1523.75,4099.75
"4472",797.75,13761.75,11211.25,3998,2819.25,8519,2842.25,908,8366.25,100,2105.25,4504
"4473",778,13746.75,10746,4010.75,2824.5,8632.75,3849,1196.25,12817,100,1688.75,4645.25
"4474",777.5,13732.5,10549.5,4005.5,2872.5,8617.5,5687.5,1455,16074,100,2125.5,4784.25
"4475",783,13635.5,10774.25,4010.5,2880.25,8516.5,7969.5,1754.5,17054.5,100,2068,4736.75
"4476",776,13583.25,9229.25,3975.25,2820,8444.75,10087,2079,16718.25,100,1083.5,4609.25
"4477",763.5,13599,6937.25,3970.75,2817.5,8428.25,12179.5,2227,16815.5,100,571.75,4476.5
"4478",769.5,13568,5051,3969.25,2742.25,8506.25,14603.25,2333.25,17231.25,100,199,4441.75
"4479",730.5,13556.5,3546.25,3991.75,2780.75,8528.5,16879.5,2424,12495.5,100,14.5,4437.75
"4480",727.75,13152.5,3185.5,3995,2788.25,8605.5,18592.5,2501.25,14956,100,38,3913.5
"4481",726.75,13015,3080.75,3984.25,2778,8652,20083.5,2468.75,11412.25,100,266.5,3973.5
"4482",696.5,13353.5,2813.75,3988.5,2875.75,8773,20929.5,2269.25,7257.25,100,706.5,4169.5
"4483",679.5,13873.25,3243.5,4009.25,2900.75,8741,21243.75,2347.75,3590,100,1538.25,4186
"4484",677.5,13806.75,3020.75,4022,2852.5,8751.75,20377,2737.5,1076,100,628.75,4164.5
"4485",669.25,13514,3208.75,4005.75,2852.5,8772,19290,2795.5,71.25,100,1143.5,4055
"4486",660,13242.5,2953.75,3991.25,2852,8782.5,18960.25,2943.5,0,100,662,4027.25
"4487",634.75,12878.5,2039,4005.75,2849.5,8775.5,19554.25,3015.5,0,100,127.25,3657.25
"4488",609,11137.25,1684,3985.25,2852.25,8767.25,19160.25,2998,0,100,5.75,2697
"4489",521.75,10624.5,1425.25,3988,2757.75,8794.75,18786.75,3012,0,100,4,2897.5
"4490",481.75,10142,1424.5,3993,2779.75,8799.75,18592.75,3032,0,100,5.75,2573.25
"4491",463.75,10180.5,1427.5,4009.25,2757.75,8795.75,17817.25,3026.25,0,100,6,2541.25
"4492",484,10205.25,1414,4020,2772.75,8810.5,17279.25,3013.25,1,100,4,2717.5
"4493",526,10594.5,1540.25,3992.25,2813.75,8800.75,16559.25,3005,210,100,49.5,2948.75
"4494",537.25,11812.75,2363.5,4009.25,2898,8810,15944.75,2964.75,1600.75,100,1389.25,3264.25
"4495",555.75,12350.75,2977.5,4011.5,2911,8782,16284.75,2932.75,4395,100,3125.5,3374
"4496",580.25,12056,3070.75,4006,2834.25,8830.75,16984.25,2510.25,8389.5,100,1389,3383.5
"4497",569.25,12597.25,2652,4021,2805.5,8843.25,18101.5,2733.25,12593.5,100,420.5,3247.25
"4498",664.25,11911.75,2712.75,4017,2913.75,8859.5,18638.75,2837.75,16373.5,100,370.25,3242.75
"4499",654.5,11636.75,2503.5,4002.5,2933.75,8875.75,18946.5,2756.5,18332.75,100,913,2577.5
"4500",588,11692,2327.5,4011.5,2865.5,8877.75,19426,2658.25,19345,100,21.25,2879.75
"4501",590.25,11283,2239,4008.75,2884.25,8869.25,19445,2618,19907,100,23.5,2845.25
"4502",594.5,10680,2272.75,4004.75,2800.75,8873.25,19377,2301.25,19670.5,100,68.75,2671
"4503",561.25,11203.5,2254.75,4004.75,2809.5,8881.5,18930,2442,18570.25,100,84.5,2864.75
"4504",566.5,11728.75,1929.25,4017.75,2867.5,8859.75,18271.5,2378.75,16264.75,100,359.25,2967.5
"4505",575.5,12133,2740.25,3994.25,2854.5,8852.75,17682,2335.5,12725,100,623.5,2812.75
"4506",550.5,12691.75,3900.5,4012.5,2782.5,8871,16719.25,2342,8196.25,100,814.5,2776
"4507",549,13276,4672.75,4005.5,2811,8899,15040.75,2167.75,4132.5,100,979,3011.75
"4508",538.75,13391.75,4960.5,4010.25,2843.75,8974.25,12396.75,1932.75,1311,100,2184,3126.75
"4509",549,13257.5,5167,4012.5,2826,8982.75,10092,1598.75,97.25,100,3039.75,3264.25
"4510",859.25,13395,5036.75,4001.25,2814.5,8969.75,8925,1325.25,0,100,2176.75,3025.5
"4511",536.5,13512,4959,3994.5,2799.75,8967.75,8410.75,1187,0,100,657.25,2780.25
"4512",524.5,13611.5,4876.25,3984.5,2831,8964.5,7423,1142.25,0,100,369.75,2489
"4513",534.5,13833.25,5051.75,3998.25,2836,8957.75,6970.75,1029.5,0,100,6,2242
"4514",569.5,13991.25,5073.5,3991.75,2830,8963,6564.5,1081.75,0,100,10.25,2195.25
"4515",575.25,14244.25,4301.25,3994,2825.75,8962,6442,1243.25,0,100,6.5,2372
"4516",608.5,14271.25,4622.75,3997.25,2827,8965.5,5845.75,1306.75,1.25,100,9.5,2527.5
"4517",618.75,14347.5,6356.25,4006.75,2827.5,8964.75,5198.25,1269,248.75,100,26.25,2480.75
"4518",603.25,14259.75,8045,4004.25,2831,8999.25,4169.25,1026,1807.5,100,838.75,3279.5
"4519",563.25,14063.75,9018.5,3994.75,2850.25,8984.5,2777,922,5638,100,2432,3780.25
"4520",645,14075.25,9370.5,3997.75,2840.75,8989.5,3078.5,884,11127.25,100,959.75,3977
"4521",599,14303,9034.75,3996.5,2864.75,8985.5,3788.5,1027.25,16440.5,100,345.5,3798.75
"4522",581.75,14655,8916.25,3974.75,2879.25,8984.75,3962.5,1252.75,20141.75,100,175.5,3703
"4523",560.5,14608,8872.5,3985.75,2885.25,8977.25,3635.25,1437,22472.75,100,452.25,3260
"4524",549.25,14600.25,8452.75,3983.5,2812.75,8972.5,3683.75,1598.25,24024.5,100,181,3114
"4525",564.75,14746.5,7902.5,3972.25,2817.75,8965,3677,1877.25,24868.25,100,73.25,2983.5
"4526",572,14904,7497,3983.25,2845.25,8968.25,3638.25,1958.5,23965.75,100,25,2905.75
"4527",542.75,14945.25,7911,3994.5,2858.25,8968.25,3627.25,1936.75,21868.75,100,215.25,3201
"4528",512.5,15044.25,8496.5,4000.5,2846,8968.5,3502.25,1887.25,18235.25,100,131.75,3323.5
"4529",573,15040,9110.5,3996.5,2826.25,8961.75,3420.25,1970.75,13471.25,100,272.5,3369.5
"4530",648.25,15035.25,9400.75,4005.5,2829.5,8960.5,3026.5,2070,8295.5,100,1181.5,3757.5
"4531",615,15001.25,9671.25,3997,2863.75,8961.25,2243.25,1897.75,3832.25,100,2821,3735.5
"4532",609.75,15069.75,9694,3996.5,2778.25,8950.75,1440,1512,1204.25,100,1877.75,3680.75
"4533",649,15301.75,9497,3995.5,2755.25,8964.75,1033,1165.75,91.25,100,608.75,3514.75
"4534",588.25,15289.75,9573,3997.25,2803.75,8950,946,933.5,0,100,1567.5,3626
"4535",557.25,15238.75,9140.25,4010.5,2805.75,8941,1041.75,845.75,0,100,1552.75,3359
"4536",581.5,15229.25,8442.5,3983.25,2791,8972.5,1404.75,835,0,100,714.5,3263
"4537",567.5,15244.5,8222.25,3982.25,2796.5,8979.75,2123.75,784,0,100,10.25,3076.25
"4538",593.25,15250.25,7689.25,3987.25,2794.25,8982.25,2946.75,676.25,0,100,17.75,2621.75
"4539",615,15142.75,7083.5,3996.75,2788.5,8982.5,3801.75,635.5,0,100,7.25,2825.5
"4540",621.5,15177.75,7405,3987.5,2783.5,8982.5,4487,599,1,100,7.5,2845.75
"4541",604.75,15217.25,8068.5,4000,2777.75,8985.25,4788.75,556,210.5,100,4,3179
"4542",607.25,15323,9002,3990.25,2758,9003.5,4499.5,538.25,1678.5,100,620.5,3282
"4543",612.25,15373,9233.25,3985,2744.5,9004.75,3641.5,501.25,4814,100,1895,3749.25
"4544",633.5,15386.75,9199,3935,2854.25,9002.5,2557.75,471,9149.5,100,3129.25,3956.25
"4545",690.25,15108.5,9151.25,3893,2855.75,8971.5,1895.25,392.5,13530.5,100,2859,4034.5
"4546",685.5,15110.75,9131,3883.25,2802.25,8946.5,2415.5,521.5,17471.5,100,1329.25,3891.25
"4547",672.5,15353,8926.25,3914.5,2795.25,8917.5,3750.25,807.5,20199.75,100,637.5,3715.25
"4548",687.5,15361.25,8524,3936.25,2814.25,8905.5,5579.5,1258.5,20804.75,100,670.5,3545.5
"4549",657.25,15387.25,8136.75,3953.75,2820,8905.5,7377,1715,19902,100,1012,3359
"4550",616.5,15418.75,7630.5,3999.75,2772.75,8921.5,9372.75,2020.75,17623.75,100,298.25,3519
