C,SETP.WORLD,BILLING_AS_RECOVERY_SUMMARY,AEMO,PUBLIC,2017/07/27,13:43:08,0000000285825151,,0000000285825146
I,BILLING,ASRECOVERY_SUMMARY,1,BILLING_WEEK,STATUS,REGIONID,LOWER6SEC,LOWER60SEC,LOWER5MIN,LOWERREG,RAISE6SEC,RAISE60SEC,RAISE5MIN,RAISEREG,RESTART,REACTIVE,LOADSHED,TOTAL_CUSTOMER_RECOVERY,TOTAL_GENERATOR_RECOVERY,ENERGY_CUSTOMER,ENERGY_GENERATOR,RECOVERY_RATE_CUSTOMER,RECOVERY_RATE_GENERATOR
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk32,REVISE2,QLD1,-26.742510,-252.8529,-3486.568410,-38290.428238,-60244.693210,-34912.043150,-89314.018131,-90654.486962,-60312.000040,0,0,-112274.8310,-265219.002551,-950680.534911,1054756.280149,-0.1180994318038823098766248807,-0.2514505080866016500940827336
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk32,REVISE2,SA1,-6.724640,-64.911880,-916.5733,-17045.945064,-10092.379390,-5798.848310,-14631.749375,-40184.077723,-34043.520010,0,0,-35177.913250,-87606.816442,-257861.513634,186727.666850,-0.1364217279044221869147115936,-0.4691689127802112844746873674
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk32,REVISE2,TAS1,-2138.979110,-89.167830,-841.701780,-9290.862515,-15328.773840,-7736.965070,-21424.797544,-21996.723583,-63315.84,0,0,-48913.065480,-93250.745792,-209285.782523,264256.343035,-0.2337142298456158755722015415,-0.3528798768688371817420885849
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk32,REVISE2,VIC1,-21.9849,-212.083480,-3033.468150,-40835.242533,-56674.6190,-32849.537170,-82534.224054,-96997.058433,-94019.520030,0,0,-118614.906130,-288562.831620,-855142.540548,1002907.923515,-0.1387077598244476851966722045,-0.2877261459941831916438012388
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk33,REVISE2,NSW1,-57.582890,-501.190750,-6591.3652,-648546.685035,-74233.203310,-41074.177650,-215417.266615,-628417.977095,-145776.96,-194839.680020,0,-328807.218240,-1626648.870325,-1328960.771775,1164461.729389,-0.2474167975634338584162306772,-1.39691054611001457615375552
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk33,REVISE2,QLD1,-42.219490,-365.801880,-4803.909380,-16649.053997,-67650.817510,-38349.910880,-195784.035149,-67194.040114,-60311.999970,0,0,-86575.609930,-364576.178440,-937781.396421,1048017.501603,-0.0923196069578815204718903166,-0.3478722233954688980833462765
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk33,REVISE2,SA1,-5191.113680,-118.807280,-1220.389890,-1549593.247040,-13168.949590,-7532.560020,-37895.526198,-1386618.899659,-33992.859990,0,0,-833365.896840,-2201966.456507,-246393.469998,213829.123035,-3.38225642443675359111129652,-10.29778556472205848795782580
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk33,REVISE2,TAS1,-5208.889270,-141.994680,-992.354530,-383056.372038,-18737.381330,-9060.788870,-48336.901304,-350663.750053,-63315.840010,0,0,-47334.500430,-832179.771655,-208162.167113,268197.044035,-0.2273924271950178906763733793,-3.10286705302538551895490506
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk33,REVISE2,VIC1,-34.751780,-303.182790,-4045.167180,-1304954.687548,-60826.290050,-34281.127410,-176068.319426,-1205982.077634,-94019.52,0,0,-96054.675160,-2784460.448658,-834907.180419,964496.889812,-0.1150483280210798409461127722,-2.88695637909288416603340444
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk34,REVISE2,NSW1,-66.715810,-518.205770,-7127.2986,-19722.387664,-84195.5232,-42792.992480,-108580.583326,-124152.749683,-145776.960030,-194839.680030,0,-362371.361870,-365401.734723,-1286208.817494,1135536.478948,-0.2817360267954238435010359762,-0.3217877553889952691517431682
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk34,REVISE2,QLD1,-50.083020,-387.822870,-5393.337870,-16479.719155,-79044.631980,-41176.570010,-103862.969442,-104014.194404,-60312.000030,0,0,-103438.595240,-307282.733541,-947098.729557,1024909.372408,-0.1092162749372315279075430360,-0.2998145414740881763334797801
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk34,REVISE2,SA1,-12.158110,-94.400550,-1300.928280,-9491.491312,-14462.226430,-6845.5620,-15456.016892,-59579.969357,-52290.399990,0,0,-44578.365890,-114954.787031,-233968.860552,185671.696799,-0.1905311919920744240082843415,-0.6191292965639506629238923972
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk34,REVISE2,TAS1,-3136.311520,-153.130660,-913.100240,-2166.911598,-28359.756070,-10036.121020,-24640.025976,-15456.120377,-63315.840010,0,0,-51008.291140,-97169.026331,-203170.785199,263785.219244,-0.2510611507950753401468621943,-0.3683641813194966764155303597
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk34,REVISE2,VIC1,-40.437490,-313.934230,-4357.734320,-18214.297856,-71948.455920,-36816.389330,-91416.808639,-114397.557318,-129519.519960,0,0,-129255.714730,-337769.420333,-796394.884088,957023.028205,-0.1623010359716443241673251375,-0.3529376100453120862006165042
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk35,REVISE2,NSW1,-46.6575,-419.573180,-6624.993610,-25087.223776,-57621.874820,-34060.8548,-57687.394934,-110940.420890,-144649.380020,-194839.680020,0,-357461.621780,-274516.431770,-1376549.505038,1285944.701254,-0.2596794524800851102015083473,-0.2134745230508768752608105141
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk35,REVISE2,QLD1,-33.392640,-298.341080,-4687.801670,-19927.428654,-47519.211470,-27879.3366,-46303.552294,-89101.456622,-60312.000010,0,0,-95001.936640,-201060.5844,-943952.228586,1020720.644125,-0.1006427378028534677578279606,-0.1969790515722905458875618486
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk35,REVISE2,SA1,-8.115050,-73.049820,-1164.989920,-11787.530490,-7730.272870,-4687.764610,-7546.772384,-52273.333333,-17021.76,0,0,-25430.813220,-76862.775257,-240745.611816,168000.827035,-0.1056335483258426861460513525,-0.4575142671231433917327679660
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk35,REVISE2,TAS1,-1639.9901,-91.878430,-811.052320,-2936.336063,-50833.773880,-7047.158320,-12487.260462,-13834.168761,-63315.840010,0,0,-48515.036570,-104482.421776,-208579.519591,256953.655127,-0.2325973166739107584466082777,-0.4066197140661777950330981671
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk35,REVISE2,VIC1,-28.310780,-253.918450,-4040.472160,-22705.772370,-46150.8897,-27196.470570,-44609.3758,-100911.170170,-94019.520020,0,0,-107393.865840,-232522.034180,-843919.299993,981374.516028,-0.1272560846053536073795651731,-0.2369350644248498278674521896
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk36,REVISE2,NSW1,-64.510280,-1432.717910,-14979.603630,-602602.517077,-113225.487640,-43998.333080,-65418.131714,-668206.443604,-145776.960040,-194839.679950,0,-371848.770090,-1478695.614835,-1284898.391096,1152575.895984,-0.2893993584759790251665946817,-1.28294858498023558993436018
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk36,REVISE2,QLD1,-47.893990,-1060.963880,-11204.0164,-32998.285618,-96857.534310,-37532.249750,-55611.887784,-87580.453233,-60312,0,0,-109823.1824,-273382.102565,-936877.607631,971403.694121,-0.1172225502087729702971374955,-0.2814299597783359622130707571
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk36,REVISE2,SA1,-10.338970,-79.608370,-2018.657210,-1718161.641887,-18723.262420,-7255.529070,-10397.565202,-1750258.393144,-17021.760050,0,0,-758270.659180,-2765656.097143,-229672.659582,183287.607879,-3.30152775066931605955961024,-15.08916030465512102085630166
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk36,REVISE2,TAS1,-3218.193760,-214.445950,-738.573680,-70128.369527,-117930.018540,-9272.853020,-14223.577056,-79552.114981,-63315.84,0,0,-57103.5790,-301490.407514,-201949.624895,228364.58,-0.2827615006944922902081233895,-1.32021527819244122709397403
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk36,REVISE2,VIC1,-39.140940,-924.701670,-9223.410280,-1411941.389769,-100961.278960,-39240.817710,-57730.981965,-1472674.537639,-94019.520020,0,0,-116987.4972,-3069768.281753,-796207.452785,1009337.978031,-0.1469309245860452260624590305,-3.04136805368351807954640436
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk37,REVISE2,NSW1,-237.211710,-3198.370570,-16171.774630,-144522.994408,-84484.212050,-64334.366650,-56876.755201,-183355.320974,-145776.959990,-194839.679990,0,-351449.077980,-542348.568193,-1231697.213736,1117642.106635,-0.2853372355320834802021968678,-0.4852613953727142541445431625
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk37,REVISE2,QLD1,-186.6163,-2491.834220,-12603.392690,-26987.155371,-73206.414090,-55646.374410,-48168.783389,-63218.030695,-60312.000020,0,0,-96363.663240,-246456.937945,-937106.874840,941256.510686,-0.1028310279512707282957488883,-0.2618382291617605649229796588
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk37,REVISE2,SA1,-11480.352340,-489.6739,-2666.486310,-360182.931767,-14115.091850,-11424.412430,-9560.693040,-370040.041644,-17021.760060,0,0,-185726.013850,-611255.429491,-219532.982805,174065.018484,-0.8460050579960961324396468745,-3.51165004212024600838406791
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk37,REVISE2,TAS1,-3373.167560,-284.076330,-948.7553,-29344.500147,-269584.315010,-13624.1958,-13693.919846,-45336.680837,-63315.84,0,0,-78538.099650,-360967.351180,-193699.225093,220004.856343,-0.4054641912598867146362125895,-1.64072446936003770302918708
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk37,REVISE2,VIC1,-140.135830,-1907.173220,-9683.227250,-304635.178878,-73932.622660,-55549.683650,-49793.789337,-334395.805533,-94019.519940,0,0,-102310.302170,-821746.834128,-761074.348093,986032.754193,-0.1344287879710513153685902808,-0.8333869545748946974301477650
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk38,REVISE2,NSW1,-66.866190,-799.629050,-14103.315640,-178187.892765,-99581.572710,-57471.802930,-54784.123016,-260689.545094,-145776.959970,-198218.4005,0,-364825.624680,-644854.483185,-1206608.469085,1166266.517832,-0.3023562605661602710430473341,-0.5529220579732795739399859616
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk38,REVISE2,QLD1,-57.275410,-640.943830,-11229.284730,-20410.800606,-88608.148630,-51525.958290,-48355.399861,-54523.355967,-60311.999970,0,0,-98964.338450,-236698.828844,-936625.732749,1009420.010284,-0.1056604948911015924625108497,-0.2344899312798493656931991868
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk38,REVISE2,SA1,-50.437120,-94.019690,-2561.431040,-909934.976859,-14750.652070,-7982.572730,-8130.872845,-1091101.508498,-17021.759970,0,0,-408754.954160,-1642873.276662,-243487.195479,186776.551280,-1.67875338724024944109245875,-8.79592896112071311824470046
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk38,REVISE2,TAS1,-12278.380840,-630.046680,-865.377210,-4579.126690,-166561.259280,-18945.681840,-16772.746052,-23710.4460,-63315.84,0,0,-72557.537170,-235101.367422,-199169.747574,188184.488150,-0.3642999906049577167598363750,-1.24931321243971510624214007
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk38,REVISE2,VIC1,-41.959380,-535.930110,-9109.224470,-820134.543639,-79717.345680,-46360.573050,-43704.513874,-1016653.028438,-94019.520010,0,0,-119639.283880,-1990637.354771,-797415.231272,922216.323333,-0.1500338583816074495324039950,-2.15853623971499302140947609
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk39,REVISE2,NSW1,-77.485940,-558.659710,-15308.721950,-46218.746071,-145184.959390,-67022.398910,-122002.907994,-109222.932929,-265776.960030,-194839.680010,0,-439947.910320,-526265.542614,-1227759.341799,1080293.598443,-0.3583339953865528258164922340,-0.4871504777705739383152724610
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk39,REVISE2,QLD1,-59.981230,-432.918910,-12070.5426,-26704.006175,-144900.733050,-66609.569970,-123112.827572,-62261.038086,-60312.000030,0,0,-110117.074490,-386346.543133,-928636.858451,1077693.342691,-0.1185792632371703173126003436,-0.3584939498357601254100442919
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk39,REVISE2,SA1,-14.903870,-108.658950,-3011.444920,-24621.629220,-23713.329740,-10867.414480,-19638.275189,-58280.839419,-17021.759960,0,0,-32021.618730,-125256.637018,-235764.876506,175103.504686,-0.1358201408307953757268641656,-0.7153291262936932396425741292
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk39,REVISE2,TAS1,-28483.931040,-886.263520,-717.767370,-4619.285779,-47050.573550,-14818.714120,-14441.192324,-30446.085042,-63315.84,0,0,-95266.270510,-109513.382235,-196037.957853,170588.8873,-0.4859582886567093727457428310,-0.6419725456231403650172000389
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk39,REVISE2,VIC1,-47.125530,-341.095750,-9253.831430,-49946.427184,-125296.529860,-57582.623520,-108211.641041,-119013.899006,-544019.519920,0,0,-355840.703620,-657871.989621,-772022.038068,946945.232415,-0.4609203961463304925267554687,-0.6947307691102949983692695499
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk40,REVISE2,NSW1,-116.5695,-748.758680,-8069.615380,-56430.085381,-183757.900130,-120701.375610,-76299.727195,-113169.824377,-143233.319990,-194839.680020,0,-380612.088710,-516754.767553,-1200584.910981,1055622.595207,-0.3170222157789749384080011345,-0.4895260577968853594271963557
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk40,REVISE2,QLD1,-92.319170,-589.877010,-6399.108250,-32623.323271,-178915.149230,-117184.988050,-74199.683886,-65898.924666,-58245.20,0,0,-111258.755190,-422889.818343,-924190.406319,1019220.754342,-0.1203851007641786240921300138,-0.4149148420903320067255090978
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk40,REVISE2,SA1,-9.592060,-63.699430,-896.448660,-28635.841907,-13782.517850,-6863.577950,-6420.824406,-57635.071268,-9144.129970,0,0,-25298.328920,-98153.374581,-207448.665366,144577.961657,-0.1219498273241062467159145791,-0.6788958251732810290577715638
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk40,REVISE2,TAS1,-35405.759220,-1108.723860,-849.221040,-6505.833765,-92560.254680,-16714.909850,-14246.682687,-30978.670207,-63315.840010,0,0,-104902.0961,-156783.799219,-195870.803369,178366.612766,-0.5355678043673281933114650919,-0.8789974580314837574415745576
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk40,REVISE2,VIC1,-69.797670,-450.873170,-4924.694040,-60882.138207,-168350.004270,-111536.981440,-69771.565944,-122634.815863,-94019.520020,0,0,-132851.7391,-499788.651524,-742505.027090,961735.726427,-0.1789236897434458284456704095,-0.5196735836993325750283971362
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk41,REVISE2,NSW1,-242.609520,-2069.974530,-21371.9019,-56934.214966,-265024.102660,-124068.030040,-77783.974674,-100202.671502,-139090.500030,-194839.679990,0,-385097.151520,-596530.508292,-1154651.033037,1009588.645606,-0.3335182150290942718482143443,-0.5908649140303433801968047209
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk41,REVISE2,QLD1,-193.7507,-1652.0150,-17192.228340,-33379.818837,-255096.363730,-121997.596120,-74650.280405,-59366.855472,-48014.539990,0,0,-113881.019780,-497662.428814,-914349.415859,964064.535607,-0.1245486876294580199696366195,-0.5162127745946580700855701028
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk41,REVISE2,SA1,0,0,0,-26671.092689,0,0,0,-50609.519683,0,0,0,-15827.453250,-61453.159122,-177314.388611,146387.242526,-0.0892620918921755061065928037,-0.4197985976208632829589474276
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk41,REVISE2,TAS1,-7905.478710,-422.2504,-893.921460,-6029.744097,-74805.585120,-18070.053120,-20272.523055,-12915.614056,-63315.84,0,0,-59151.195510,-145479.814508,-192078.653250,261616.390162,-0.3079529896172884583675099252,-0.5560806584706521381468277030
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk41,REVISE2,VIC1,-145.429410,-1226.391680,-12627.701050,-62722.371025,-233228.710940,-107940.372710,-69124.168660,-110430.598581,-94019.519970,0,0,-137881.383780,-553583.880246,-743874.803137,891829.568163,-0.1853556313489035849291970289,-0.6207283319684925291567992930
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk42,REVISE2,NSW1,-282.4529,-1707.973050,-9045.500670,-83849.351565,-184012.214810,-92536.469410,-88046.079640,-125653.545213,-92082.660020,-194839.679990,0,-388045.899610,-484010.027658,-1173323.318156,952914.168588,-0.3307237601140107005204973951,-0.5079261528613765160405408187
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk42,REVISE2,QLD1,-230.597110,-1393.437790,-7339.455990,-60481.286303,-198468.071840,-100289.680620,-95139.201482,-90558.742337,-58968.58,0,0,-151216.581410,-461652.472062,-929462.443181,1022883.684294,-0.1626925138496990942894983266,-0.4513245045849324502980632738
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk42,REVISE2,SA1,-28.359390,-209.790660,-1215.788280,-29760.866485,-10913.6352,-4749.217720,-5769.599312,-44434.270242,-5977.88,0,0,-30303.087270,-72756.320019,-195315.239525,167336.754904,-0.1551496306365856271757297224,-0.4347898347899708234442409203
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk42,REVISE2,TAS1,-1521.276390,-271.912210,-899.656040,-16115.696623,-82062.539480,-13846.749620,-22468.028132,-23422.173098,-63315.84,0,0,-63974.900860,-159948.970733,-198882.884355,269188.433554,-0.3216712240848574754671980531,-0.5941896114229356774467855188
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk42,REVISE2,VIC1,-168.204820,-1022.238680,-5525.761990,-82985.302739,-179338.178260,-88308.361870,-88341.808593,-124215.907247,-94019.519950,0,0,-149629.703090,-514295.581059,-743072.805006,931573.370443,-0.2013661408168366532470515861,-0.5520720078273943152029606839
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk43,REVISE2,NSW1,-122.286980,-693.383290,-5034.586490,-410478.010310,-122132.178070,-37729.621550,-48865.384916,-466490.732354,-77696.640050,-194839.679980,0,-335429.945340,-1028652.558650,-1179335.665296,955677.880880,-0.2844227942990351715408230185,-1.07635907373183526557712622
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk43,REVISE2,QLD1,-99.363490,-557.011850,-4028.032690,-38981.011903,-132885.766240,-41503.671920,-53150.943106,-68472.053920,-60208.659970,0,0,-115034.254740,-284852.260349,-940965.551357,1032128.8047,-0.1222512923816445737446055420,-0.2759851862014407744975514294
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk43,REVISE2,SA1,-36901.967360,-200.996780,-933.106790,-1177621.376178,-25200.672590,-7949.694630,-10221.839996,-1244278.734203,-17021.760030,0,0,-912137.242430,-1608192.906127,-217146.783125,201140.485426,-4.20055609069249019757957328,-7.99537150723769875525924246
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk43,REVISE2,TAS1,-1058.8571,-162.674710,-845.509910,-127795.536172,-32789.394260,-9637.780950,-13044.462748,-140437.647027,-63315.840010,0,0,-52769.197440,-336318.505447,-197304.793228,256242.976662,-0.2674501545384220076460067660,-1.31249843343267304648994727
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk43,REVISE2,VIC1,-74.098640,-424.677890,-3181.237150,-1211577.955458,-121989.8571,-37940.613810,-48873.154306,-1302050.055681,-94019.520030,0,0,-118144.044190,-2701987.125875,-750854.510545,952556.186899,-0.1573461203612486317797032286,-2.83656456494307880765384284
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk44,REVISE2,NSW1,-88.881940,-590.104890,-5432.868380,-57720.384758,-205926.493020,-60687.651390,-64841.818476,-104470.626998,-77696.640030,-194839.679980,0,-345011.7049,-427283.444962,-1164606.421977,961301.537108,-0.2962474690070133339752108173,-0.4444843043187558069342547746
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk44,REVISE2,QLD1,-71.602950,-476.314530,-4365.381870,-42078.831457,-226975.037450,-67070.613640,-71659.233645,-76218.552383,-60312.000030,0,0,-123646.830440,-425580.737515,-935478.832601,1039481.374268,-0.1321749099295096386877567606,-0.4094164148104075608292821355
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk44,REVISE2,SA1,-15.510040,-103.339830,-946.698630,-20792.277964,-29585.7754,-9391.073270,-9451.564693,-37540.788515,-17021.760010,0,0,-30334.051890,-94514.736462,-199575.539020,139167.282343,-0.1519928345876101745527431420,-0.6791448023613289565435658066
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk44,REVISE2,TAS1,-6821.807730,-264.965240,-849.948710,-14140.865586,-53741.007120,-12949.118530,-17265.736518,-19833.132168,-63315.840010,0,0,-64318.168280,-124864.253332,-190191.898753,242522.628653,-0.3381751205056807112741596616,-0.5148560941529916561769091852
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk44,REVISE2,VIC1,-56.173660,-371.695270,-3461.597450,-57043.884457,-207824.9995,-61241.610690,-65486.088497,-103616.857899,-94019.519980,0,0,-125130.955270,-467991.472133,-742625.159347,955902.241192,-0.1684981362333983984065516365,-0.4895808922358206592913745804
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk45,REVISE2,NSW1,-575.650610,-5871.701120,-25899.999480,-56058.879196,-194642.817510,-93281.276130,-80722.639530,-94677.935117,-77696.640030,-194839.680010,0,-363841.620530,-460425.598203,-1165583.121076,967583.503391,-0.3121541603949464568558933938,-0.4758510212187260190436278310
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk45,REVISE2,QLD1,-486.730110,-4922.321710,-21705.526060,-41835.622470,-218141.466350,-107646.085970,-92043.542261,-71333.505986,-60312,0,0,-142831.578260,-475595.222657,-969743.597879,1064085.508074,-0.1472879826919175453073958040,-0.4469520720358551736514644057
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk45,REVISE2,SA1,-106.573390,-1064.4062,-4703.144170,-20235.297598,-33206.288460,-17477.020130,-14733.270802,-33837.157850,-27913.660040,0,0,-38937.099070,-114339.719570,-202574.453653,159837.101436,-0.1922112999336891762126637357,-0.7153515581974095027282148767
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk45,REVISE2,TAS1,-19862.008740,-328.638280,-877.764510,-17830.023869,-99196.740310,-14066.026140,-18242.730829,-23973.792821,-63315.84,0,0,-82292.959040,-175400.606459,-189089.850175,243912.968772,-0.4352055859362045210843639085,-0.7191114410277930262672371881
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk45,REVISE2,VIC1,-334.288590,-3383.898060,-15027.923760,-54361.311301,-185501.461360,-91326.020930,-78363.692292,-92368.061455,-94019.520010,0,0,-132197.386650,-482488.791108,-702581.639567,907339.380231,-0.1881594667510426960533746475,-0.5317622067557157391751581026
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk46,REVISE2,NSW1,-106.196270,-1359.692010,-6161.2809,-424186.746737,-138293.955950,-81193.025060,-67610.590616,-504103.759481,-77696.639990,-194839.679990,0,-354590.899870,-1140960.667134,-1208108.7758,1028095.393336,-0.2935090837620914830209116009,-1.10978093524159348680091263
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk46,REVISE2,QLD1,-92.375680,-1160.500490,-5293.363890,-33242.553222,-152078.081130,-91128.360950,-74181.232589,-92032.306369,-60311.999980,0,0,-125263.731270,-384257.043030,-1041301.7603,1121521.356053,-0.1202953226871636164274330191,-0.3426212447548266517610514297
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk46,REVISE2,SA1,-68.197240,-132.770880,-859.474830,-1455183.816551,-23144.569960,-14130.844460,-10991.502379,-1483323.878816,-34043.520020,0,0,-777984.346850,-2243894.228286,-203231.622203,167814.921223,-3.82806739628787846092947421,-13.37124381987590142933520185
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk46,REVISE2,TAS1,-9436.883160,-242.439610,-797.961410,-95135.608182,-36699.794050,-13304.0563,-17287.407234,-104098.907701,-63315.84,0,0,-56655.075360,-283663.822287,-187426.078795,249500.180892,-0.3022795745621254381853430056,-1.13692832314934576700819845
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk46,REVISE2,VIC1,-63.3943,-802.589560,-3644.698470,-1766543.198580,-125384.495760,-75062.415970,-61041.823145,-1845039.733475,-94019.520020,0,0,-118727.904410,-3852873.964870,-717468.631645,913401.063087,-0.1654816659200593335509350371,-4.21816233916844026761587609
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk47,REVISE2,NSW1,-120.052170,-860.819790,-10972.317530,-56242.368363,-113068.423520,-111700.134830,-76296.753606,-116534.814419,-79925.46,-194839.680020,0,-359756.457370,-400804.366878,-1199191.843924,1022090.945365,-0.2999990862119305162253144203,-0.3921415884717267700750638475
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk47,REVISE2,QLD1,-4904.321310,-21072.289570,-15307.984520,-38658.828244,-121560.620670,-131509.843290,-81553.823891,-80940.314432,-60311.999980,0,0,-154472.488790,-401347.537117,-980709.766771,1077565.038221,-0.1575109109992885373383225162,-0.3724578312039545025624022286
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk47,REVISE2,SA1,-22.173520,-156.495150,-1988.290420,-22613.997485,-18939.1363,-19668.1491,-12717.882726,-47047.402616,-34043.520040,0,0,-41105.418620,-116091.628737,-215845.691726,164249.999288,-0.1904389116655627382007892483,-0.7067983515387544979944791633
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk47,REVISE2,TAS1,-11897.6737,-193.0877,-703.921810,-14625.883507,-404146.966530,-17076.839760,-15875.799577,-37873.089582,-63315.840010,0,0,-80388.966030,-485320.136146,-185681.290679,202158.881402,-0.4329405818757148063027225118,-2.40068669147868873505273868
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk47,REVISE2,VIC1,-71.444110,-513.430740,-6428.927130,-58554.935001,-106032.640630,-104794.242330,-71272.139076,-121713.260347,-94019.519990,0,0,-123902.343670,-439498.195684,-733769.216117,959918.305526,-0.1688573749736643178119934576,-0.4578495827758708273199269231
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk48,REVISE2,NSW1,-68.091650,-420.962560,-4903.205650,-429836.419291,-96985.225210,-74305.936910,-52796.910137,-468340.324230,-145776.96,-194839.680040,0,-341973.476620,-1126300.239058,-1234255.214145,1102924.274558,-0.2770686910623211187795423303,-1.02119453260684463891433102
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk48,REVISE2,QLD1,-5052.379970,-883.018050,-4078.019730,-22300.639520,-97877.327430,-76278.3839,-52238.568621,-48555.146528,-60312,0,0,-89029.193840,-278546.289909,-1000008.969646,1068606.354053,-0.0890283952868103292428775479,-0.2606631420939359803479339905
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk48,REVISE2,SA1,-12.434630,-77.453570,-872.048930,-1566331.399861,-14826.724720,-11497.445420,-8067.664347,-1576239.001819,-33283.620040,0,0,-892508.916050,-2318698.877287,-214020.809387,166816.387888,-4.17019690097580090598744091,-13.89970677727278904429073463
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk48,REVISE2,TAS1,-92.756470,-213.320280,-652.024180,-106270.491933,-150379.604710,-25012.296580,-18116.250984,-119538.419136,-63315.84,0,0,-59283.394470,-424307.609803,-184870.386370,166799.446088,-0.3206754506984698092292952240,-2.54381905788310545651504573
