C,SETP.WORLD,BILLING_AS_PAYMENTS_SUMMARY,AEMO,PUBLIC,2017/07/27,13:43:06,0000000285825150,,0000000285825146
I,BILLING,ASPAYMENT_SUMMARY,1,BILLING_WEEK,STATUS,REGIONID,LOWER6SEC,LOWER60SEC,LOWER5MIN,LOWERREG,RAISE6SEC,RAISE60SEC,RAISE5MIN,RAISEREG,RESTART,REACTIVE,LOADSHED,TOTAL_AS_PAYMENT
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk27,REVISE2,QLD1,0,0,0,3247.254090,33197.616140,5252.243110,68897.636050,176227.884950,59755.20,0,0,346577.834340
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk27,REVISE2,SA1,0,41.233870,0,12453.549410,47573.433940,20992.601240,30309.256840,40428.996580,33726.72,0,0,185525.791880
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk27,REVISE2,TAS1,1019.763020,37.602510,621.391090,25752.4019,88818.160630,25014.082830,44043.703670,184392.863510,62730.24,0,0,432430.209160
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk27,REVISE2,VIC1,51.129910,523.695470,4547.162020,4862.673230,112338.087690,33574.505410,54236.295150,62376.791280,170129.76,0,0,442640.100160
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk28,REVISE2,NSW1,25.510780,244.865810,5686.6915,70952.807610,169356.382980,75213.257560,185627.052050,270803.187390,22896.06,198805.607240,0,999611.422920
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk28,REVISE2,QLD1,0,0,0,7894.165030,32521.902410,16254.105350,71230.508280,118064.3842,59898.64,0,0,305863.705270
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk28,REVISE2,SA1,0,88.828140,0,13885.574520,41258.092040,38549.449510,32833.795850,89454.540960,34043.52,0,0,250113.801020
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk28,REVISE2,TAS1,26345.784780,449.9592,908.018580,38054.571170,150375.670750,20191.126520,32456.0246,111216.727130,63315.84,0,0,443313.722730
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk28,REVISE2,VIC1,85.019060,616.923150,5084.207040,16282.011370,74229.994140,43672.029230,52098.174390,66453.000640,171716.16,0,0,430237.519020
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk29,REVISE2,NSW1,60.023520,404.947750,6309.998080,38118.168440,128186.471760,58109.434670,215805.927660,180297.031430,68080.32,194839.68,0,890212.003310
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk29,REVISE2,QLD1,0,0,11,11470.709810,25196.35,13849.9886,81674.321560,163783.851550,288171,0,0,584157.221520
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk29,REVISE2,SA1,0.440950,56.739110,20.296270,2039.487240,30009.718090,20989.4746,32058.583790,12508.093960,34043.52,0,0,131726.354010
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk29,REVISE2,TAS1,34748.529570,299.194640,926.921730,18378.332120,207006.683440,26079.839410,57834.429450,45103.0560,131815.84,0,0,522192.826360
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk29,REVISE2,VIC1,57.373270,563.5076,6437.882040,1692.242470,38123.796040,27230.130290,53848.115570,12646.0419,171716.16,0,0,312315.249180
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk30,REVISE2,NSW1,98.990260,638.7329,5447.041930,92162.656350,140021.135520,58745.7329,163687.691520,234860.952760,68080.32,194839.68,0,958582.934140
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk30,REVISE2,QLD1,0,0,212.180830,20072.074390,24840.4514,14577.880930,61138.604080,125159.971930,60312,0,0,306313.163560
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk30,REVISE2,SA1,0.069240,136.237930,0.102730,17.222380,32119.365370,24154.293310,22410.280170,2896.479040,33739.56,0,0,115473.610170
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk30,REVISE2,TAS1,19808.334710,344.158110,2884.772270,23258.562990,102567.616040,25180.457940,49160.698910,24337.441790,63315.84,0,0,310857.882760
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk30,REVISE2,VIC1,68.007710,643.092040,4608.9951,22869.9119,41556.850460,28136.069110,44392.909150,29810.247550,171716.16,0,0,343802.243020
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk31,REVISE2,NSW1,64.930420,699.028360,5427.667250,120232.941310,197530.668540,78297.986220,186805.351720,289256.867110,68080.32,194839.68,0,1141235.440930
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk31,REVISE2,QLD1,0,0,44.783410,27929.112270,19175.766810,8423.456730,62388.314360,123921.072890,60312,0,0,302194.506470
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk31,REVISE2,SA1,0,40.805330,0,297.216670,25706.490150,15198.605190,17279.526860,909.381230,34043.52,0,0,93475.545430
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk31,REVISE2,TAS1,16694.399540,269.044290,2849.9874,16310.316820,30311.036160,23127.249740,30759.684990,21445.203790,63315.84,0,0,205082.762730
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk31,REVISE2,VIC1,39.398810,602.599930,3547.210070,46789.666980,60662.367830,45976.588520,58701.376140,43612.805970,171716.16,0,0,431648.174250
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk32,REVISE2,NSW1,35.204060,317.382010,3879.513210,91883.5567,107456.496740,46529.289530,102128.511660,234867.475190,68080.32,194839.68,0,850017.4291
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk32,REVISE2,QLD1,0,0,0,8630.654220,20630.186760,9618.0579,48289.844640,80446.150440,60312,0,0,227926.893960
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk32,REVISE2,SA1,0,47.306270,0,951.536820,20453.920880,17961.167940,19440.603590,4067.534740,34043.52,0,0,96965.590240
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk32,REVISE2,TAS1,2136.095480,52.563590,1732.7675,22999.739860,27462.708990,15924.323630,38213.027270,58988.335450,63315.84,0,0,230825.401770
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk32,REVISE2,VIC1,60.590370,559.755540,3824.479510,27309.673490,36180.108850,31313.654140,39898.098790,34820.2665,171716.16,0,0,345682.787190
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk33,REVISE2,NSW1,88.313560,654.9713,6432.297250,34669.627440,122686.266420,50211.561540,166378.960220,219356.974960,68080.32,194839.68,0,863398.972690
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk33,REVISE2,QLD1,0,0,279.7902,240.4245,29630.988740,13376.750540,137029.951970,63895.357280,60312,0,0,304765.263230
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk33,REVISE2,SA1,5181.070590,73.897080,0,3843695.577330,14815.193740,13472.484320,31471.301980,3398945.403430,33992.86,0,0,7341647.788470
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk33,REVISE2,TAS1,5206.4309,137.635830,3236.987890,26314.338730,25169.142780,18105.201640,112074.617050,36870.195560,63315.84,0,0,290430.390380
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk33,REVISE2,VIC1,58.742060,564.473180,4654.902820,929.285780,42315.050060,35132.566810,105744.022690,40612.008110,171716.16,0,0,401727.211510
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk34,REVISE2,NSW1,82.415450,536.924650,5727.270720,33531.539970,135067.299730,50064.042190,102953.3233,309255.306820,68080.32,194839.68,0,900138.122830
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk34,REVISE2,QLD1,0,0,366.929530,399.412940,36791.651340,14182.095550,79141.313730,105797.966570,60312,0,0,296991.369660
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk34,REVISE2,SA1,0,43.162370,0,73.941670,16930.356950,12666.511140,15428.069260,340.564410,52290.40,0,0,97773.0058
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk34,REVISE2,TAS1,3133.601260,184.671810,3338.855890,32991.360190,38909.814520,26288.363360,25981.417590,4472.6485,63315.84,0,0,198616.573120
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk34,REVISE2,VIC1,89.689170,702.735310,7210.402280,1527.493760,50311.471060,34466.622650,50920.0952,67266.29,207216.16,0,0,419710.959430
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk35,REVISE2,NSW1,51.498770,380.377490,4575.877340,37527.006360,77239.381520,34388.758670,58107.975950,221561.9505,67877.70,194839.68,0,696550.2066
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk35,REVISE2,QLD1,0,0,28.688240,3948.014920,25875.662560,12380.917250,39335.9878,123787.1882,60312,0,0,265668.458970
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk35,REVISE2,SA1,0.376430,89.124250,19.995480,902.606580,13782.726030,14402.155620,7997.178980,912.344550,17021.76,0,0,55128.267920
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk35,REVISE2,TAS1,1633.296680,49.639190,1701.740460,40303.374670,59127.554710,13033.572150,8901.667450,8841.154890,63315.84,0,0,196907.8402
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk35,REVISE2,VIC1,71.294180,617.620060,6570.015540,4196.281440,33830.697890,26666.181230,18987.348150,47262.109140,170791.20,0,0,308992.747630
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk36,REVISE2,NSW1,55.017030,939.301780,10112.491860,70783.737160,169465.729130,43025.479730,68130.188770,189517.289660,68080.32,194839.68,0,814949.235120
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk36,REVISE2,QLD1,0,0,339.939840,10610.942540,53275.220010,17097.953520,53834.472680,105200.348070,60312,0,0,300670.876660
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk36,REVISE2,SA1,0.05,36.956080,4.412660,3703762.2760,27118.166060,15036.423650,9516.186270,3721253.513870,17021.76,0,0,7493749.744590
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk36,REVISE2,TAS1,3213.359990,248.208420,1445.324490,36497.398410,138201.775770,30030.564740,7996.913920,44594.663090,63315.84,0,0,325544.048830
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk36,REVISE2,VIC1,111.650980,2487.971520,22806.879010,17633.063250,59636.690920,32109.360860,23841.8881,37768.621870,171716.16,0,0,368112.286510
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk37,REVISE2,NSW1,342.503130,4855.570410,22008.122110,61102.6392,121046.425860,87267.793050,73171.972380,125417.508860,68080.32,194839.68,0,758132.5350
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk37,REVISE2,QLD1,3.630220,245.916630,1055.973520,8884.924050,40534.534850,27390.957560,41604.235910,74134.303460,60312,0,0,254166.4762
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk37,REVISE2,SA1,11446.115960,105.702990,7.542920,758629.914290,15649.870280,16381.416030,5841.877510,754083.641840,17021.76,0,0,1579167.841820
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk37,REVISE2,TAS1,3367.517710,317.011650,1942.875340,32367.625370,288647.904620,26883.221440,7981.957970,40328.329450,63315.84,0,0,465152.283550
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk37,REVISE2,VIC1,257.716820,2846.926570,13424.544050,8322.235890,49443.920040,42655.644910,16891.707860,34984.285260,171716.16,0,0,340543.1414
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk38,REVISE2,NSW1,44.055870,586.461250,11063.098220,79018.435410,127644.109980,63715.7089,58557.120250,138933.046650,68080.32,194839.68,0,742482.036530
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk38,REVISE2,QLD1,4.9888,26.252620,269.526270,11765.483690,51048.343280,26422.411810,44089.870640,97353.354270,60312,0,0,291292.231380
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk38,REVISE2,SA1,38.0199,67.2799,172.359870,1819209.750750,21947.3777,17100.971760,6201.967770,2127348.846860,17021.76,0,0,4009108.334510
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk38,REVISE2,TAS1,12279.458270,694.968410,1700.463910,28168.786030,188541.181330,35371.545650,14073.793860,67624.946220,63315.84,0,0,411770.983680
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk38,REVISE2,VIC1,128.396170,1325.607170,15876.732950,3871.336540,60037.966090,39675.950690,15350.166930,48892.426180,171716.16,3378.720550,0,360253.463270
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk39,REVISE2,NSW1,51.504780,380.409140,9945.190340,98875.080270,204771.941160,76069.323830,189258.967620,160757.446790,188080.32,194839.68,0,1123029.863930
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk39,REVISE2,QLD1,0,0,329.981970,16863.485290,93351.690480,33278.876830,49353.077710,146356.949890,60312,0,0,399846.062170
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk39,REVISE2,SA1,0,39.226150,0,2498.037550,35616.227520,22760.079690,20029.829390,275.444310,17021.76,0,0,98240.604610
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk39,REVISE2,TAS1,28484.254010,917.049350,1425.635790,28358.8587,82778.6622,37374.350840,32150.035780,74766.8104,63315.84,0,0,349571.497070
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk39,REVISE2,VIC1,147.668850,990.9122,17625.683570,16550.449270,69627.604260,47418.0898,53186.061320,40497.0154,621716.16,0,0,867759.644670
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk40,REVISE2,NSW1,82.619070,507.9494,4261.900460,91757.613340,265265.162670,162367.958920,87859.336630,145368.836860,68080.32,194839.68,0,1020391.377350
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk40,REVISE2,QLD1,0,4.666660,127.1897,23151.267110,108911.105650,66789.424220,63771.140060,148414.860470,58245.20,0,0,469414.853870
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk40,REVISE2,SA1,0.002240,20.680380,6.999990,1630.199110,25287.519120,17696.694750,6574.194430,0,9169.46,0,0,60385.750020
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk40,REVISE2,TAS1,35418.099380,1182.427370,2128.715780,48043.209520,133878.9261,47036.683880,12509.514410,86186.142750,63315.84,0,0,429699.559190
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk40,REVISE2,VIC1,193.316940,1246.208340,8544.558310,26564.656520,104023.1126,79111.071130,24379.0237,56192.741150,169172.52,0,0,469427.208690
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk41,REVISE2,NSW1,206.853770,2310.587980,20384.453770,116681.103740,445388.569050,181590.017740,94134.1129,153814.919650,61393.86,194839.68,0,1270744.1586
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk41,REVISE2,QLD1,1.116180,51.352250,818.076040,27383.9352,175242.805550,71609.885360,71826.475780,145623.016940,48014.54,0,0,540571.2033
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk41,REVISE2,SA1,0,0,0,0,0,0,0,0,0,0,0,0
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk41,REVISE2,TAS1,7965.8861,648.837410,3434.063850,31035.911740,68166.916060,51032.095640,6152.193110,36742.109330,63315.84,0,0,268493.853240
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk41,REVISE2,VIC1,313.4123,2359.853960,12489.906410,25595.543640,139356.471840,67844.053240,20643.756940,46419.621390,171716.16,0,0,486738.779720
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk42,REVISE2,NSW1,293.526670,1777.101510,9175.819790,150753.502410,309209.607580,134905.378340,111446.134470,190880.7379,14386.02,194839.68,0,1117667.508670
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk42,REVISE2,QLD1,16.367120,176.3156,507.4219,45049.3705,111253.341130,45197.655370,65745.528570,178290.770320,58968.58,0,0,505205.350510
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk42,REVISE2,SA1,4.5242,94.313570,0,2786.086930,23660.313080,10793.880170,7048.544650,0,5977.88,0,0,50365.5426
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk42,REVISE2,TAS1,1601.390880,810.660850,4517.444160,20901.574810,82595.358940,38943.1431,16884.725230,33772.684190,63315.84,0,0,263342.822160
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk42,REVISE2,VIC1,315.081730,1746.960890,6084.678590,57442.767540,128076.018870,69890.422330,34257.460960,69722.7690,171716.16,0,0,539252.319910
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk43,REVISE2,NSW1,98.752750,373.847090,1960.021220,95977.2276,200723.6353,44804.263020,59506.671260,135450.812280,0,194839.68,0,733734.910520
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk43,REVISE2,QLD1,0,0,0,20469.536010,82765.104370,17459.753010,49027.507130,96065.325720,60208.66,0,0,325995.886240
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk43,REVISE2,SA1,36890.316170,219.009170,0,2812891.853350,42821.466140,15234.6591,7544.9059,2955541.667760,17021.76,0,0,5888165.637590
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk43,REVISE2,TAS1,1067.862010,313.563950,3700.902850,6999.558990,10175.978690,23636.691910,2331.990920,18344.203030,63315.84,0,0,129886.592350
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk43,REVISE2,VIC1,199.6426,1132.3243,4336.907740,34140.355270,98511.683780,33626.015760,18652.846710,53419.077520,171716.16,0,0,415735.013680
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk44,REVISE2,NSW1,58.405350,264.249030,2519.419920,108319.086460,337055.769140,73160.0414,75691.053770,171832.003930,0,194839.68,0,963739.7090
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk44,REVISE2,QLD1,0,0,5.711310,21991.077130,130791.1433,26198.380270,65972.590950,116669.240350,60312,0,0,421940.143310
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk44,REVISE2,SA1,1.8438,129.127780,3.558240,2983.002980,62771.4170,21264.948910,10699.4554,26172.266110,17021.76,0,0,141047.380220
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk44,REVISE2,TAS1,6815.331850,253.677610,3139.60,29983.068690,31960.322310,42398.538990,3747.450440,24671.793670,63315.84,0,0,206285.623560
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk44,REVISE2,VIC1,178.395380,1159.365360,5551.307150,32336.907330,161474.660690,48318.157980,27713.175770,47215.369250,171716.16,0,0,495663.498910
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk45,REVISE2,NSW1,883.254680,10018.359050,39332.035810,112696.309870,307416.563810,131442.788140,100991.279050,158921.171960,0,194839.68,0,1056541.442370
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk45,REVISE2,QLD1,39.478610,1361.247420,3707.036510,26739.802840,131301.190490,49862.877560,80076.530360,125173.996460,60312,0,0,478574.160250
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk45,REVISE2,SA1,6.867390,203.446750,4.241370,1510.434460,46499.490770,23970.445680,7579.3195,13531.900310,27913.66,0,0,121219.806230
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk45,REVISE2,TAS1,19868.7949,541.992540,3282.524330,37565.871370,111401.824450,49046.013120,11855.119260,34841.630990,63315.84,0,0,331719.610960
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk45,REVISE2,VIC1,566.855910,3445.919590,13014.878570,20682.357250,134069.704460,69474.304820,29706.263840,37619.117160,171716.16,0,0,480295.5616
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk46,REVISE2,NSW1,93.9468,883.301520,3391.891980,76569.903240,196806.800560,95881.140840,69060.265230,173344.435150,0,194839.68,0,810871.365320
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk46,REVISE2,QLD1,0,0.307210,62.572420,19323.647650,85865.310750,43689.985160,79762.061430,142301.199470,60312,0,0,431317.084090
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk46,REVISE2,SA1,56.386520,127.616060,28.833330,3630777.247760,34122.343270,21149.066750,9411.362490,3648430.3442,34043.52,0,0,7378146.720380
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk46,REVISE2,TAS1,9423.487580,424.5848,3751.273170,22691.641710,52526.9533,45647.622120,5146.252030,28106.407650,63315.84,0,0,231034.062360
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk46,REVISE2,VIC1,193.2257,2262.182940,5640.493850,28811.197760,106279.488970,68450.887890,26384.309160,77764.504980,171716.16,0,0,487502.451250
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk47,REVISE2,NSW1,126.126040,793.217720,8962.926780,109319.5481,162748.262250,142996.025610,90546.185550,177175.311340,2228.82,194839.68,0,889736.103390
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk47,REVISE2,QLD1,4802.321220,20349.038770,3587.302440,24767.490740,66328.227490,74152.963770,68193.8851,110203.566240,60312,0,0,432696.795770
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk47,REVISE2,SA1,3.922140,164.763770,18.445740,1132.805830,31584.243420,33465.147960,11223.373180,26423.095690,34043.52,0,0,138059.317730
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk47,REVISE2,TAS1,11918.340310,248.817320,2445.428780,19798.264680,409823.408590,30872.677390,8769.168790,50481.319560,63315.84,0,0,597673.265420
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk47,REVISE2,VIC1,164.955120,1240.285370,9517.131250,46548.109710,93263.6459,103262.394540,39523.010310,79286.364580,171716.16,0,0,544522.056780
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk48,REVISE2,NSW1,54.225940,270.949780,3363.1250,64340.890340,131621.803040,88319.950860,62019.167110,105439.478460,68080.32,194839.68,0,718349.590530
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk48,REVISE2,QLD1,4996.342510,535.180090,49.559630,6015.923370,54376.376440,36231.968210,41506.653760,64178.039250,60312,0,0,268202.043260
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk48,REVISE2,SA1,0.145610,80.002550,0,3863116.690690,28241.337310,34560.8976,8646.113680,3872707.992480,33283.62,0,0,7840636.799920
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk48,REVISE2,TAS1,90.255040,190.036720,1801.664230,19387.7545,162850.491490,36855.507410,18446.862960,36917.000210,63315.84,0,0,339855.412560
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk48,REVISE2,VIC1,126.460230,777.674410,4536.771010,16666.315160,71661.860810,59708.552670,23138.436010,35381.129540,171716.16,0,0,383713.359840
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk49,REVISE2,NSW1,53.043970,639.263180,4142.287050,104163.311140,181833.361060,150612.972840,71383.714130,131379.489750,68080.32,194839.68,0,907127.443120
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk49,REVISE2,QLD1,0,16.1027,72.012090,13876.573340,62987.825690,45472.622910,46309.826560,86507.852950,60312,0,0,315554.816240
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk49,REVISE2,SA1,125512.749840,129192.877580,112624.388910,449901.140660,145074.167640,124960.284490,107004.902670,415961.153870,33030.32,0,0,1643261.985660
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk49,REVISE2,TAS1,64.649610,256.878670,1291.327850,22377.169570,446150.234060,169595.2276,127415.057390,89458.905430,63315.84,0,0,919925.290180
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk49,REVISE2,VIC1,159.541210,1809.431580,6225.326540,36203.047930,93829.431330,84423.493640,25146.744750,42022.697250,171716.16,0,0,461535.874230
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk50,REVISE2,NSW1,105.395410,298.8754,1799.799430,106745.396210,138223.868020,113493.4688,50871.591990,117365.044010,61799.10,194839.68,0,785542.219270
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk50,REVISE2,QLD1,0,0,0,12619.343720,39503.228840,25957.383930,38124.877270,73612.988140,60312,0,0,250129.8219
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk50,REVISE2,SA1,6.224780,26.636840,0,887.549780,11044.538250,12520.512770,3616.082750,10614.9999,34043.52,0,0,72760.065070
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk50,REVISE2,TAS1,22.504720,36.012830,287.662270,19043.471870,528099.010850,51831.1175,24836.491070,36758.385450,63315.84,0,0,724230.496560
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk50,REVISE2,VIC1,202.780760,476.143220,2409.212040,34751.3957,60430.602720,48932.551970,13337.207480,40711.280050,171716.16,0,0,372967.333940
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk51,REVISE2,NSW1,69.880460,290.799790,1603.117280,102983.2395,94805.294620,50006.843070,53613.920270,134749.519170,68080.32,194839.68,0,701042.614160
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk51,REVISE2,QLD1,0,0,0,12413.154470,28252.600280,16883.7658,33759.981830,71528.717140,60312,0,0,223150.219520
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk51,REVISE2,SA1,0.405720,32.772640,0,366147.416970,13385.502160,12779.119260,3333.224760,359872.886440,34043.52,0,0,789594.847950
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk51,REVISE2,TAS1,50.987080,101.026060,318.946870,8399.279920,415563.191720,43240.957690,20077.475490,40782.807380,63315.84,0,0,591850.512210
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk51,REVISE2,VIC1,151.4778,593.196740,2368.436160,35953.375910,46567.702410,26720.636420,13056.580920,43475.021750,171716.16,0,0,340602.588110
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk52,REVISE2,NSW1,80.933330,280.175140,1685.947520,87058.5567,101593.169890,67983.617190,64468.748620,109524.380280,68080.32,194839.68,0,695595.528670
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk52,REVISE2,QLD1,0,0,0,10241.301660,38103.902480,27796.828290,37786.780460,65419.001170,617521.70,0,0,796869.514060
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk52,REVISE2,SA1,0.2274,22.3264,0,342396.037110,16853.516330,19823.868490,4931.179410,442139.947880,34043.52,0,0,860210.623020
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk52,REVISE2,TAS1,51.740360,106.361790,277.791440,25268.701210,326843.642740,42917.516260,20020.672020,53810.506660,63315.84,0,0,532612.772480
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk52,REVISE2,VIC1,185.630950,573.624180,2592.906840,27894.113530,59358.191030,47385.512270,20697.260860,36506.700190,171716.16,0,0,366910.099850
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk53,REVISE2,NSW1,102.510750,311.400520,1714.264650,121390.706810,113193.675830,84814.245850,60335.124660,214597.387950,68080.32,194839.68,0,859379.317020
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk53,REVISE2,QLD1,0,0,9.419840,15697.271620,41620.036710,32549.781030,39575.213620,84209.713230,60312,0,0,273973.436050
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk53,REVISE2,SA1,8.406660,46.314230,0,2970.436830,20906.883340,22790.9937,5071.832480,34779.496260,34043.52,0,0,120617.8835
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk53,REVISE2,TAS1,72.360190,123.138840,668.1084,30356.979070,261714.689150,33214.580960,11865.2338,39573.936930,63315.84,0,0,440904.867340
D,BILLING,ASPAYMENT_SUMMARY,1,2016Wk53,REVISE2,VIC1,238.032290,467.143060,3448.080930,52115.864340,72289.804320,60975.635450,20896.936890,85981.969170,171716.16,0,0,468129.626450
C,"END OF REPORT",268
