"","P_E_DA","E_DA","P_E_RT","E_RT_total","P_R_REG_a","P_R_REG_d","R_REG_a","R_REG_d","delta_REG_p","delta_REG_n"
"3681",26.73615,91443,26.417743,393.267000000007,16.0128,20.241,155.4,173.8,0,0.107914285714286
"3682",29.147332,96002,32.98647,-136.948000000004,19.89266,21.17836,169.7,173.8,0,0.021652380952381
"3683",30.807715,98639,42.314238,717.679999999993,26.7904,26.7904,186.1,173.6,0,0.250023809523809
"3684",31.30928,101838,39.622599,579.873999999996,22.16123,27.75045,264.9,173.9,0,0.215666666666667
"3685",34.036686,104228,101.920732,1326.955,72.8643,72.8643,265.1,173.8,0.430945238095238,0
"3686",35.224517,105145,48.516355,3984.14599999999,45.7148,45.7148,291.1,173.7,0,0.199964285714286
"3687",40.992794,106175,76.143292,5557.29300000001,52.59633,59.69764,291.1,173.5,0.221321428571429,0
"3688",42.135301,106993,66.421063,6600.947,38.8647,38.8647,296.6,173.2,0,0.236919047619048
"3689",36.559245,105701,80.720834,9006.819,64.3242,64.3242,357.5,124,0,0.180452380952381
"3690",31.174356,101577,36.233133,12520.153,15.3995,15.3995,356.6,124,0,0.477069047619048
"3691",29.884331,99042,56.963124,12284.626,54.39408,55.13744,296.7,82.6,0,0.382209523809524
"3692",29.586302,98722,95.129498,8786.916,90.4026,90.7392,296.6,82.6,0,0.0553
"3693",27.878851,96932,48.226585,8667.171,47.18424,49.15114,214.6,173,0,0.105628571428571
"3694",23.498998,87345,24.639819,15499.81,13.2314,16.00508,216,173.2,0,0.724573809523809
"3695",18.831618,77032,20.138456,18757.414,21.28542,40.64118,217,173.2,0,0.329397619047619
"3696",19.025573,72291,20.111802,14927.858,9.4944,10.105,134.5,141.1,0,0.10272380952381
"3697",17.151056,69299,18.428294,10955.747,7.5852,8.1306,134.5,141.1,0,0.381739682539683
"3698",15.433793,67220,16.425433,8206.38099999999,10.14542,10.5995,134.5,141.1,0.0600984126984127,0
"3699",13.90017,64873,17.052812,7647.58900000001,24.7838,32.9925,134.5,141.1,0,0.0088063492063492
"3700",14.726806,66636,18.39239,4487.052,6.83798,7.18976,137.9,141.1,0,0.0334984126984127
"3701",18.125951,70213,21.993744,1342.27,19.3923,23.8293,225.5,160.7,0.0469738095238095,0
"3702",20.368636,74001,23.463395,1062.379,47.241,99.441,293.6,97,0.0227119047619048,0
"3703",23.661163,82860,24.296005,-2277.899,62.53734,125.69064,293.6,97,0,0.110833333333333
"3704",25.0271,87980,26.295354,-1143.74099999999,91.21896,140.5908,205.3,160.8,0,0.0331095238095238
"3705",27.573903,92456,32.584108,-1145.78,54.51695,96.69049,193.1,156.8,0,0.153902380952381
"3706",30.993731,96666,28.286735,-1282.81,13.3695,13.7853,158.2,157,0,0.0605452380952381
"3707",32.939635,99530,37.443039,-401.721000000005,13.5222,13.5222,157.6,156.6,0,0.202438095238095
"3708",34.884002,102276,34.299533,-137.222999999998,8.2708,8.2708,203.6,156.8,0,0.217066666666667
"3709",41.432033,104018,77.573369,903.630000000005,54.954,54.954,202.2,160.9,0,0.016497619047619
"3710",43.746043,104893,31.042863,2497.399,1.4996,1.4996,198.9,160.8,0,0.125745238095238
"3711",45.60467,106863,39.587692,2287.64599999999,4.1223,4.1223,201.8,160.9,0.109657142857143,0
"3712",44.002865,106901,47.162537,3387.473,14.3962,14.3962,201.9,160.9,0,0.0633333333333333
"3713",39.882354,104943,85.865628,6212.08100000001,58.2505,58.2505,241.5,97.2,0,0.0504357142857143
"3714",34.538305,101212,31.16306,9470.588,1.7672,1.7672,241.3,97.2,0,0.542180952380952
"3715",30.484624,98436,26.210892,9729.664,4.8861,4.8861,223.5,97.2,0,0.360864285714286
"3716",30.953802,97698,26.563221,6446.09,18.1608,21.6006,241.7,97.2,0,0.0910928571428571
"3717",30.302045,96151,29.878047,5238.088,32.7123,56.4939,173.4,160.5,0.201471428571429,0
"3718",24.48324,88301,23.512291,11329.882,29.85136,72.56216,191.5,160.4,0,0.298011904761905
"3719",19.793829,78052,19.40781,15705.921,35.4621,58.9702,191.8,159.3,0,0.18462619047619
"3720",18.740779,72108,17.831854,13820.539,19.6299,32.385,135.2,150.5,0,0.320673015873016
"3721",15.779522,68064,16.165055,10770.207,12.6585,20.15007,136.1,150.6,0,0.344136507936508
"3722",14.17935,65668,14.271691,8258.90300000001,8.5905,9.01878,131.7,150.6,0,0.121615873015873
"3723",11.190438,63470,12.862262,7231.99400000001,8.3085,8.7609,131.7,150.6,0,0.0585746031746032
"3724",10.745385,63266,12.04685,5504.33199999999,8.72525,8.98535,130.7,150.6,0,0.234984126984127
"3725",10.775637,63706,13.346424,4161.189,21.11347,33.81466,194.2,166.7,0,0.132485714285714
"3726",10.516276,63622,12.911181,5070.027,17.61043,36.07437,227.7,117.8,0,0.0781761904761905
"3727",17.084591,70592,15.965749,-773.039999999994,20.26712,30.87464,227.7,117.8,0.00607142857142857,0
"3728",21.232116,77713,20.159602,-4536.769,9.618,10.0548,169.3,159.9,0.0534714285714286,0
"3729",23.880739,82871,22.859177,-4304.478,8.87392,9.25408,168.3,162,0,0.0762904761904762
"3730",26.554714,88479,24.575753,-4526.23,10.5264,11.00886,167.7,162,0.0141095238095238,0
"3731",28.326943,91752,29.32736,-2793.599,24.642,44.406,165.4,162,0,0.145847619047619
"3732",30.798963,93882,43.03048,-934.705000000002,31.698,36.1692,186.8,162.1,0,0.0435785714285714
"3733",33.148752,96867,27.356431,-826.639999999999,6.4492,6.4492,186.7,162.1,0,0.455547619047619
"3734",34.094134,97315,27.201922,617.269,0.0092,0.0092,216,162.1,0,0.108607142857143
"3735",35.643741,98493,30.872666,670.475000000006,3.339,3.339,208.9,162.1,0,0.12155
"3736",37.561566,98806,28.872856,1021.208,1.4076,1.4076,208.6,162.1,0,0.139145238095238
"3737",36.082227,98023,42.408785,2455.34699999999,15.2698,15.2698,267.5,112.9,0,0.122783333333333
"3738",31.642801,94787,35.09166,5432.281,15.5125,15.5125,245.9,112.9,0,0.228061904761905
"3739",28.23759,92663,26.409237,5566.925,49.21242,76.15284,244.5,112.9,0,0.00554761904761905
"3740",29.578353,92879,25.854716,3050.38,22.64294,41.13896,244.5,112.9,0.179816666666667,0
"3741",27.500753,91924,25.518056,3140.08500000001,32.67968,49.8344,190.9,162.2,0,0.0309785714285714
"3742",23.158048,84943,23.138279,8854.815,22.044,41.5228,204.6,162.4,0,0.138569047619048
"3743",19.671986,77038,20.646149,11957.52,8.2632,8.58704,171.1,162,0,0.121442857142857
"3744",18.262879,70391,19.745006,12412.375,8.2025,8.8043,156,155.3,0,0.0983238095238095
"3745",17.126,67015,19.371667,9735.25199999999,9.048,9.5178,156.1,155.3,0,0.226495238095238
"3746",14.988426,64629,17.254459,7845.25900000001,9.1766,9.71975,188.7,155.3,0,0.237460317460317
"3747",12.880768,62689,14.457736,6885.773,44.74116,55.70208,188.7,155,0,0.00773015873015873
"3748",11.616427,62260,14.363129,5447.477,18.40744,23.36104,164.1,155,0,0.0100063492063492
"3749",11.346999,61998,14.577909,4690.88099999999,8.1171,8.64954,229.9,171.5,0,0.00070952380952381
"3750",8.776728,61562,13.849901,5177.743,21.72691,37.55833,285.9,122.6,0.00180476190476191,0
"3751",16.618597,67013,16.013939,-40.8659999999945,18.93216,28.00136,286,122.6,0,0.011702380952381
"3752",19.529728,73085,18.987239,-3513.738,11.78016,12.27912,225.6,171.5,0.00666904761904762,0
"3753",21.632842,78658,20.479512,-4002.094,20.6584,25.942,218.1,171.8,0.00868809523809524,0
"3754",24.708922,82892,22.034959,-3302.844,11.16808,11.34232,150.8,171.9,0,0.532340476190476
"3755",25.859842,85981,23.068921,-2149.46400000001,24.97696,40.75488,144.9,172,0,0.00951666666666667
"3756",27.959863,88735,28.764694,-1202.939,88.25208,133.22232,205.7,171.9,0.0547095238095238,0
"3757",29.040367,91510,23.729655,-691.903000000006,3.681,3.681,223.1,167.1,0,0.338502380952381
"3758",31.052088,91482,23.991249,1745.25900000001,11.36646,15.53658,236.4,171.9,0,0.0438785714285714
"3759",29.824993,92045,24.999095,3209.41800000001,1.0647,1.0647,222.9,171.7,0,0.131078571428571
"3760",28.982923,93282,30.640506,3918.428,16.53,20.8104,222.8,171.7,0.0218642857142857,0
"3761",28.105891,95486,26.063403,3124.484,3.8038,3.8038,275.9,122.6,0.0099,0
"3762",26.425514,90981,29.155703,7640.932,12.9317,12.9317,180.7,122.6,0,0.0620047619047619
"3763",25.406838,89484,27.651774,7644.345,18.5064,18.5064,244.8,122.6,0,0.0356642857142857
"3764",26.829092,90744,24.635829,4204.71400000001,52.76544,107.21256,245,122.6,0,0.00333333333333334
"3765",26.07372,90537,24.290955,2610.137,24.2556,36.6618,206.6,171.7,0.0158571428571429,0
"3766",20.884081,82709,18.576339,9252.679,15.13626,19.0617,193.6,171.8,0,0.407269047619048
"3767",18.116357,75399,15.73506,11715.343,14.06014,14.64408,196.6,171.9,0,0.311914285714286
"3768",15.315938,70509,11.723815,9490.072,20.99692,22.6484,141.9,147.5,0.0356730158730159,0
"3769",14.695508,68385,12.190617,5740.303,26.18012,33.76532,142,147.5,0.0760984126984127,0
"3770",12.835205,66338,11.061002,3893.33,41.70345,55.7322,146,147.5,0.0812285714285714,0
"3771",10.617371,64608,10.564435,3150.93799999999,10.94344,16.21402,146.1,147.5,0,0.439787301587302
"3772",12.578996,66381,10.567486,274.039000000004,17.5023,26.0073,142,147.5,0,0.362698412698413
"3773",14.954114,69594,13.308517,-2184.571,29.42834,40.97384,219.2,165.9,0,0.053347619047619
"3774",18.784949,75308,16.47332,-4431.629,20.0005,35.7085,266.4,113.1,0,0.0443166666666667
"3775",24.741529,83409,22.177153,-6476.81600000001,11.48,12.136,258.1,113.1,0,0.0866738095238095
"3776",24.799903,88755,23.52839,-4124.609,8.585,8.585,175.3,164.1,0,0.256852380952381
"3777",28.203408,93935,24.413224,-3475.325,13.7238,14.0976,142.4,164.3,0,0.283754761904762
"3778",30.721592,99005,25.513377,-3539.523,17.6904,33.65544,211.4,169.4,0,0.149047619047619
"3779",34.893506,102190,25.52088,-2244.19899999999,47.1366,74.1327,211,169.3,0,0.0354119047619048
"3780",35.806953,104592,25.031626,-1029.826,6.102,6.102,210.8,169.6,0,0.164447619047619
"3781",42.010436,107722,27.95459,-876.125,3.9249,3.9249,265.5,130.4,0,0.0493619047619048
"3782",43.384473,109020,38.733354,960.001999999993,19.1224,19.3952,265.4,130.7,0.0402738095238095,0
"3783",48.901978,110548,34.684595,1734.59299999999,4.3862,4.3862,247,172.4,0.0604928571428571,0
"3784",43.880444,111478,64.769756,2563.539,28.872,28.872,246.5,172.9,0,0.016952380952381
"3785",41.683706,111691,57.678155,3655.255,16.0863,16.0863,265.5,121.4,0,0.0260738095238095
"3786",34.279063,105751,65.176772,9284.45600000001,55.7108,55.7108,243.2,121.3,0,0.0534119047619048
"3787",31.53851,102694,26.870376,9860.617,3.213,3.213,243.3,121.3,0,0.278190476190476
"3788",31.918216,101935,30.857805,6781.723,6.1425,6.1425,243.1,121.4,0.134021428571429,0
"3789",30.752661,100143,35.535454,5524.41099999999,62.70096,107.53932,208.8,171.3,0.110990476190476,0
"3790",23.375774,90410,25.147936,12844.664,13.52988,42.11844,265.8,171.6,0,0.316580952380952
"3791",20.311025,80887,20.448163,14975.424,23.7745,38.2721,265.7,171.7,0,0.280811904761905
"3792",18.136873,73314,20.594065,13520.809,4.59,4.59,67.2,157.2,0,0.0605174603174603
"3793",16.218592,69294,19.575594,10334.96,4.1718,4.6954,26.3,157.3,0,0.222377777777778
"3794",14.455651,67083,17.97355,7592.62,4.78805,5.3958,55,157.3,0,0.19584126984127
"3795",13.509227,65359,14.821431,6376.16800000001,6.3597,6.8991,55,157.3,0,0.339057142857143
"3796",14.107693,66552,15.334008,3487.053,6.1893,6.6348,54.9,157.3,0,0.252653968253968
"3797",16.745781,69985,17.663995,328.379000000001,25.4422,34.8772,142.2,173.3,0,0.0678047619047619
"3798",19.984642,76820,21.231651,-3534.48699999999,43.82044,59.05276,206.3,124.6,0,0.0336952380952381
"3799",23.163215,84320,23.00549,-5192.537,39.699,59.4648,206.4,124.6,0,0.132635714285714
"3800",24.588735,89378,25.717016,-3373.054,19.6164,35.406,170.8,171.8,0,0.228380952380952
"3801",26.358148,93530,28.983972,-2615.338,44.4555,71.93514,170.6,171.8,0,0.102280952380952
"3802",29.2627,97475,34.362939,-2484.395,35.26806,53.94,199.6,171.5,0,0.198535714285714
"3803",30.597289,100680,27.261704,-1798.421,4.4044,4.7502,145.9,172.4,0,0.297259523809524
"3804",32.369298,102771,28.681901,-739.926999999996,0.7161,0.7161,242.7,172.3,0,0.0015095238095238
"3805",37.128688,104191,43.1026,50.5249999999942,17.36684,17.90136,252.2,166.9,0,0.116971428571429
"3806",36.393963,104976,27.981303,998.937999999995,2.3384,2.3384,251.7,166.9,0,0.90627619047619
"3807",41.0591,105080,26.429012,1404.747,4.4352,4.8168,251,169,0.00264761904761905,0
"3808",38.906668,104775,26.270631,713.892999999996,0.0092,0.0092,251,169.2,0,0.0315119047619048
"3809",34.98917,103661,26.061048,201.906000000003,0.0094,0.0094,299.9,119.7,0.0594880952380952,0
"3810",30.226643,99189,25.784238,3691.69899999999,1.0922,1.0922,163.9,119.7,0,0.18037619047619
"3811",28.53449,96539,25.049713,3858.829,6.2468,7.475,237.5,119.7,0,0.0680142857142857
"3812",28.70879,96185,23.929577,818.967000000004,9.81,13.1958,237.6,119.7,0,0.146016666666667
"3813",26.919917,93638,23.953706,585.706999999995,54.9486,105.0714,239.7,168.7,0.0112357142857143,0
"3814",21.877996,84618,18.680647,8004.618,30.61772,70.81068,239.7,169.1,0,0.341833333333333
"3815",18.130952,75231,18.104374,10840.532,8.63688,9.2484,103.2,169.2,0,0.0762738095238095
"3816",16.643633,67552,15.333482,10796.776,8.94094,14.46606,178,159.8,0,0.372260317460317
"3817",15.273441,65254,15.873454,6489.7,13.57664,17.34304,162.8,159.9,0,0.0738222222222222
"3818",14.042512,62630,14.264572,5049.75,25.62628,37.36528,162.8,159.9,0,0.0491174603174603
"3819",12.523088,61435,11.909679,3705.694,9.50176,9.86056,162.9,159.9,0,0.221939682539683
"3820",14.191554,63048,10.243375,912.807999999997,15.903,20.043,163,159.9,0,0.140355555555556
"3821",16.788069,66652,14.662643,-2381.162,43.73776,54.89968,240.2,175.1,0,0.0630166666666667
"3822",19.792969,73384,18.139204,-6088.746,32.9913,51.06078,315.7,122.2,0,0.0135142857142857
"3823",22.209857,78729,18.416836,-6377.152,15.8509,22.2055,286.7,122.2,0,0.150533333333333
"3824",23.627789,82493,19.930955,-4469.556,51.14556,92.25828,268,168.3,0,0.03885
"3825",25.038189,85518,21.920066,-3737.899,39.35712,74.24736,267.8,168.6,0,0.14657380952381
"3826",26.322556,88143,22.753476,-3687.823,6.399,6.399,172.9,168.3,0,0.122164285714286
"3827",26.54503,89232,21.89197,-2351.673,0.184,0.184,190.5,168.5,0,0.178011904761905
"3828",27.137011,90212,22.115984,-2426.17999999999,1.9019,1.9019,190.6,168.5,0,0.0625214285714286
"3829",27.853812,91599,21.89913,-3497.87,6.461,6.461,191.5,169.1,0.0157666666666667,0
"3830",27.984088,92243,20.056324,-3798.80499999999,0.0087,0.0087,209.7,168.8,0,0.296174356044375
"3831",27.92239,93121,19.189703,-4635.174,0.0093,0.0093,217.8,168.2,0,0.000202380952380951
"3832",27.723264,93171,20.706191,-4442.99000000001,6.23714,9.36026,150.7,176.4,0.171538095238095,0
"3833",27.681244,91834,24.372519,-2538.719,4.0584,4.0584,247.5,122.8,0,0.0667261904761905
"3834",27.19529,90810,22.126216,-1281.82399999999,8.2998,8.2998,247.4,122.8,0.0569190476190476,0
"3835",25.726916,86963,21.466248,1662.48699999999,10.098,10.71,247.1,122.8,0,0.0596928571428571
"3836",26.323992,87938,20.006415,-1335.613,21.88208,39.62288,245,122.2,0.121083333333333,0
"3837",25.585177,86369,21.250951,-1071.799,26.91216,46.42704,199.1,177.9,0,0.126988095238095
"3838",20.684697,78607,16.983222,6161.924,24.3948,55.11972,222,178.6,0,0.444759523809524
"3839",17.181975,70725,13.599605,8935.827,16.4516,17.0412,218.9,176.7,0,0.577219047619048
"3840",14.825288,63854,13.776454,9071.239,12.65135,19.98406,163.4,168.2,0.0162190476190476,0
"3841",14.255754,61674,13.55299,5787.215,25.82752,37.6336,122.2,168.2,0,0.119114285714286
"3842",13.318482,59566,10.89627,4677.769,27.47608,41.20344,122.2,168.2,0,0.163993650793651
"3843",11.783549,58944,5.196322,3376.028,25.95296,35.508,122,168.1,0,0.258492063492063
"3844",13.890071,60675,1.903098,750.883000000002,26.28626,36.55925,93.9,168.1,0,0.0633714285714286
"3845",16.398821,64048,13.900613,-1869.113,17.451,34.3224,228.4,181.5,0,0.0542785714285714
"3846",19.290463,70267,16.364825,-4830.032,23.34558,46.3971,277.6,128.3,0,0.122369047619048
"3847",20.585624,78285,18.42214,-7602.65300000001,23.74752,39.4893,277.4,128.3,0.0179285714285714,0
"3848",21.432036,81581,18.449343,-5364.75,38.26608,58.27956,229,174.1,0,0.0672738095238095
"3849",22.648231,84335,19.516476,-4725.96400000001,12.3532,12.3532,150.9,174.4,0.0420428571428571,0
"3850",24.021312,87573,19.784753,-5462.57000000001,0,0,153.7,174.2,0,0.197880952380952
"3851",25.019656,89522,19.791751,-5198.001,0,0,163.1,174.1,0.04615,0
"3852",25.667577,91364,21.630733,-5437.08,4.6736,9.0344,236.7,174,0.01925993970228,0
"3853",28.834824,93378,22.428068,-5939.667,4.3134,4.3134,270.2,174.3,0,0.118180952380952
"3854",30.553982,94910,22.361669,-5889.712,6.61388,7.12712,272.3,175.3,0.0769380952380952,0
"3855",32.032951,96103,22.584163,-5731.963,0.495,0.495,272.2,175.2,0.098502380952381,0
"3856",33.442037,97123,24.441116,-5549.577,2.4564,2.4564,273,174.1,0.021597619047619,0
"3857",34.279405,95917,34.83362,-2928.045,15.8158,15.8158,310.8,122,0,0.0471547619047619
"3858",30.566151,93410,29.076594,156.803,16.011,16.47,309.5,125.6,0,0.148640476190476
"3859",26.085426,91282,26.1669,1361.129,9.9734,9.9734,285.6,128.1,0,0.412152380952381
"3860",28.15615,91942,22.969175,-1324.727,3.1494,3.1494,285.7,128.1,0.0634309523809524,0
"3861",27.221502,90483,23.258281,-1007.99000000001,19.091,24.63895,221.3,181.2,0,0.00992142857142857
"3862",21.396617,81778,20.431602,7340.603,47.0162,75.637,203.6,181.4,0,0.170304761904762
"3863",19.514835,73254,13.725669,10423.122,40.362,44.1462,203.5,181.4,0,0.154852380952381
"3864",15.344998,67462,12.046722,9060.959,13.506,13.6845,164.5,157.6,0.17775873015873,0
"3865",13.230158,64834,9.221882,5868.139,29.00352,35.33808,164.4,157.6,0,0.103260317460317
"3866",10.982185,62835,4.863673,4059.773,18.68644,30.30628,164.4,157.6,0,0.193730158730159
"3867",5.641587,62518,-8.593996,2218.898,39.494,52.77636,164.4,157.6,0,0.492361904761905
"3868",10.970317,63058,-1.171067,540.290999999997,33.74991,41.25018,164.4,157.6,0.0817079365079365,0
"3869",14.832565,65971,10.017508,-1652.612,18.51232,20.82138,225.1,173.7,0,0.0557642857142857
"3870",18.001472,70459,14.41261,-3289.516,12.46362,17.79846,280.6,120.7,0,0.271340476190476
"3871",21.306568,79965,18.005419,-7716.337,26.3376,40.3824,280.4,120.7,0.0144571428571429,0
"3872",22.960222,84222,20.830593,-6284.713,19.50168,30.39784,228.2,168,0,0.0806714285714286
"3873",24.529134,88078,21.524783,-5522.50199999999,15.27704,20.03972,197.6,168.3,0,0.123995238095238
"3874",26.246622,93261,22.539905,-6873.40700000001,6.0075,6.0075,141.1,168.5,0,0.0343857142857143
"3875",27.461784,96548,22.649882,-6871.726,13.23,13.23,138.8,168.3,0,0.128602380952381
"3876",30.566934,99789,24.914841,-7281.00199999999,16.54688,20.95772,219.6,160.4,0.0497928571428571,0
"3877",34.078448,102555,24.349766,-7271.567,0.7917,0.7917,250.4,160.3,0,0.161602380952381
"3878",36.493432,105576,24.608678,-7838.516,4.3032,4.3032,248.4,168.5,0.030397619047619,0
"3879",39.907813,106566,28.10233,-6051.76300000001,0.5336,0.5336,261.5,168.5,0,0.0405571428571429
"3880",45.185145,107424,50.087392,-4637.977,14.1462,14.1462,261.6,168.6,0.2199,0
"3881",41.201094,107180,35.455626,-1874.47199999999,6.2952,6.2952,262.6,113.9,0,0.0211928571428571
"3882",35.354118,104216,66.463352,2221.78200000001,9.2535,9.2535,252.2,117.3,0,0.0815571428571429
"3883",31.341488,100505,50.106896,4849.289,34.5072,34.5072,188.5,120.7,0,0.194114285714286
"3884",31.61368,100280,27.355534,2404.125,1.6833,1.6833,188.1,120.7,0,0.152530952380952
"3885",28.405868,97977,34.456826,1609.954,25.42435,28.95865,132.7,173.8,0.239445238095238,0
"3886",23.354165,88268,23.896046,9688.31600000001,11.151,11.151,133.6,173.8,0,0.140154761904762
"3887",19.781985,78915,19.842023,13373.829,12.61568,16.9796,253.6,174,0,0.225609523809524
"3888",17.271543,71999,17.535852,12796.642,11.99616,17.1072,97.7,157.1,0,0.325746031746032
"3889",15.367281,68090,16.563784,9895.181,12.47244,15.39252,97,157.1,0,0.134704761904762
"3890",13.484328,65344,17.929693,7617.17999999999,22.50964,35.51284,135.3,157.1,0,0.0823206349206349
"3891",11.094524,63166,14.106189,6495.008,13.93028,17.42286,135.3,157.1,0,0.22944126984127
"3892",10.251698,63295,4.09234,4335.132,22.1605,26.0098,135.3,157.1,0,0.313726984126984
"3893",11.467935,64124,2.585585,2428.63800000001,35.4438,51.504,196.5,173.2,0,0.169561904761905
"3894",12.82617,64475,-4.356496,2310.05899999999,41.69256,54.26967,250.7,120.2,0,0.0681285714285714
"3895",18.34745,72070,10.694175,-4471.66899999999,16.3436,30.8672,248.6,120.2,0,0.0533761904761905
"3896",21.743477,79255,18.170331,-7113.018,13.76088,20.47416,123.7,174,0.45335,0
"3897",24.783716,87254,22.738132,-7913.514,12.30138,16.47828,178.5,174.4,0,0.0605190476190476
"3898",28.820958,95100,40.491919,-8262.372,39.3575,39.3575,187.8,174.6,0,0.204857142857143
"3899",32.027622,102059,23.928019,-7917.32799999999,10.6923,10.6923,145.7,174.8,0,0.647157142857143
"3900",39.705369,106759,28.341916,-6250.16800000001,7.524,7.524,141.4,174.7,0.0871666666666667,0
"3901",43.105655,110323,28.960409,-4256.26300000001,0.0609,0.0609,141.6,174.8,0,0.105202380952381
"3902",45.193744,114333,62.062103,-3954.64,29.9452,29.9452,141.7,174.7,0,0.107719047619048
"3903",51.194836,116295,74.093678,-1815.372,38.6232,38.6232,142.1,174.4,0,0.0174427462743418
"3904",57.442151,118064,106.361819,-36.7649999999994,70.7344,70.7344,219.7,174.8,0.226809523809524,0
"3905",52.965842,118283,87.529462,2728.378,54.1177,54.1177,235.9,120.2,0.00422142857142857,0
"3906",44.326946,115316,39.464275,7542.046,1.2788,1.2788,236.3,120.5,0,0.140771428571429
"3907",38.863815,111899,48.590618,10139.125,39.9504,48.0354,255.5,120.5,0.0926119047619048,0
"3908",38.529895,110143,39.611622,9124.038,26.79586,27.7277,255.2,120.2,0,0.273478571428571
"3909",32.976958,108411,43.893132,7281.792,30.4914,30.4914,195.5,173.3,0,0.0898595238095238
"3910",26.267109,99951,26.38618,13335.188,17.836,17.836,202.4,173.5,0,0.0558142857142857
"3911",22.586129,88455,25.05726,18949.554,11.85712,12.51184,196,172.8,0,0.261233333333333
"3912",20.158272,80616,22.068928,18629.527,7.677,7.677,147.9,169.6,0.18935873015873,0
"3913",18.761802,75700,21.148122,15754.388,11.86284,12.46484,114.9,169.6,0,0.261498412698413
"3914",17.056803,72144,20.256694,13195.87,10.0764,12.1626,114.8,169.6,0,0.240257142857143
"3915",14.406383,69112,17.614608,11642.409,14.9787,24.1012,115,169.6,0,0.347177777777778
"3916",11.453898,67481,14.58286,9768.253,7.5856,7.94376,116.2,169.5,0,0.0290603174603175
"3917",11.318881,67279,11.28266,7678.344,17.334,19.683,176,182.1,0,0.0296904761904762
"3918",11.485432,66950,11.654229,6637.13,11.6292,12.18976,229.4,133.8,0.041352380952381,0
"3919",18.415916,73917,18.175828,-896.671000000002,10.55629,14.41444,221.8,133.8,0.0632952380952381,0
"3920",22.856582,81332,21.833344,-4101.155,5.7783,6.5229,150.7,182,0.125152380952381,0
"3921",26.257705,87852,22.766202,-3087.73299999999,39.9916,73.97896,153.6,182.5,0,0.187378571428571
"3922",28.263674,93740,24.050906,-1654.806,11.51037,12.05238,174.3,182.5,0,0.0475285714285714
"3923",28.963266,98622,25.475058,-1020.693,13.0587,13.0587,174.2,182.7,0.000266666666666666,0
"3924",31.368895,102276,24.480624,-1018.94,9.7146,10.6218,203.3,182.6,0,0.215221428571429
"3925",32.486887,104734,24.909473,-1433.726,0.009,0.009,173.9,182.7,0,0.198652380952381
"3926",33.529727,106178,24.047299,-1659.299,0.0088,0.0088,174.4,182.6,0.0122809523809524,0
"3927",36.122544,107261,24.528511,-1891.423,0.0091,0.0091,174.1,183.3,0,0.000578571428571429
"3928",37.475261,108948,24.797752,-2646.21000000001,0.0092,0.0092,251.4,183.5,0,0.128297619047619
"3929",37.925159,108581,23.885701,-1451.375,3.1806,3.1806,305.9,133.9,0,0.2495
"3930",32.145117,104118,23.71074,3157.88400000001,9.2829,9.2829,306,133.9,0,0.0703761904761905
"3931",28.554545,100295,22.91421,4859.629,11.1507,11.1507,306.4,133.9,0,0.602604761904762
"3932",28.218549,99648,20.589085,1698.45,19.9215,20.331,305.8,133.9,0,0.400502380952381
"3933",26.727491,97645,21.574233,-690.337,16.8532,18.3274,229.4,183,0.0290071428571429,0
"3934",22.180035,87827,20.027903,6829.336,8.16408,9.14664,230.8,183.2,0,0.296614285714286
"3935",19.025377,78027,16.345991,10466.286,8.82124,9.2794,230.6,183.3,0,0.393626190476191
"3936",14.753136,69171,12.563975,11245.641,11.3391,19.5091,91.6,168.7,0,0.464673015873016
"3937",13.111232,66193,14.217744,7600.84299999999,7.03684,10.77522,91.6,168.7,0,0.768542857142857
"3938",10.794154,64303,8.563345,5089.58900000001,20.3104,25.15744,101.2,168.7,0,0.119012698412698
"3939",7.401314,63891,-0.401557,2858.792,21.58872,32.9268,102.9,168.7,0,0.35424126984127
"3940",10.888525,64365,9.039369,1023.236,33.88476,44.50992,103.7,168.7,0,0.0546126984126984
"3941",14.574646,67345,12.709622,-1397.075,21.86908,34.85062,166.7,182.2,0,0.016352380952381
"3942",18.509981,72610,13.799115,-3963.505,96.8962,151.95684,316.5,132.8,0,0.00089761904761905
"3943",20.859133,80784,18.85726,-7333.17,26.60982,39.36984,316.5,132.8,0,0.0841285714285714
"3944",22.351069,85486,18.819584,-5640.72100000001,11.88862,18.09103,228.9,182.4,0,0.0650190476190476
"3945",23.763852,90808,19.989589,-6255.90700000001,10.6308,15.696,218.1,182.4,0,0.0537452380952381
"3946",25.909718,95943,22.288288,-7786.61500000001,14.6088,25.668,187.6,182.3,0,0.29405
"3947",27.080488,99531,22.877121,-7907.257,9.8658,12.9195,184.7,182.4,0,0.157659523809524
"3948",28.726376,102866,23.358417,-8443.02099999999,8.142,8.142,225,182.5,0,0.179378571428571
"3949",31.050232,107030,23.305578,-9932.03999999999,1.6198,1.6198,225.7,182.4,0,0.049802380952381
"3950",32.413203,109430,23.047002,-9525.13,0.0092,0.0092,229.8,182,0,0.219059464581853
"3951",35.543273,112839,23.545838,-10358.4,0.0087,0.0087,255.5,182.4,0,0.00742380952380952
"3952",40.963173,113764,24.325882,-8293.704,0.0089,0.0089,254.6,182.6,0.0558095238095238,0
"3953",38.062074,113563,24.634214,-5603.306,0.0094,0.0094,310.3,132.8,0,0.0440952380952381
