"","x"
"3651",28.04
"3652",28.32
"3653",28.36
"3654",35.33
"3655",40.24
"3656",41.5
"3657",39.96
"3658",38.67
"3659",37.89
"3660",37.34
"3661",35.08
"3662",33.62
"3663",34.82
"3664",35.96
"3665",39.7
"3666",42.78
"3667",44.9
"3668",43.52
"3669",41.98
"3670",41.96
"3671",36.64
"3672",30.08
"3673",30.76
"3674",28.74
"3675",27.06
"3676",26.49
"3677",25
"3678",26.51
"3679",26.89
"3680",30.79
"3681",31.25
"3682",28.31
"3683",27.03
"3684",26.49
"3685",26.93
"3686",26.71
"3687",26.97
"3688",28.29
"3689",33.94
"3690",37.3
"3691",38.16
"3692",36.96
"3693",36.97
"3694",38.57
"3695",35.91
"3696",29.93
"3697",26.93
"3698",23.24
"3699",22.54
"3700",21.58
"3701",19.5
"3702",19.85
"3703",20.33
"3704",22.55
"3705",23.79
"3706",22.99
"3707",23.06
"3708",19.34
"3709",15.08
"3710",9.98
"3711",10.41
"3712",3.43
"3713",10.23
"3714",25.76
"3715",31.06
"3716",34.91
"3717",34.99
"3718",39.91
"3719",34.9
"3720",28.92
"3721",24.72
"3722",23.09
"3723",22.22
"3724",22.19
"3725",23.09
"3726",24.1
"3727",24.62
"3728",27.02
"3729",27.12
"3730",24.35
"3731",25.31
"3732",24.52
"3733",24.11
"3734",23.08
"3735",23.84
"3736",26.86
"3737",30.02
"3738",35.94
"3739",39.01
"3740",39.65
"3741",38.61
"3742",38.42
"3743",30.14
"3744",24.22
"3745",19.3
"3746",14.49
"3747",10.54
"3748",10.22
"3749",13.38
"3750",29.22
"3751",30.36
"3752",36.08
"3753",30.11
"3754",28.09
"3755",27.27
"3756",25.95
"3757",23.45
"3758",22.67
"3759",19.94
"3760",18.62
"3761",20.04
"3762",22.72
"3763",23.08
"3764",21.92
"3765",20.44
"3766",20.23
"3767",4.39
"3768",10.67
"3769",8.8
"3770",6.82
"3771",2.1
"3772",1.74
"3773",5.26
"3774",12.33
"3775",23.07
"3776",18.06
"3777",10.05
"3778",9.66
"3779",10.3
"3780",9.65
"3781",10.19
"3782",8.97
"3783",9.71
"3784",10.17
"3785",11.79
"3786",20.37
"3787",25.78
"3788",24.08
"3789",25.56
"3790",25.45
"3791",18.93
"3792",14.09
"3793",10.2
"3794",9.91
"3795",9.86
"3796",9.92
"3797",19.06
"3798",32.77
"3799",35.51
"3800",35.51
"3801",33.65
"3802",32.25
"3803",32.45
"3804",31.13
"3805",30
"3806",29.88
"3807",30.02
"3808",31.65
"3809",34.79
"3810",38.01
"3811",43.91
"3812",41.87
"3813",37.6
"3814",36.13
"3815",30.75
"3816",28.18
"3817",27.92
"3818",25.88
"3819",24.63
"3820",24.9
"3821",28.21
"3822",33.29
"3823",39.38
"3824",42.59
"3825",40.59
"3826",40.22
"3827",40.81
"3828",36.38
"3829",33.83
"3830",31.05
"3831",29.09
"3832",29.69
"3833",31.44
"3834",33.2
"3835",35.07
"3836",34.97
"3837",35.9
"3838",37.86
"3839",36.01
"3840",34.65
"3841",31.92
"3842",28.9
"3843",27.68
"3844",27.06
"3845",27.05
"3846",27.79
"3847",29.71
"3848",30.9
"3849",31.94
"3850",29.9
"3851",29.94
"3852",28.35
"3853",25.86
"3854",25.01
"3855",25.03
"3856",26.6
"3857",29.1
"3858",35.41
"3859",38.24
"3860",38.78
"3861",38.28
"3862",39.68
"3863",36.94
"3864",29.1
"3865",25.12
"3866",21.78
"3867",18
"3868",15.39
"3869",12.6
"3870",12.84
"3871",16.49
"3872",18
"3873",18.75
"3874",18.95
"3875",20.58
"3876",10.19
"3877",8.35
"3878",10.34
"3879",10.18
"3880",18.87
"3881",23.58
"3882",30.36
"3883",33.13
"3884",33.62
"3885",33.4
"3886",33.7
"3887",28.61
"3888",25.02
"3889",20.66
"3890",18.15
"3891",14.6
"3892",15.66
"3893",20.37
"3894",30.08
"3895",36.04
"3896",36.45
"3897",34.49
"3898",28.81
"3899",26.83
"3900",18.51
"3901",11.31
"3902",10.92
"3903",11.72
"3904",10.01
"3905",19.77
"3906",28.98
"3907",35.91
"3908",35.91
"3909",35.43
"3910",36.99
"3911",29.97
"3912",28.06
"3913",27
"3914",24.63
"3915",23.47
"3916",23.95
"3917",25.5
"3918",33.12
"3919",39.47
"3920",40
"3921",33.9
"3922",29.92
"3923",29.65
"3924",28.07
"3925",28.43
"3926",28.46
"3927",29.17
"3928",33.98
"3929",36.9
"3930",38.52
"3931",42.92
"3932",41.95
"3933",40.96
"3934",41.12
"3935",36.9
"3936",32.21
"3937",29.18
"3938",28.95
"3939",27.86
"3940",27.5
"3941",28.98
"3942",34.4
"3943",41.26
"3944",43.76
"3945",41.63
"3946",41.12
"3947",39.93
"3948",36.94
"3949",35.99
"3950",35.92
"3951",35.02
"3952",35.85
"3953",40.53
"3954",45.26
"3955",49.95
"3956",44.64
"3957",42.91
"3958",42.8
"3959",35.44
"3960",33
"3961",31.04
"3962",30.97
"3963",29.39
"3964",28.8
"3965",28.88
"3966",32.02
"3967",37.81
"3968",38
"3969",35.49
"3970",29.95
"3971",31.97
"3972",28.44
"3973",27.73
"3974",28.55
"3975",27.16
"3976",29.51
"3977",33.81
"3978",36.9
"3979",37.01
"3980",36.62
"3981",35.02
"3982",34.58
"3983",30
"3984",28.5
"3985",23.93
"3986",22
"3987",21.07
"3988",21.05
"3989",22.41
"3990",28.69
"3991",33.53
"3992",28.66
"3993",27.32
"3994",21.97
"3995",18.84
"3996",9.82
"3997",7.53
"3998",0.88
"3999",1.52
"4000",7.51
"4001",10.1
"4002",20.73
"4003",25.08
"4004",26.49
"4005",26.56
"4006",28.67
"4007",21.83
"4008",19.81
"4009",14.97
"4010",17.08
"4011",19.49
"4012",18.46
"4013",19.77
"4014",19.14
"4015",21
"4016",23.01
"4017",23.49
"4018",22.76
"4019",22.35
"4020",21.03
"4021",21.08
"4022",20.16
"4023",20.1
"4024",22.68
"4025",27.62
"4026",31.63
"4027",35.1
"4028",35.83
"4029",36.97
"4030",38
"4031",35.85
"4032",35.99
"4033",30.08
"4034",28.53
"4035",26.81
"4036",25.11
"4037",24.29
"4038",24.33
"4039",25.68
"4040",25.54
"4041",24.4
"4042",24.34
"4043",24.24
"4044",24.13
"4045",23.53
"4046",21.98
"4047",22.9
"4048",23.6
"4049",27.18
"4050",33.52
"4051",37.48
"4052",38.98
"4053",39.09
"4054",41.22
"4055",37.08
"4056",33.88
"4057",30.2
"4058",29.1
"4059",28.67
"4060",28.57
"4061",29.1
"4062",38.3
"4063",42.97
"4064",44.03
"4065",40.98
"4066",38.24
"4067",38.49
"4068",34.96
"4069",35.06
"4070",35.88
"4071",38.33
"4072",39.51
"4073",42.1
"4074",45.6
"4075",49.99
"4076",45.4
"4077",44.13
"4078",43.68
"4079",36.66
"4080",32.39
"4081",32.1
"4082",30.15
"4083",28.74
"4084",28.47
"4085",30.47
"4086",36.81
"4087",43.36
"4088",44.02
"4089",42.3
"4090",39.66
"4091",36.99
"4092",32.75
"4093",32
"4094",31.84
"4095",31.86
"4096",31.99
"4097",37.34
"4098",38.08
"4099",39.71
"4100",39.95
"4101",38.9
"4102",38.57
"4103",34.91
"4104",32.05
"4105",31.94
"4106",31.34
"4107",30.87
"4108",30.68
"4109",30.92
"4110",38.41
"4111",44.02
"4112",44.65
"4113",43.24
"4114",40.06
"4115",39.54
"4116",37.64
"4117",36.09
"4118",33.65
"4119",34.69
"4120",38.2
"4121",45.64
"4122",50.94
"4123",56.95
"4124",51.03
"4125",45.44
"4126",44.05
"4127",36.68
"4128",35.94
"4129",34.45
"4130",32.04
"4131",30.96
"4132",29.2
"4133",30.2
"4134",36.46
"4135",42.39
"4136",44.8
"4137",40.88
"4138",38.91
"4139",37.15
"4140",34.96
"4141",31.71
"4142",30.29
"4143",30.37
"4144",30.17
"4145",37.43
"4146",39.9
"4147",41.91
"4148",38.99
"4149",37.56
"4150",36.07
"4151",30.95
"4152",25.33
"4153",23.55
"4154",22.43
"4155",21.41
"4156",21.59
"4157",23.34
"4158",28.09
"4159",36.26
"4160",38.28
"4161",34.09
"4162",30.45
"4163",29.05
"4164",27.77
"4165",26.1
"4166",25.07
"4167",24.98
"4168",25.01
"4169",29.06
"4170",36.46
"4171",38.42
"4172",38.44
"4173",37.98
"4174",39.23
"4175",36.43
"4176",29.33
"4177",28.01
"4178",24.01
"4179",23.02
"4180",20.6
"4181",19.99
"4182",22.09
"4183",24.53
"4184",25.66
"4185",24.8
"4186",22
"4187",11.82
"4188",11.79
"4189",10.32
"4190",7.38
"4191",9.77
"4192",12.64
"4193",20.31
"4194",29.59
"4195",31.07
"4196",29.82
"4197",31.38
"4198",31.94
"4199",29.75
"4200",28.06
"4201",23.59
"4202",20.79
"4203",18.25
"4204",14.45
"4205",10.25
"4206",10.26
"4207",17.69
"4208",17.77
"4209",16.11
"4210",13.29
"4211",13.61
"4212",11.27
"4213",7.32
"4214",0.65
"4215",3.3
"4216",8.17
"4217",17.01
"4218",21.69
"4219",29.21
"4220",33.94
"4221",35.21
"4222",38.91
"4223",36.21
"4224",33.29
"4225",30.8
"4226",28.03
"4227",26.16
"4228",23.96
"4229",26.21
"4230",37.12
"4231",39.43
"4232",38.98
"4233",34.43
"4234",28.85
"4235",28.09
"4236",27.49
"4237",27.35
"4238",26.2
"4239",27.2
"4240",28.03
"4241",35.38
"4242",39.9
"4243",42.91
"4244",41.58
"4245",40.55
"4246",42.4
"4247",38.46
"4248",31.07
"4249",30.07
"4250",29.09
"4251",29.04
"4252",28.69
"4253",29.41
"4254",37.94
"4255",43.55
"4256",46.66
"4257",46.3
"4258",46.69
"4259",48.04
"4260",45.95
"4261",44.45
"4262",44.1
"4263",40.15
"4264",42.53
"4265",42.6
"4266",43.93
"4267",43.95
"4268",40.24
"4269",37.98
"4270",32.62
"4271",27.3
"4272",28.77
"4273",27.35
"4274",26.38
"4275",26.02
"4276",25.96
"4277",27.96
"4278",32.76
"4279",38.64
"4280",41.51
"4281",41.99
"4282",41.95
"4283",42.7
"4284",41.45
"4285",38.97
"4286",36.57
"4287",33.79
"4288",34.9
"4289",38.4
"4290",38.97
"4291",40
"4292",38.95
"4293",35.61
"4294",35.92
"4295",31.24
"4296",32.42
"4297",30.59
"4298",29.94
"4299",29.03
"4300",29.05
"4301",30.12
"4302",33.95
"4303",41.9
"4304",46.96
"4305",47.53
"4306",47.53
"4307",47.81
"4308",45.99
"4309",45.2
"4310",41.71
"4311",39.17
"4312",38.28
"4313",38.23
"4314",38.94
"4315",39.01
"4316",35.52
"4317",34.99
"4318",36.48
"4319",33.5
"4320",29.29
"4321",29.01
"4322",28.06
"4323",27
"4324",25.58
"4325",28
"4326",31.96
"4327",37.93
"4328",38.91
"4329",35.99
"4330",35.51
"4331",32.24
"4332",29.33
"4333",27.29
"4334",25.08
"4335",25.09
"4336",27.29
"4337",30.51
"4338",36.36
"4339",38.92
"4340",38.71
"4341",36.61
"4342",38.95
"4343",34.07
"4344",32.17
"4345",29.04
"4346",26.96
"4347",26.08
"4348",26.04
"4349",25.59
"4350",25.56
"4351",26.77
"4352",28.82
"4353",32.4
"4354",33.35
"4355",33.15
"4356",29.1
"4357",26.07
"4358",26.33
"4359",26.04
"4360",26.09
"4361",29.01
"4362",29.34
"4363",29.89
"4364",30.12
"4365",29.63
"4366",28.87
"4367",26.26
"4368",24.36
"4369",23.12
"4370",22.73
"4371",22.63
"4372",20.27
"4373",20.59
"4374",21.3
"4375",23.07
"4376",24.76
"4377",25.56
"4378",20.71
"4379",23.32
"4380",21.36
"4381",19.08
"4382",10.47
"4383",9.96
"4384",17.31
"4385",19.72
"4386",28.63
"4387",32.9
"4388",35.37
"4389",37
"4390",38.92
"4391",37.06
"4392",26.04
"4393",23.51
"4394",22.86
"4395",22.56
"4396",24.86
"4397",26.78
"4398",34.93
"4399",41.25
"4400",41.61
"4401",38.94
"4402",35.35
"4403",32.92
"4404",28.68
"4405",28.17
"4406",26.91
"4407",28.02
"4408",28.59
"4409",32.18
"4410",38.94
"4411",42.78
"4412",40.91
"4413",39.37
"4414",39.91
"4415",32.04
"4416",28.83
"4417",28.63
"4418",28.49
"4419",28.43
"4420",27.99
"4421",28.44
"4422",35.81
"4423",41.63
"4424",41.79
"4425",36
"4426",34.74
"4427",32.97
"4428",31.93
"4429",31.93
"4430",30.55
"4431",32.6
"4432",32.93
"4433",36.95
"4434",40
"4435",44.04
"4436",43.1
"4437",41.68
"4438",40.54
"4439",37.29
"4440",34.99
"4441",32.51
"4442",31.02
"4443",29.07
"4444",29.54
"4445",31.89
"4446",38.02
"4447",43.92
"4448",46.01
"4449",44.18
"4450",43.71
"4451",42.06
"4452",38.93
"4453",38.09
"4454",37.44
"4455",37.38
"4456",38.9
"4457",41.51
"4458",42.52
"4459",44.55
"4460",44.15
"4461",43.93
"4462",41.66
"4463",36.07
"4464",33.03
"4465",32.21
"4466",30.62
"4467",30.11
"4468",29.19
"4469",32.06
"4470",36.94
"4471",42.29
"4472",48.24
"4473",43.08
"4474",41.86
"4475",40.03
"4476",35.71
"4477",35.75
"4478",35.54
"4479",39.52
"4480",40.6
"4481",44.31
"4482",45.87
"4483",53.71
"4484",49.56
"4485",46.03
"4486",42.71
"4487",35.61
"4488",34.16
"4489",32.07
"4490",30.8
"4491",30.69
"4492",29.64
"4493",30.84
"4494",35.87
"4495",41.88
"4496",45.54
"4497",45.58
"4498",44.61
"4499",43.31
"4500",39.65
"4501",34.43
"4502",32.05
"4503",31.84
"4504",32.4
"4505",37.87
"4506",40.58
"4507",42.74
"4508",41.8
"4509",40.46
"4510",40.99
"4511",35.91
"4512",37.08
"4513",34.64
"4514",32.05
"4515",30.68
"4516",29.87
"4517",29.09
"4518",30
"4519",32.02
"4520",34.58
"4521",36.71
"4522",35.89
"4523",35.37
"4524",33.22
"4525",31.41
"4526",30.18
"4527",30.05
"4528",31.4
"4529",33.18
"4530",36.98
"4531",40.04
"4532",39.63
"4533",39.82
"4534",42.09
"4535",39.67
"4536",32.21
"4537",31.08
"4538",29.84
"4539",29.2
"4540",29.62
"4541",29.46
"4542",29.49
"4543",29.83
"4544",30.03
"4545",31.26
"4546",31.26
"4547",32.4
"4548",32.07
"4549",31
"4550",29.88
"4551",30.69
"4552",31.28
"4553",33.8
"4554",36.75
"4555",40.53
"4556",40.53
"4557",40.59
"4558",42.28
"4559",40.08
"4560",32.76
"4561",29.92
"4562",29.44
"4563",29.59
"4564",29.31
"4565",30.6
"4566",38.03
"4567",44.03
"4568",50.07
"4569",50
"4570",48.73
"4571",48.72
"4572",47.69
"4573",46.65
"4574",44.18
"4575",42.93
"4576",40.65
"4577",40.95
"4578",41.62
"4579",42.97
"4580",40.21
"4581",38.86
"4582",39.92
"4583",33.45
"4584",30.93
"4585",30.28
"4586",29.63
"4587",28.96
"4588",28.95
"4589",30.08
"4590",34.51
"4591",41.44
"4592",44.22
"4593",43.43
"4594",42.03
"4595",41.45
"4596",39.42
"4597",36.01
"4598",34.21
"4599",34.42
"4600",35.39
"4601",37.62
"4602",39.99
"4603",41.58
"4604",40.7
"4605",38.94
"4606",39.36
"4607",34.25
"4608",32.29
"4609",30.14
"4610",29.1
"4611",28.52
"4612",28.43
"4613",29.3
"4614",34.77
"4615",39.94
"4616",44.01
"4617",44.31
"4618",44.16
"4619",43.9
"4620",41.07
"4621",39.9
"4622",37.27
"4623",33.93
"4624",32.19
"4625",33.29
"4626",32.95
"4627",32.91
"4628",30.5
"4629",30.6
"4630",30.09
"4631",27.82
"4632",26.02
"4633",24.37
"4634",23.04
"4635",24.76
"4636",26.45
"4637",28.09
"4638",31.06
"4639",38.12
"4640",36.73
"4641",36.07
"4642",35.52
"4643",34.96
"4644",30.26
"4645",30.04
"4646",29.07
"4647",30.27
"4648",33.46
"4649",38.08
"4650",41.35
"4651",46.82
"4652",45.09
"4653",42.93
"4654",42.13
"4655",38.12
"4656",34.4
"4657",32.34
"4658",30.36
"4659",29.08
"4660",29.55
"4661",30.41
"4662",39.94
"4663",44.99
"4664",46
"4665",43.32
"4666",41.62
"4667",38.94
"4668",37.1
"4669",35.97
"4670",31.91
"4671",30.34
"4672",31.29
"4673",36.92
"4674",40.93
"4675",42.96
"4676",39.69
"4677",39.1
"4678",39.71
"4679",36.65
"4680",34.57
"4681",31.08
"4682",30.82
"4683",30.01
"4684",29.4
"4685",29.17
"4686",30.46
"4687",30.82
"4688",31.94
"4689",33.81
"4690",33.43
"4691",33.06
"4692",32.22
"4693",30.76
"4694",29.07
"4695",28.64
"4696",29.04
"4697",30.98
"4698",35.21
"4699",37.54
"4700",37
"4701",36.9
"4702",37.98
"4703",36.01
"4704",34.65
"4705",30.05
"4706",28.68
"4707",27.78
"4708",27.72
"4709",27.4
"4710",27.53
"4711",27.6
"4712",27.4
"4713",28.49
"4714",28.99
"4715",28.99
"4716",29.76
"4717",26.95
"4718",25.99
"4719",25.22
"4720",27.55
"4721",28.57
"4722",31.79
"4723",35.41
"4724",36.65
"4725",37.14
"4726",41.02
"4727",38.79
"4728",31.47
"4729",30.11
"4730",29.32
"4731",27.57
"4732",27.92
"4733",29.21
"4734",36.89
"4735",42.83
"4736",42.97
"4737",42.3
"4738",42.4
"4739",42.74
"4740",40.85
"4741",36.95
"4742",35.98
"4743",35.3
"4744",35.94
"4745",39.94
"4746",42.05
"4747",44.95
"4748",43.79
"4749",40.98
"4750",40.95
"4751",35.4
"4752",33.69
"4753",31.18
"4754",29.85
"4755",29.56
"4756",30.28
"4757",32.01
"4758",37.72
"4759",40.91
"4760",42.88
"4761",42.43
"4762",41.75
"4763",38.92
"4764",34.17
"4765",34.12
"4766",33.69
"4767",34.62
"4768",38.57
"4769",42.97
"4770",45.79
"4771",46.89
"4772",43.97
"4773",42.99
"4774",40.83
"4775",33.95
"4776",30.93
"4777",29.59
"4778",28.62
"4779",27.3
"4780",27.63
"4781",29.03
"4782",37.96
"4783",42.16
"4784",42.91
"4785",40.08
"4786",37.93
"4787",34.55
"4788",31.7
"4789",31.71
"4790",32.9
"4791",36.54
"4792",38.03
"4793",40.52
"4794",42.97
"4795",44
"4796",42.16
"4797",40.58
"4798",39.09
"4799",32.97
"4800",30.54
"4801",31.46
"4802",29.6
"4803",28.1
"4804",28.52
"4805",30.32
"4806",38.27
"4807",47.26
"4808",43.26
"4809",43.25
"4810",41.73
"4811",41.93
"4812",40
"4813",38.36
"4814",36.9
"4815",35.74
"4816",34.48
"4817",36.97
"4818",39.77
"4819",41.93
"4820",41.05
"4821",40.11
"4822",39.74
"4823",34.29
"4824",29.65
"4825",29.1
"4826",28.42
"4827",27.07
"4828",27.32
"4829",29.99
"4830",36.8
"4831",40.06
"4832",41.83
"4833",40.87
"4834",38.44
"4835",39.04
"4836",35.98
"4837",32.94
"4838",32.87
"4839",32.9
"4840",35.11
"4841",39.01
"4842",41.42
"4843",42.63
"4844",42.01
"4845",40.57
"4846",41.38
"4847",36.79
"4848",32.2
"4849",31.57
"4850",29.92
"4851",28.74
"4852",28.75
"4853",28.54
"4854",29.7
"4855",30.92
"4856",34.96
"4857",36.47
"4858",35.69
"4859",34.66
"4860",32.25
"4861",30.02
"4862",29.48
"4863",29.9
"4864",30.55
"4865",33.25
"4866",38.52
"4867",39.89
"4868",39
"4869",38.09
"4870",40
"4871",36.67
"4872",32.99
"4873",28.78
"4874",26.69
"4875",24.68
"4876",23.07
"4877",23.96
"4878",23.9
"4879",25.17
"4880",25.78
"4881",26.67
"4882",26.87
"4883",27.18
"4884",27.89
"4885",26.3
"4886",22.76
"4887",20.34
"4888",23.07
"4889",27.05
"4890",29.62
"4891",37.05
"4892",38.51
"4893",39.42
"4894",42.85
"4895",39.82
"4896",39.65
"4897",35.62
"4898",32.7
"4899",31.28
"4900",30.46
"4901",33.24
"4902",41.9
"4903",44.18
"4904",44.12
"4905",48.23
"4906",48.45
"4907",47.77
"4908",46.47
"4909",44.91
"4910",42.29
"4911",40.94
"4912",39.2
"4913",39.7
"4914",38.18
"4915",38.66
"4916",36.43
"4917",34.73
"4918",34.59
"4919",30.39
"4920",31.01
"4921",28.96
"4922",27.09
"4923",27.47
"4924",26.04
"4925",26.21
"4926",31.63
"4927",37.96
"4928",39.48
"4929",40.06
"4930",40.37
"4931",40.8
"4932",39.75
"4933",38.94
"4934",36.98
"4935",36.43
"4936",34.97
"4937",34.99
"4938",36.95
"4939",35.4
"4940",33.78
"4941",32.96
"4942",32.21
"4943",29.01
"4944",25.74
"4945",25.24
"4946",22.64
"4947",21.12
"4948",21.23
"4949",26.16
"4950",29.08
"4951",34.49
"4952",37.78
"4953",37.92
"4954",37.96
"4955",38.08
"4956",37.96
"4957",37.73
"4958",36.08
"4959",35.23
"4960",34.38
"4961",35.27
"4962",36.39
"4963",37.94
"4964",36.93
"4965",35.93
"4966",35.75
"4967",30.07
"4968",28.75
"4969",26.7
"4970",24.85
"4971",23.69
"4972",24.48
"4973",27.02
"4974",29.19
"4975",35.31
"4976",37.91
"4977",37.89
"4978",38.05
"4979",38.48
"4980",38.5
"4981",38.03
"4982",36
"4983",34.52
"4984",35.29
"4985",35.74
"4986",37.32
"4987",38.98
"4988",38.06
"4989",36.87
"4990",36.55
"4991",31.62
"4992",33.86
"4993",29.04
"4994",28.1
"4995",26.8
"4996",26.46
"4997",27.48
"4998",32.13
"4999",38
"5000",38.8
"5001",37.05
"5002",35.5
"5003",31
"5004",27.51
"5005",25.17
"5006",23.69
"5007",24.34
"5008",26.31
"5009",28.87
"5010",34.15
"5011",36.96
"5012",36.94
"5013",36.3
"5014",35.95
"5015",32.24
"5016",27.77
"5017",23.35
"5018",18.99
"5019",14.17
"5020",10.04
"5021",11.89
"5022",14.41
"5023",17.11
"5024",19.78
"5025",18.05
"5026",9.93
"5027",15.78
"5028",10.17
"5029",9.92
"5030",9.27
"5031",14.05
"5032",19.26
"5033",25.47
"5034",30.13
"5035",34.45
"5036",35.43
"5037",35.65
"5038",34.76
"5039",30.6
"5040",26.92
"5041",21.16
"5042",16.22
"5043",12.79
"5044",10.73
"5045",10.03
"5046",8.44
"5047",7.67
"5048",2.05
"5049",1.94
"5050",-5.15
"5051",-0.02
"5052",-45.42
"5053",-67.05
"5054",-64.9
"5055",-14.23
"5056",-0.91
"5057",5.01
"5058",22.54
"5059",31.77
"5060",34.52
"5061",35.93
"5062",37.67
"5063",35.87
"5064",32
"5065",26.55
"5066",26.11
"5067",24.65
"5068",24.64
"5069",26.57
"5070",32.15
"5071",36.92
"5072",36.92
"5073",35.45
"5074",33.29
"5075",33.89
"5076",29.03
"5077",28.07
"5078",28.02
"5079",28.71
"5080",30.05
"5081",35.51
"5082",37.91
"5083",38.9
"5084",38.9
"5085",38.07
"5086",37.84
"5087",32.91
"5088",30.57
"5089",28.01
"5090",27.3
"5091",26.79
"5092",26.81
"5093",27.54
"5094",32.66
"5095",37
"5096",38.94
"5097",38.09
"5098",37.9
"5099",37.08
"5100",36.45
"5101",35.93
"5102",35.91
"5103",36
"5104",36.61
"5105",38.47
"5106",40.94
"5107",41.06
"5108",38.96
"5109",37.04
"5110",35.94
"5111",31.69
"5112",27.62
"5113",26.59
"5114",26.2
"5115",25.09
"5116",25.78
"5117",27.25
"5118",30.26
"5119",35.05
"5120",36.57
"5121",36.47
"5122",35.96
"5123",35.14
"5124",33.07
"5125",29.9
"5126",30.07
"5127",31.69
"5128",34.9
"5129",35.99
"5130",39.23
"5131",40.94
"5132",39.27
"5133",38.15
"5134",37.53
"5135",34.46
"5136",28.1
"5137",26.47
"5138",24.76
"5139",23.36
"5140",23.39
"5141",25.08
"5142",28.58
"5143",34.94
"5144",35.98
"5145",35.98
"5146",35.89
"5147",34.72
"5148",30.57
"5149",27.13
"5150",22.03
"5151",20.28
"5152",18.09
"5153",23.99
"5154",26.82
"5155",29.76
"5156",30.76
"5157",31.85
"5158",29.69
"5159",25.52
"5160",25.16
"5161",22.7
"5162",21.3
"5163",19.03
"5164",18.95
"5165",21.48
"5166",30.5
"5167",34.99
"5168",35.02
"5169",33.59
"5170",28.42
"5171",21.62
"5172",17.05
"5173",10.35
"5174",9.58
"5175",10.36
"5176",10.32
"5177",20.04
"5178",28.46
"5179",35.01
"5180",34.48
"5181",34.93
"5182",34.96
"5183",31.06
"5184",24.97
"5185",24.97
"5186",25.05
"5187",24.02
"5188",23.1
"5189",24.74
"5190",24.17
"5191",27.68
"5192",31
"5193",32.82
"5194",31.88
"5195",27.21
"5196",25.06
"5197",23.37
"5198",23.43
"5199",24.55
"5200",25.33
"5201",27.98
"5202",32.09
"5203",33.96
"5204",33.63
"5205",33.8
"5206",34.3
"5207",32.74
"5208",25.73
"5209",20.57
"5210",18.03
"5211",16.59
"5212",13.69
"5213",10.87
"5214",10.75
"5215",12.6
"5216",16.32
"5217",18
"5218",10.46
"5219",13.33
"5220",14.13
"5221",10.83
"5222",10.41
"5223",10.32
"5224",13.01
"5225",19.57
"5226",28.66
"5227",32.94
"5228",34.95
"5229",36.05
"5230",36.07
"5231",34.94
"5232",31.1
"5233",28
"5234",26.11
"5235",24.8
"5236",25.47
"5237",28.28
"5238",35.18
"5239",37.93
"5240",37.85
"5241",36.42
"5242",34.08
"5243",33.14
"5244",29.03
"5245",26.87
"5246",27.47
"5247",29.04
"5248",32.65
"5249",36.95
"5250",42.16
"5251",45.11
"5252",44.9
"5253",39.94
"5254",35.92
"5255",29.94
"5256",28.09
"5257",26.86
"5258",25.34
"5259",24.59
"5260",24.64
"5261",26.96
"5262",31
"5263",35
"5264",36.51
"5265",37.06
"5266",36.2
"5267",36.38
"5268",34.74
"5269",31.51
"5270",29.56
"5271",30.95
"5272",31.33
"5273",32.36
"5274",33.9
"5275",33.91
"5276",33.03
"5277",32.07
"5278",31.06
"5279",27.97
"5280",25
"5281",23.63
"5282",21.13
"5283",19.08
"5284",19.09
"5285",24.57
"5286",27.8
"5287",31.57
"5288",34.85
"5289",33.15
"5290",31.49
"5291",31.34
"5292",27.74
"5293",26.56
"5294",27.75
"5295",29.96
"5296",31.25
"5297",34.92
"5298",35.96
"5299",40.1
"5300",38.33
"5301",39.42
"5302",37.35
"5303",34.51
"5304",29.91
"5305",28.24
"5306",27.79
"5307",26.6
"5308",26.02
"5309",28.44
"5310",33.81
"5311",36.81
"5312",40.88
"5313",41.95
"5314",41.95
"5315",41.93
"5316",41.63
"5317",40.95
"5318",39.2
"5319",37.88
"5320",36.24
"5321",37.05
"5322",38
"5323",39.61
"5324",35.99
"5325",35.56
"5326",34.78
"5327",30.97
"5328",28.99
"5329",28.13
"5330",27.03
"5331",26.29
"5332",26.12
"5333",28.11
"5334",31.79
"5335",40.75
"5336",46.98
"5337",49.68
"5338",51.18
"5339",61.36
"5340",52.65
"5341",46.8
"5342",39.09
"5343",39.01
"5344",36.88
"5345",37.42
"5346",38.08
"5347",36.21
"5348",34.32
"5349",34.61
"5350",33.36
"5351",30.71
"5352",25.63
"5353",23.05
"5354",20.72
"5355",20.06
"5356",18.85
"5357",17.03
"5358",19.59
"5359",20.91
"5360",24.37
"5361",25.84
"5362",25.36
"5363",25.5
"5364",24.49
"5365",19.01
"5366",15.23
"5367",16.41
"5368",15.99
"5369",18.77
"5370",24.81
"5371",25.44
"5372",25.67
"5373",25.54
"5374",24.02
"5375",17.93
"5376",15.74
"5377",15.42
"5378",12.93
"5379",11.64
"5380",13.34
"5381",11.95
"5382",11.77
"5383",16.07
"5384",19
"5385",21.02
"5386",19.69
"5387",21.09
"5388",19.33
"5389",16.07
"5390",13.24
"5391",11.8
"5392",10.8
"5393",21.89
"5394",28.39
"5395",33
"5396",34.98
"5397",36.47
"5398",35.8
"5399",32
"5400",28.69
"5401",26.37
"5402",25.24
"5403",25.17
"5404",25.28
"5405",27.64
"5406",32.9
"5407",37.9
"5408",38.44
"5409",36.64
