"","x"
"7174",32.34
"7175",30.92
"7176",22.48
"7177",21.71
"7178",12.9
"7179",12.81
"7180",19.04
"7181",24.01
"7182",32
"7183",36.79
"7184",38.91
"7185",38.69
"7186",38.36
"7187",33.52
"7188",28.51
"7189",25.97
"7190",27.09
"7191",26.99
"7192",30.01
"7193",37.8
"7194",44.93
"7195",46.93
"7196",44.18
"7197",35.99
"7198",32.04
"7199",19.17
"7200",16.04
"7201",9.41
"7202",0.03
"7203",-9.69
"7204",-13.02
"7205",-15.01
"7206",-9.6
"7207",0.12
"7208",0.12
"7209",5.41
"7210",0.27
"7211",0.11
"7212",-0.1
"7213",-13.38
"7214",-31.42
"7215",-17.03
"7216",-4.02
"7217",0.08
"7218",7.56
"7219",8.89
"7220",0.23
"7221",-38.19
"7222",-49.98
"7223",-70.09
"7224",-79.94
"7225",-83
"7226",-83.06
"7227",-83
"7228",-83.03
"7229",-83.04
"7230",-83.02
"7231",-83.01
"7232",-80
"7233",-79.96
"7234",-76.02
"7235",-67.08
"7236",-81.95
"7237",-67.07
"7238",-80.07
"7239",-79.95
"7240",-76.06
"7241",-0.92
"7242",8.51
"7243",27.62
"7244",29.77
"7245",22.06
"7246",17
"7247",12.44
"7248",-70.05
"7249",0.75
"7250",0.01
"7251",0.08
"7252",4.05
"7253",2.95
"7254",18.09
"7255",28.42
"7256",36.43
"7257",33.48
"7258",30.38
"7259",29.74
"7260",29.46
"7261",29.7
"7262",29.98
"7263",36.36
"7264",43.99
"7265",46.34
"7266",61
"7267",70.09
"7268",51.98
"7269",48.13
"7270",47.18
"7271",46.05
"7272",41.97
"7273",30.08
"7274",30.89
"7275",30.01
"7276",29.09
"7277",30.29
"7278",32.24
"7279",38.94
"7280",37.9
"7281",41.09
"7282",39.92
"7283",37.98
"7284",39.97
"7285",36.95
"7286",34.14
"7287",35.65
"7288",38.99
"7289",42.45
"7290",46.92
"7291",47.36
"7292",44.31
"7293",39
"7294",37.1
"7295",34.98
"7296",30.82
"7297",26.91
"7298",23.06
"7299",22.27
"7300",22.97
"7301",26.66
"7302",27.03
"7303",29.07
"7304",31
"7305",36.06
"7306",35.16
"7307",32.37
"7308",33.08
"7309",29.79
"7310",29.06
"7311",29.18
"7312",30.01
"7313",36.93
"7314",42.49
"7315",43.93
"7316",41.97
"7317",36.52
"7318",30.07
"7319",27.02
"7320",18.97
"7321",20.18
"7322",12.62
"7323",12.61
"7324",10.96
"7325",14.04
"7326",25.97
"7327",35.05
"7328",45.9
"7329",43.83
"7330",35.59
"7331",32.33
"7332",32.36
"7333",31.32
"7334",32.49
"7335",33.94
"7336",39.1
"7337",45.95
"7338",51.91
"7339",51.92
"7340",50.07
"7341",46.01
"7342",42.06
"7343",36.12
"7344",35.45
"7345",36.07
"7346",36.09
"7347",36.13
"7348",36.09
"7349",38.24
"7350",40.66
"7351",52.97
"7352",61.74
"7353",65.8
"7354",62.18
"7355",58.69
"7356",58.67
"7357",54.55
"7358",51.5
"7359",51.17
"7360",56.64
"7361",60.88
"7362",66
"7363",68.68
"7364",58.63
"7365",49.01
"7366",39.01
"7367",36.11
"7368",34.97
"7369",36.16
"7370",35.06
"7371",34.42
"7372",33.61
"7373",33.4
"7374",33.22
"7375",33.73
"7376",37.63
"7377",42.99
"7378",40.39
"7379",39.84
"7380",37.02
"7381",36.1
"7382",34.33
"7383",34.34
"7384",35.04
"7385",37.03
"7386",43.94
"7387",35.51
"7388",32.25
"7389",28.83
"7390",26.77
"7391",26.53
"7392",20.65
"7393",13.2
"7394",13.2
"7395",14.64
"7396",11.68
"7397",13.93
"7398",20.01
"7399",21.87
"7400",24.6
"7401",31.47
"7402",33.92
"7403",36.54
"7404",38.9
"7405",36.11
"7406",36.2
"7407",33.78
"7408",33.96
"7409",35
"7410",41.82
"7411",41.74
"7412",42.82
"7413",40.91
"7414",39.59
"7415",38.87
"7416",35
"7417",31.74
"7418",33.73
"7419",33.02
"7420",27.61
"7421",28.1
"7422",32.99
"7423",44.83
"7424",54.96
"7425",60.38
"7426",55.38
"7427",54.95
"7428",54.97
"7429",54.93
"7430",55.91
"7431",55.93
"7432",57.85
"7433",62.56
"7434",78.28
"7435",89.93
"7436",74.51
"7437",55.02
"7438",50.61
"7439",39.11
"7440",37.1
"7441",36.63
"7442",35.05
"7443",36.87
"7444",36.02
"7445",37.04
"7446",34.43
"7447",49.77
"7448",59.26
"7449",64.37
"7450",55.07
"7451",54.94
"7452",54.92
"7453",53.93
"7454",54.94
"7455",56.93
"7456",66.75
"7457",65.58
"7458",81.56
"7459",82.3
"7460",64.2
"7461",53.94
"7462",46.94
"7463",41.7
"7464",37.86
"7465",33.7
"7466",33.62
"7467",33.64
"7468",33.62
"7469",35.53
"7470",36.15
"7471",54.07
"7472",75.76
"7473",79.28
"7474",77.07
"7475",84.22
"7476",84.98
"7477",83.8
"7478",88.19
"7479",89.9
"7480",81.89
"7481",88.2
"7482",111.4
"7483",120
"7484",89.93
"7485",60.1
"7486",52.32
"7487",48.05
"7488",38.57
"7489",38.61
"7490",39.3
"7491",38.48
"7492",40.53
"7493",39.9
"7494",43.95
"7495",58.65
"7496",72.1
"7497",84.73
"7498",61.99
"7499",61.37
"7500",60.69
"7501",55.12
"7502",53.99
"7503",54.91
"7504",55
"7505",55.92
"7506",56.94
"7507",55.93
"7508",55
"7509",40.3
"7510",42.81
"7511",36.78
"7512",33.61
"7513",26.41
"7514",25.35
"7515",26.6
"7516",27.31
"7517",27.1
"7518",28.92
"7519",40.15
"7520",51.2
"7521",47.41
"7522",38.61
"7523",38.89
"7524",38.79
"7525",35.25
"7526",31.16
"7527",30.16
"7528",30.12
"7529",31.02
"7530",36.19
"7531",36.02
"7532",31.08
"7533",29.39
"7534",22.26
"7535",15.51
"7536",11.46
"7537",9.2
"7538",2.03
"7539",0.08
"7540",6.47
"7541",11.27
"7542",12.59
"7543",9.63
"7544",13.55
"7545",20.1
"7546",24.66
"7547",21.47
"7548",18.9
"7549",21.03
"7550",22.86
"7551",28.2
"7552",30.48
"7553",35.81
"7554",44.49
"7555",46.76
"7556",41.03
"7557",35.92
"7558",35.82
"7559",37.06
"7560",28.29
"7561",14.07
"7562",15.99
"7563",13.8
"7564",13.53
"7565",15.25
"7566",21.86
"7567",22.52
"7568",27.06
"7569",30.94
"7570",33.03
"7571",42.79
"7572",47.65
"7573",48.13
"7574",44.28
"7575",38.43
"7576",37.8
"7577",40.82
"7578",53.91
"7579",53.94
"7580",46.54
"7581",39.59
"7582",33.11
"7583",33.17
"7584",29.73
"7585",31.06
"7586",30.41
"7587",29.64
"7588",29.66
"7589",29.79
"7590",31.68
"7591",42.76
"7592",54.9
"7593",54.33
"7594",48.15
"7595",45.83
"7596",46.61
"7597",41.48
"7598",48.08
"7599",50.81
"7600",54.93
"7601",55.92
"7602",70.08
"7603",62.3
"7604",57.73
"7605",54.94
"7606",49
"7607",41
"7608",36.55
"7609",37.83
"7610",36.01
"7611",34.03
"7612",33.54
"7613",33.9
"7614",34.04
"7615",38.12
"7616",43.52
"7617",49.58
"7618",37.2
"7619",36.56
"7620",36.19
"7621",36.88
"7622",36.6
"7623",36.86
"7624",40.07
"7625",49.06
"7626",51.71
"7627",52.94
"7628",51.25
"7629",44.92
"7630",39.44
"7631",37.6
"7632",36.36
"7633",33.5
"7634",34.06
"7635",33.42
"7636",35.62
"7637",33.74
"7638",37
"7639",58.5
"7640",77.4
"7641",78.01
"7642",68.87
"7643",61.65
"7644",71.76
"7645",64.1
"7646",70.77
"7647",72.81
"7648",79.18
"7649",89.95
"7650",112.09
"7651",124.29
"7652",86.34
"7653",76.13
"7654",62.01
"7655",51.91
"7656",39.03
"7657",37.04
"7658",37.06
"7659",36.13
"7660",36.59
"7661",37.04
"7662",36.87
"7663",51.61
"7664",61.89
"7665",68.63
"7666",57.02
"7667",55.93
"7668",53.96
"7669",49.01
"7670",49.31
"7671",54
"7672",57.94
"7673",56.16
"7674",56.42
"7675",53.93
"7676",46.3
"7677",37.03
"7678",38.03
"7679",38.15
"7680",35.07
"7681",33.15
"7682",32.72
"7683",33.16
"7684",34.06
"7685",34.05
"7686",36.09
"7687",46.83
"7688",49.99
"7689",53.93
"7690",49.99
"7691",49.97
"7692",49.97
"7693",49.09
"7694",46.55
"7695",42.3
"7696",49.95
"7697",49.9
"7698",49.91
"7699",48.18
"7700",42.97
"7701",38.35
"7702",39.8
"7703",36.15
"7704",32.41
"7705",27.78
"7706",23.56
"7707",20.04
"7708",17.63
"7709",13.33
"7710",12.87
"7711",16.12
"7712",19.38
"7713",27.97
"7714",28.61
"7715",28.08
"7716",14.97
"7717",18.19
"7718",13.01
"7719",18.46
"7720",24.84
"7721",28.33
"7722",29.77
"7723",29.7
"7724",24.03
"7725",13.06
"7726",12.69
"7727",11.38
"7728",0.41
"7729",0.37
"7730",4.33
"7731",2.91
"7732",2.17
"7733",2.14
"7734",0.03
"7735",-0.03
"7736",0.04
"7737",5.08
"7738",23.49
"7739",12.77
"7740",21.94
"7741",12.5
"7742",9.09
"7743",5.09
"7744",9.63
"7745",5.99
"7746",23.14
"7747",21.94
"7748",13.3
"7749",12.62
"7750",11.38
"7751",13.95
"7752",12.21
"7753",12.59
"7754",12.51
"7755",10.49
"7756",11
"7757",14.96
"7758",23.81
"7759",39.94
"7760",41.99
"7761",43.92
"7762",43.91
"7763",43.68
"7764",43.94
"7765",44.36
"7766",49.05
"7767",53.46
"7768",50.99
"7769",59.3
"7770",66.02
"7771",53.38
"7772",47.93
"7773",43.95
"7774",38.63
"7775",38.76
"7776",34.97
"7777",36.03
"7778",35.46
"7779",35.63
"7780",35.73
"7781",35.42
"7782",37.92
"7783",46.51
"7784",67.86
"7785",72.63
"7786",54.99
"7787",54.26
"7788",64.03
"7789",55.27
"7790",64.91
"7791",62.65
"7792",62.65
"7793",62.65
"7794",68.05
"7795",57.46
"7796",43.99
"7797",35.42
"7798",32.64
"7799",31.31
"7800",29.69
"7801",27.15
"7802",15.7
"7803",10.7
"7804",10.96
"7805",10.75
"7806",20.24
"7807",29.92
"7808",37.37
"7809",35.72
"7810",32.49
"7811",31.98
"7812",31.8
"7813",31.03
"7814",31.3
"7815",32.56
"7816",41.43
"7817",50.06
"7818",61.26
"7819",50.93
"7820",43.97
"7821",39.99
"7822",33.7
"7823",29.56
"7824",20.6
"7825",9.67
"7826",12.76
"7827",9.64
"7828",9.47
"7829",9.46
"7830",12.77
"7831",17.1
"7832",32.93
"7833",31.09
"7834",29.96
"7835",24.03
"7836",16.24
"7837",12.75
"7838",16.63
"7839",26.23
"7840",30.76
"7841",31.95
"7842",37.97
"7843",37.57
"7844",36.98
"7845",33.94
"7846",29.34
"7847",27.41
"7848",24.05
"7849",26.93
"7850",27.75
"7851",28.04
"7852",27.1
"7853",28.22
"7854",35.66
"7855",49.01
"7856",49.07
"7857",48
"7858",46.92
"7859",45.43
"7860",46.5
"7861",39.57
"7862",41.13
"7863",43.13
"7864",44.91
"7865",46.94
"7866",53.97
"7867",56.24
"7868",55.97
"7869",48
"7870",47.98
"7871",47.98
"7872",40.99
"7873",39.89
"7874",36.19
"7875",34.49
"7876",36.2
"7877",38
"7878",35.86
"7879",35.03
"7880",42.37
"7881",49.95
"7882",49.94
"7883",51.97
"7884",53.51
"7885",49.96
"7886",46.98
"7887",38.98
"7888",35.29
"7889",39.56
"7890",44.26
"7891",38.41
"7892",37.93
"7893",36.12
"7894",32.12
"7895",30.09
"7896",27.58
"7897",19.21
"7898",12.59
"7899",11.56
"7900",11.45
"7901",15.74
"7902",12.85
"7903",11.41
"7904",9.77
"7905",19.36
"7906",11.58
"7907",19.95
"7908",21.6
"7909",11.48
"7910",11.49
"7911",15.75
"7912",15.55
"7913",23.6
"7914",29.17
"7915",29.43
"7916",29.51
"7917",29.07
"7918",29.01
"7919",28.37
"7920",21.94
"7921",11.47
"7922",14.95
"7923",17.06
"7924",13.06
"7925",10.02
"7926",20.96
"7927",40.1
"7928",36.12
"7929",40.06
"7930",36.04
"7931",34.06
"7932",34.73
"7933",31.1
"7934",32.38
"7935",33.33
"7936",34.82
"7937",35.7
"7938",40.32
"7939",36.7
"7940",35.26
"7941",35.95
"7942",30.93
"7943",30
"7944",15.87
"7945",22.5
"7946",16.07
"7947",15.46
"7948",16.29
"7949",22.04
"7950",24.7
"7951",34.01
"7952",40.13
"7953",37.78
"7954",36.39
"7955",35.84
"7956",36.05
"7957",39.91
"7958",45.07
"7959",48.59
"7960",52.94
"7961",51.97
"7962",59.7
"7963",52.98
"7964",51.32
"7965",49.99
"7966",36.59
"7967",36.64
"7968",35.01
"7969",36.56
"7970",36.79
"7971",35.56
"7972",35.06
"7973",36.17
"7974",38.97
"7975",57.72
"7976",84.97
"7977",88.52
"7978",90.1
"7979",88.33
"7980",86
"7981",82.18
"7982",82.4
"7983",89.21
"7984",90.4
"7985",97.8
"7986",118.49
"7987",110.36
"7988",85.56
"7989",77.34
"7990",64.27
"7991",55.57
"7992",47.71
"7993",45.94
"7994",38.2
"7995",36.97
"7996",36.1
"7997",38.47
"7998",42.72
"7999",53.99
"8000",83.75
"8001",88.16
"8002",85.25
"8003",86.79
"8004",86.7
"8005",84.07
"8006",83.34
"8007",82.81
"8008",84.22
"8009",86.06
"8010",100.12
"8011",95.1
"8012",87.24
"8013",68.5
"8014",51.96
"8015",38.45
"8016",36.67
"8017",35.82
"8018",38.59
"8019",37.18
"8020",37
"8021",37.42
"8022",36.14
"8023",55.97
"8024",81.69
"8025",75.01
"8026",72.89
"8027",70.38
"8028",74.87
"8029",74.91
"8030",73.18
"8031",72.5
"8032",74.42
"8033",76.6
"8034",85.69
"8035",82.57
"8036",77.38
"8037",61.95
"8038",52.93
"8039",41.58
"8040",37.94
"8041",39.9
"8042",39.02
"8043",37.89
"8044",37.82
"8045",34.7
"8046",36.75
"8047",34.07
"8048",37.01
"8049",46.17
"8050",46.1
"8051",42.33
"8052",44.02
"8053",40
"8054",37.28
"8055",38.21
"8056",46.13
"8057",47.96
"8058",47.95
"8059",42.99
"8060",39.37
"8061",36.79
"8062",38.52
"8063",39.92
"8064",35.68
"8065",33.17
"8066",31.93
"8067",30.43
"8068",28.3
"8069",30.44
"8070",29.87
"8071",29.81
"8072",27.72
"8073",29.95
"8074",33.08
"8075",34.85
"8076",36.91
"8077",37
"8078",32.92
"8079",34.06
"8080",34.29
"8081",36.97
"8082",39.36
"8083",39
"8084",37.06
"8085",36.03
"8086",33.95
"8087",33.98
"8088",28.25
"8089",12.05
"8090",17.69
"8091",15.31
"8092",12.75
"8093",17.18
"8094",25.05
"8095",33.19
"8096",38.56
"8097",42.9
"8098",38.29
"8099",37.06
"8100",38.94
"8101",36.36
"8102",39.45
"8103",43.97
"8104",46.14
"8105",50.96
"8106",51.04
"8107",48.85
"8108",45.6
"8109",42.38
"8110",39.83
"8111",33.53
"8112",30.03
"8113",28.69
"8114",28.01
"8115",26.88
"8116",27.93
"8117",28.23
"8118",30.73
"8119",35.39
"8120",39.69
"8121",40.05
"8122",40.36
"8123",47.59
"8124",46.78
"8125",44.07
"8126",42.45
"8127",39.97
"8128",39.05
"8129",39.05
"8130",43.96
"8131",40.04
"8132",46.04
"8133",35.35
"8134",30.03
"8135",28.06
"8136",13.45
"8137",14.34
"8138",12.34
"8139",9.71
"8140",12.7
"8141",14.04
"8142",13.27
"8143",29.57
"8144",38.24
"8145",37.59
"8146",39.13
"8147",38.22
"8148",34.6
"8149",34.59
"8150",36.48
"8151",39.81
"8152",39
"8153",40.9
"8154",45.69
"8155",41.96
"8156",39.95
"8157",39.01
"8158",38.98
"8159",31.97
"8160",27.95
"8161",30.47
"8162",29.43
"8163",26.57
"8164",27.36
"8165",30.01
"8166",32.07
"8167",44.72
"8168",51.98
"8169",48.53
"8170",43.85
"8171",38.55
"8172",33.1
"8173",30.04
"8174",31.06
"8175",32.06
"8176",37.23
"8177",38.53
"8178",39.73
"8179",37.49
"8180",32.07
"8181",28.06
"8182",27.5
"8183",26.42
"8184",22.61
"8185",13.45
"8186",12.2
"8187",10.5
"8188",18.93
"8189",24.56
"8190",23.05
"8191",35.88
"8192",37.7
"8193",46.04
"8194",43.93
"8195",37.99
"8196",41.51
"8197",34.21
"8198",32.1
"8199",32.17
"8200",37.98
"8201",41.57
"8202",40.73
"8203",39.96
"8204",38.57
"8205",32.32
"8206",28
"8207",23.1
"8208",9.29
"8209",15.03
"8210",12.51
"8211",10.31
"8212",9.26
"8213",9.12
"8214",8.92
"8215",10.06
"8216",12.15
"8217",12.41
"8218",18.07
"8219",18.96
"8220",16.25
"8221",15.03
"8222",12.39
"8223",12.53
"8224",19.41
"8225",26.51
"8226",31.67
"8227",28.45
"8228",24.56
"8229",15.8
"8230",13.01
"8231",15.04
"8232",10.16
"8233",14.31
"8234",10.92
"8235",10.17
"8236",12.09
"8237",15.06
"8238",12.23
"8239",12.28
"8240",20.68
"8241",27.85
"8242",28.56
"8243",29.15
"8244",29.57
"8245",29.26
"8246",28.24
"8247",25.07
"8248",9.12
"8249",9.19
"8250",17.42
"8251",15.02
"8252",12.05
"8253",12.27
"8254",12.16
"8255",14.81
"8256",12.13
"8257",15.03
"8258",10.87
"8259",12.59
"8260",11.75
"8261",12.78
"8262",23.22
"8263",47.95
"8264",62
"8265",63.01
"8266",60.2
"8267",62.93
"8268",61.95
"8269",64.98
"8270",58.23
"8271",53.84
"8272",51.91
"8273",53.38
"8274",51.87
"8275",47.4
"8276",39.68
"8277",40.7
"8278",34.43
"8279",31.95
"8280",27.35
"8281",24.52
"8282",22.21
"8283",14.58
"8284",12.31
"8285",14.2
"8286",26.14
"8287",30.89
"8288",32.32
"8289",35.19
"8290",34.7
"8291",34.75
"8292",35.75
"8293",36.92
"8294",39.9
"8295",43.16
"8296",45
"8297",46.09
"8298",50.95
"8299",46.95
"8300",46.08
"8301",46.1
"8302",40.95
"8303",36.74
"8304",27.96
"8305",22.55
"8306",20
"8307",15.96
"8308",12.74
"8309",14.2
"8310",18.02
"8311",32.93
"8312",34.19
"8313",38.27
"8314",34.45
"8315",30.97
"8316",29.83
"8317",29.7
"8318",29.98
"8319",32.44
"8320",32.91
"8321",34.49
"8322",34.46
"8323",33.94
"8324",32.75
"8325",29.1
"8326",22.62
"8327",20.05
"8328",8.45
"8329",8.84
"8330",8.8
"8331",8.84
"8332",9.01
"8333",10.79
"8334",14.44
"8335",32.63
"8336",45.94
"8337",42.14
"8338",33.84
"8339",32.06
"8340",31.82
"8341",31.54
"8342",31.46
"8343",32.53
"8344",36.43
"8345",38.43
"8346",49.94
"8347",51.55
"8348",48.06
"8349",41.9
"8350",39.31
"8351",34.94
"8352",28.96
"8353",32.01
"8354",30.93
"8355",29
"8356",28.97
"8357",29.57
"8358",33.17
"8359",46.95
"8360",57.17
"8361",54.31
"8362",53.93
"8363",52.09
"8364",52.51
"8365",48.49
"8366",47.92
"8367",48.93
"8368",52.94
"8369",60.92
"8370",74.54
"8371",59.32
"8372",53.91
"8373",50.13
"8374",42.23
"8375",37.04
"8376",33.23
"8377",35.07
"8378",33.08
"8379",32.96
"8380",31.96
"8381",32
"8382",31.76
"8383",31.58
"8384",31.39
"8385",34.01
"8386",41.56
"8387",44.34
"8388",44.03
"8389",41.69
"8390",38.1
"8391",36.48
"8392",40
"8393",46.17
"8394",48.93
"8395",46.9
"8396",42
"8397",39
"8398",33.62
"8399",33.01
"8400",29.02
"8401",28.9
"8402",28.2
"8403",28.2
"8404",27.94
"8405",28.21
"8406",28.38
"8407",28.58
"8408",29.4
"8409",31.38
"8410",34.78
"8411",38.12
"8412",43.64
"8413",41.57
"8414",40.02
"8415",39.08
"8416",41.5
"8417",45.74
"8418",46.96
"8419",45.91
"8420",42.91
"8421",36.42
"8422",32.92
"8423",30.66
"8424",28.59
"8425",30.43
"8426",29.9
"8427",28.15
"8428",27.39
"8429",28.71
"8430",33.73
"8431",46.2
"8432",63.95
"8433",64.42
"8434",64.08
"8435",64.28
"8436",69.65
"8437",68.23
"8438",69.97
"8439",69.49
"8440",71.32
"8441",73.5
"8442",79.72
"8443",75.84
"8444",68.87
"8445",63.31
"8446",56.58
"8447",45.03
"8448",37.29
"8449",44.34
"8450",38.07
"8451",37.59
"8452",36.5
"8453",38.89
"8454",41.01
"8455",53.67
"8456",68.17
"8457",76.91
"8458",77.06
"8459",75.3
"8460",74
"8461",70.85
"8462",70.57
"8463",70.2
"8464",70.32
"8465",75.82
"8466",78.28
"8467",75.16
"8468",75.06
"8469",66.29
"8470",52.01
"8471",48.86
"8472",41.18
"8473",44.47
"8474",40.1
"8475",37.83
"8476",37.27
"8477",40.85
"8478",45.79
"8479",57.35
"8480",75.98
"8481",76.7
"8482",76.69
"8483",76.61
"8484",76.56
"8485",76.35
"8486",76.03
"8487",74.89
"8488",72.05
"8489",76.06
"8490",79.3
"8491",77.26
"8492",75.96
"8493",64.16
"8494",46.03
"8495",42.01
"8496",37.63
"8497",33.09
"8498",35.26
"8499",31.88
"8500",33.04
"8501",33.6
"8502",35.05
"8503",35.19
"8504",45.94
"8505",49.9
"8506",50
"8507",51.03
"8508",54.48
"8509",55.96
"8510",49.99
"8511",46.15
"8512",46.86
"8513",51.93
"8514",50.95
"8515",51.03
"8516",46.02
"8517",35.83
"8518",36.26
"8519",38.72
"8520",34.84
"8521",27.76
"8522",26.45
"8523",26.2
"8524",26.36
"8525",27.59
"8526",31.93
"8527",38.61
"8528",47.52
"8529",48
"8530",50
"8531",48.99
"8532",46.55
"8533",47.86
"8534",46.96
"8535",39
"8536",39.37
"8537",46.06
"8538",47.34
"8539",41.5
"8540",40.66
"8541",42.91
"8542",42.06
"8543",37.4
"8544",30.62
"8545",26.33
"8546",17.72
"8547",11.8
"8548",11.3
"8549",12.4
"8550",8.4
"8551",9.71
"8552",10.71
"8553",14.78
"8554",18.79
"8555",20.08
"8556",14.74
"8557",14.77
"8558",10.87
"8559",5.65
"8560",10.04
"8561",12.91
"8562",22.01
"8563",18.08
"8564",10.84
"8565",0.4
"8566",-0.03
"8567",-0.09
"8568",-12.12
"8569",-40.84
"8570",-43.18
"8571",-55.99
"8572",-49.99
"8573",-40.14
"8574",-36.05
"8575",-42.93
"8576",-9.94
"8577",2.13
"8578",5.07
"8579",5.03
"8580",6.82
"8581",2.17
"8582",2.93
"8583",0.1
"8584",1.09
"8585",6.75
"8586",11.08
"8587",2.85
"8588",1.8
"8589",-4.94
"8590",-6.74
"8591",0.08
"8592",0.06
"8593",-4.98
"8594",-32.58
"8595",-19.79
"8596",-11.9
"8597",-4.96
"8598",-4.83
"8599",-61.41
"8600",-4.97
"8601",0.07
"8602",9.94
"8603",19.9
"8604",22.01
"8605",18.35
"8606",15.99
"8607",12.97
"8608",17.97
"8609",17.99
"8610",26.45
"8611",27.41
"8612",27.59
"8613",25.64
"8614",22.09
"8615",22.17
"8616",22
"8617",5.06
"8618",5.06
"8619",-1.44
"8620",-6.94
"8621",-9.65
"8622",-9.89
"8623",-11.88
"8624",-3.24
"8625",-9.78
"8626",0
"8627",-24.33
"8628",-31.69
"8629",-52.82
"8630",-53.42
"8631",-18
"8632",-0.48
"8633",5.49
"8634",10.66
"8635",13.35
"8636",11.19
"8637",19
"8638",18.06
"8639",22.02
"8640",13.46
"8641",25.37
"8642",15.09
"8643",13.93
"8644",13.48
"8645",12.74
"8646",13.29
"8647",20.03
"8648",28.62
"8649",32
"8650",34.91
"8651",35.3
"8652",42.46
"8653",46.11
"8654",46.01
"8655",46.4
"8656",46.48
"8657",50.9
"8658",56.09
"8659",57.57
"8660",51.33
"8661",42.4
"8662",40
"8663",42.24
"8664",31.27
"8665",28.87
"8666",28.12
"8667",27.2
"8668",26
"8669",26.33
"8670",28.89
"8671",30.74
"8672",35.98
"8673",38.43
"8674",39.93
"8675",40.12
"8676",39.97
"8677",40.16
"8678",39.24
"8679",36.42
"8680",40.03
"8681",42.98
"8682",43.01
"8683",42.16
"8684",34.93
"8685",25.06
"8686",19.99
"8687",19.22
"8688",5.86
"8689",9.73
"8690",0.72
"8691",-0.93
"8692",1.07
"8693",1
"8694",2.91
"8695",3.6
"8696",15.97
"8697",29.69
"8698",30.2
"8699",29.83
"8700",29.47
"8701",29.2
"8702",29.45
"8703",30.02
"8704",31
"8705",32.98
"8706",34.95
"8707",32.79
"8708",30.23
"8709",28.49
"8710",26.51
"8711",26.9
"8712",15.06
"8713",16.4
"8714",13.33
"8715",13.25
"8716",12.04
"8717",11.45
"8718",8.49
"8719",9.83
"8720",12.07
"8721",13.41
"8722",16.09
"8723",18.8
"8724",17.03
"8725",17.67
"8726",15.51
"8727",17.61
"8728",13.22
"8729",14.02
"8730",16.78
"8731",16.01
"8732",16.18
"8733",11.13
"8734",4.62
"8735",4.71
"8736",-0.27
"8737",-2.04
"8738",-4.99
"8739",-0.59
"8740",-3.71
"8741",0.08
"8742",1.16
"8743",-0.86
"8744",4.09
"8745",4.17
"8746",4.21
"8747",9.05
"8748",9.2
"8749",4.45
"8750",2.04
"8751",0.06
"8752",0.36
"8753",1.46
"8754",6.14
"8755",9.96
"8756",7.92
"8757",4.06
"8758",5.3
"8759",1.86
"8760",-0.92
