Date;Time of day;Biomass[MWh];Hydropower[MWh];Wind offshore[MWh];Wind onshore[MWh];Photovoltaics[MWh];Other renewable[MWh];Nuclear[MWh];Fossil brown coal[MWh];Fossil hard coal[MWh];Fossil gas[MWh];Hydro pumped storage[MWh];Other conventional[MWh]
Mar 20, 2017;2:15 AM;1,171;474.25;333;5,372.25;0;38.5;1,601.25;2,620.5;268.25;185;0;948
Mar 20, 2017;2:30 AM;1,172;483.5;316.75;5,300.75;0;38.5;1,604.5;2,770.75;267.5;188.25;0.75;959.25
Mar 20, 2017;2:45 AM;1,171.25;488;246;5,173.25;0;38.5;1,614.5;2,912;260;188.25;0;1,031.25
Mar 20, 2017;3:00 AM;1,169;484.5;172.5;4,998.5;0;38.5;1,619;3,086.25;257;188;1;954.5
Mar 20, 2017;3:15 AM;1,169.5;482.75;144.25;4,875.75;0;38.5;1,629;3,154.75;264.25;188.25;0.75;904
Mar 20, 2017;3:30 AM;1,169.5;493.5;128;4,705.25;0;38.5;1,630;3,155.75;315.25;190;0;810.5
Mar 20, 2017;3:45 AM;1,168.75;480.75;119.75;4,522.75;0;38.5;1,633.25;3,176.75;316.75;190;14.25;886.25
Mar 20, 2017;4:00 AM;1,168.5;480.25;120.75;4,377.25;0;38.5;1,633.25;3,255.25;330.75;186.75;0;1,038
Mar 20, 2017;4:15 AM;1,168.25;485.75;139.25;4,244.25;0;38.5;1,633.5;3,287.5;375;188.5;1;1,053.25
Mar 20, 2017;4:30 AM;1,171.5;493.75;159.25;4,191;0;38.5;1,633.5;3,308;440.25;194.75;1;1,031.25
Mar 20, 2017;4:45 AM;1,173.25;489.75;144.5;4,097;0;38.5;1,633.5;3,339.75;585.25;198;0;1,040.75
Mar 20, 2017;5:00 AM;1,172.5;484.75;143.75;3,987;0;38.5;1,633.5;3,397;664;199.75;0;1,086
Mar 20, 2017;5:15 AM;1,173.25;480.5;157.25;3,895;0;38.5;1,633.25;3,395.75;729.5;202.25;5;1,043.5
Mar 20, 2017;5:30 AM;1,172;486.75;172.5;3,845.25;0;38.5;1,633.75;3,384;714;205;78;1,098.5
Mar 20, 2017;5:45 AM;1,171.5;481.5;194;3,774.75;0;38.5;1,634;3,389.75;787.75;218.25;330.75;1,193.25
Mar 20, 2017;6:00 AM;1,170.25;479.5;173.75;3,751.25;0.25;38.5;1,634;3,493.25;871.75;228;201.25;1,453.5
Mar 20, 2017;6:15 AM;1,169.75;479.75;154.25;3,723.5;2.75;38.5;1,633.75;3,550.5;1,012.25;232.75;460.5;1,469.25
Mar 20, 2017;6:30 AM;1,168.5;480.75;169;3,653.25;15;38.5;1,634.25;3,557.5;1,155.75;235;688;1,500
Mar 20, 2017;6:45 AM;1,165.75;479.25;170.25;3,662.25;48.75;38.5;1,634;3,566.25;1,290.75;236.75;709;1,583.25
Mar 20, 2017;7:00 AM;1,167.25;474.5;168.75;3,633.25;107;38.5;1,633;3,536.75;1,392.25;241.75;1,033.25;1,646
Mar 20, 2017;7:15 AM;1,174.75;480.5;217.5;3,620.25;183;38.5;1,633.5;3,545.75;1,433.75;244;1,157;1,710.5
Mar 20, 2017;7:30 AM;1,174.75;478.5;267.75;3,648;283;38.5;1,633.5;3,551.25;1,456;244.75;727.5;1,682.75
Mar 20, 2017;7:45 AM;1,176.75;478;305.75;3,686.5;395.75;38.5;1,633.75;3,574.5;1,485.75;246;798.75;1,669
Mar 20, 2017;8:00 AM;1,181.5;479;355;3,712.75;493.75;38.5;1,634.25;3,617;1,545.5;248.5;966.5;1,582
Mar 20, 2017;8:15 AM;1,182;480;382;3,707.5;613.25;38.5;1,635.5;3,638;1,545.75;254;1,531.25;1,599
Mar 20, 2017;8:30 AM;1,182.5;470;435.75;3,718.25;733;38.5;1,635;3,638.25;1,564.5;258.5;855.25;1,684.5
Mar 20, 2017;8:45 AM;1,183.5;466;487.5;3,765.75;863.5;38.5;1,635.5;3,644;1,583;256.25;1,138.5;1,720
Mar 20, 2017;9:00 AM;1,182.75;465;518;3,782.25;993.25;38.5;1,634.75;3,641.5;1,610.25;253;609.75;1,701.75
Mar 20, 2017;9:15 AM;1,184;463;521.25;3,858.5;1,130.75;38.5;1,634.75;3,630.75;1,631.25;253.5;874.25;1,674.5
Mar 20, 2017;9:30 AM;1,180;459.5;546.75;3,914.5;1,254.75;38.5;1,634.25;3,631.75;1,612;255.25;825.25;1,643.5
Mar 20, 2017;9:45 AM;1,177;458.5;578.75;4,018.75;1,368.75;38.5;1,633.75;3,622.5;1,580.25;246.75;255;1,629
Mar 20, 2017;10:00 AM;1,176.25;466.75;634;4,130.25;1,527.25;38.5;1,633.5;3,624.75;1,558.75;238.75;331.5;1,483.25
Mar 20, 2017;10:15 AM;1,176.5;465.5;677.25;4,221.75;1,636.25;38.5;1,633;3,622.25;1,566;231.5;463;1,542.75
Mar 20, 2017;10:30 AM;1,176.25;461;710.5;4,317.5;1,747;38.5;1,633;3,615.5;1,547.5;229.75;16;1,531.25
Mar 20, 2017;10:45 AM;1,177;461.5;747;4,388;1,863.25;38.5;1,633.5;3,612;1,568.25;221.75;63;1,452
Mar 20, 2017;11:00 AM;1,177.25;465.75;766.5;4,469.5;1,968;38.5;1,633.25;3,670.25;1,576.25;209.75;493;1,420.75
Mar 20, 2017;11:15 AM;1,179.25;460.75;815.25;4,539.25;2,060.25;38.5;1,632.75;3,671.5;1,569;209;120.5;1,457.75
Mar 20, 2017;11:30 AM;1,181.25;464.25;841;4,530.5;2,154.5;38.5;1,632.25;3,689.75;1,562.75;206;395.5;1,482
Mar 20, 2017;11:45 AM;1,181;464.5;845.75;4,553.25;2,213.5;38.5;1,632;3,685;1,582;208;373.25;1,496.25
Mar 20, 2017;12:00 PM;1,181.5;468.25;839;4,559.75;2,253.75;38.5;1,631.75;3,735.75;1,592.5;216.25;417.5;1,470.25
Mar 20, 2017;12:15 PM;1,182.5;464.75;829;4,635.5;2,274.25;38.5;1,631.75;3,758.25;1,579.25;223.25;236.25;1,515.5
Mar 20, 2017;12:30 PM;1,182.75;459.75;851.25;4,700;2,254.75;38.5;1,631.25;3,763.75;1,567;225.75;258.25;1,534.75
Mar 20, 2017;12:45 PM;1,182.5;456;867.5;4,790.25;2,269.5;38.5;1,631.25;3,766.5;1,556;223;209.25;1,563.75
Mar 20, 2017;1:00 PM;1,182.5;471.5;889.25;4,777.5;2,291;38.5;1,630;3,782;1,523.75;220.25;503;1,573.75
Mar 20, 2017;1:15 PM;1,181.5;463.75;904.75;4,827.75;2,227;38.5;1,630;3,770;1,502;223.5;428.25;1,577.5
Mar 20, 2017;1:30 PM;1,181.75;462;917.5;4,876.5;2,202.75;38.5;1,630.5;3,774;1,482;221;190.25;1,573.25
Mar 20, 2017;1:45 PM;1,183.25;457.25;917.75;4,944.5;2,143;38.5;1,629.75;3,787;1,468.5;219.5;16.5;1,627.75
Mar 20, 2017;2:00 PM;1,182.75;457.75;917.75;4,887.5;2,076;38.5;1,630;3,906;1,443.75;218;23.25;1,506
Mar 20, 2017;2:15 PM;1,184;458.5;922.25;4,925.25;2,019.25;38.5;1,608.25;3,931;1,430.75;222;74;1,431.75
Mar 20, 2017;2:30 PM;1,184.25;461;919.25;5,056.75;1,964.75;38.5;1,608.25;3,940.75;1,414.75;221.75;57.75;1,412.75
Mar 20, 2017;2:45 PM;1,184;458;907.25;5,032.25;1,859.25;38.5;1,613;3,951.75;1,391.25;222.5;56.25;1,410.75
Mar 20, 2017;3:00 PM;1,180.5;456;883;5,041.25;1,755.75;38.5;1,625.25;4,002.25;1,390.25;223.25;0;1,396.25
Mar 20, 2017;3:15 PM;1,181.5;460;914;5,064.75;1,695.5;38.5;1,627.25;4,016.75;1,376.75;224.75;53;1,385.75
Mar 20, 2017;3:30 PM;1,184.25;456.25;921;5,020.5;1,578.5;38.5;1,628.5;4,024.75;1,373.25;225.25;53;1,422.25
Mar 20, 2017;3:45 PM;1,186.75;456.25;929;5,060.75;1,474.5;38.5;1,617.25;4,018.25;1,393.5;224.75;50;1,411.5
Mar 20, 2017;4:00 PM;1,185.75;458.25;934;5,087.5;1,316.5;38.5;1,621.5;4,018;1,349.75;223;0;1,415.25
Mar 20, 2017;4:15 PM;1,184.75;457;936.75;5,195.75;1,152.25;38.5;1,628.75;4,035.25;1,294.75;225.75;60;1,414.25
Mar 20, 2017;4:30 PM;1,185.5;457;941.25;5,054.25;981.5;38.5;1,629;4,032;1,299.75;228.75;102.75;1,366.5
Mar 20, 2017;4:45 PM;1,185.25;458.75;945.75;5,116.25;799.5;38.5;1,629.5;4,022.25;1,323.25;230.5;53.5;1,412.25
Mar 20, 2017;5:00 PM;1,185.75;454;950.5;5,232;609;38.5;1,627.25;3,980.5;1,302.25;231;27.75;1,355
Mar 20, 2017;5:15 PM;1,185;454.25;949.75;5,286;441.75;38.5;1,628.5;3,997.25;1,338;230.25;99.5;1,386.75
Mar 20, 2017;5:30 PM;1,184.75;459.5;967.5;5,313;284.75;38.5;1,630;3,994.75;1,370.5;231;343.75;1,463.25
Mar 20, 2017;5:45 PM;1,184;465.25;929.25;5,444;160.75;38.5;1,630.25;3,979.5;1,324;229.5;545;1,537.25
Mar 20, 2017;6:00 PM;1,181.5;451.25;885.75;5,477.25;50.25;38.5;1,624.5;3,870.5;1,320.5;230;94;1,700.25
Mar 20, 2017;6:15 PM;1,181.25;455.75;861;5,499.25;7.25;38.5;1,623.5;3,847.75;1,347.25;231;83.5;1,744
Mar 20, 2017;6:30 PM;1,181.75;456.25;813;5,607;0.5;38.5;1,629.5;3,841.75;1,341;233;698;1,723
Mar 20, 2017;6:45 PM;1,182.25;469.75;801;5,670.75;0;38.5;1,629.25;3,842;1,341.75;230;973;1,690.25
Mar 20, 2017;7:00 PM;1,183.75;470.5;774;5,756.5;0;38.5;1,629.75;3,802.75;1,332.5;227.5;558.5;1,745.5
Mar 20, 2017;7:15 PM;1,183;457.75;761.25;5,825;0;38.5;1,629.75;3,791.5;1,332;227.5;520.5;1,699.75
Mar 20, 2017;7:30 PM;1,183;452;758.75;5,927.25;0;38.5;1,629.75;3,787;1,346;231;294.75;1,669.5
Mar 20, 2017;7:45 PM;1,182.25;450.25;800.25;6,083;0;38.5;1,622.5;3,780.25;1,325.5;230.25;359;1,675
Mar 20, 2017;8:00 PM;1,182;455.75;826.25;6,115.25;0;38.5;1,623.5;3,800;1,264.75;229;273;1,900.75
Mar 20, 2017;8:15 PM;1,181.5;457.5;836.25;6,180.5;0;38.5;1,621;3,806.5;1,153;227;111.75;1,796.5
Mar 20, 2017;8:30 PM;1,180;452.5;852.5;6,258.75;0;38.5;1,618.75;3,805.75;1,127;224.25;0;1,679.75
Mar 20, 2017;8:45 PM;1,180.25;455.75;851;6,244.75;0;38.5;1,604;3,789.25;1,016.5;215.75;0;1,583.25
Mar 20, 2017;9:00 PM;1,178.75;467;858.75;6,267.25;0;38.5;1,605.25;3,750.25;897;210.5;36.25;1,434
Mar 20, 2017;9:15 PM;1,178.25;455.75;850.75;6,326.25;0;38.5;1,599;3,728.5;794.75;209;0;1,387.5
Mar 20, 2017;9:30 PM;1,178.25;452.25;846.5;6,321.25;0;38.5;1,590.75;3,740.5;730;204.75;0;1,425
Mar 20, 2017;9:45 PM;1,178;451;892;6,308.25;0;38.5;1,569.5;3,721;712;195;54.5;1,359
Mar 20, 2017;10:00 PM;1,177.5;462.5;916.5;6,101.5;0;38.5;1,581.5;3,829.75;650.25;192.5;13.5;1,279.5
Mar 20, 2017;10:15 PM;1,176.5;443.5;960.5;6,028.25;0;38.5;1,580.5;3,862.75;579.25;192.5;0;1,356
Mar 20, 2017;10:30 PM;1,169.25;443;960.25;6,001.25;0;38.5;1,566.75;3,820.25;574.25;191.5;0;1,317.25
Mar 20, 2017;10:45 PM;1,176.75;446.75;959.5;6,068.75;0;38.5;1,560;3,800.5;576;190.5;0;1,236.5
Mar 20, 2017;11:00 PM;1,174.5;456;960.25;6,052.25;0;38.5;1,566.25;3,807.25;584;183;0;1,088.25
Mar 20, 2017;11:15 PM;1,170.25;441.75;965.75;6,008.75;0;38.5;1,562;3,757;573.75;181.75;0;1,046.5
Mar 20, 2017;11:30 PM;1,166.5;441.5;1,010;5,929.5;0;38.5;1,550.75;3,685.5;568.25;181.75;0;1,076.75
Mar 20, 2017;11:45 PM;1,164.75;445.5;1,012.25;5,850;0;38.5;1,541.5;3,589.75;543;181.75;1.25;1,165
Mar 21, 2017;12:00 AM;1,176;451.75;1,010.25;5,813.5;0;38.5;1,537.75;3,344.75;542;171.75;1.25;1,068.25
Mar 21, 2017;12:15 AM;1,175.5;446.5;1,004.25;5,705.25;0;38.5;1,533.75;3,328;528.5;168.75;0;1,068.75
Mar 21, 2017;12:30 AM;1,174.25;443.75;1,003;5,683;0;38.5;1,532.75;3,316.5;526;167;1.25;1,034
Mar 21, 2017;12:45 AM;1,174;448;1,000;5,558.25;0;38.5;1,530.75;3,333.25;529.75;169.5;1.25;1,105
Mar 21, 2017;1:00 AM;1,174.25;452.75;1,001.75;5,447.5;0;38.5;1,534.5;3,295.25;528.75;169.75;1.25;1,120
Mar 21, 2017;1:15 AM;1,174.5;450;1,001.5;5,333.5;0;38.5;1,537;3,303.25;529.25;171.25;0;1,237.75
Mar 21, 2017;1:30 AM;1,174.5;451.5;998.5;5,211.25;0;38.5;1,560.5;3,325.25;527.5;171.5;0;1,267
Mar 21, 2017;1:45 AM;1,171.5;450.5;992.25;5,039.5;0;38.5;1,600;3,350;532.75;172.5;0;1,219.75
Mar 21, 2017;2:00 AM;1,168.25;450.5;979.5;4,831.25;0;38.5;1,625.25;3,408.5;532.75;172.25;0;1,168.25
Mar 21, 2017;2:15 AM;1,171;454.25;965.5;4,764.5;0;38.5;1,628.75;3,439.75;537.5;173.75;0;1,161.75
Mar 21, 2017;2:30 AM;1,176.75;467.25;957.5;4,621.5;0;38.5;1,629;3,440;545;173.25;0;1,163.5
Mar 21, 2017;2:45 AM;1,177;461.25;947;4,516.75;0;38.5;1,629;3,451;560.25;174;0;1,186
Mar 21, 2017;3:00 AM;1,175;455.5;928;4,455.5;0;38.5;1,629.75;3,488;560.25;176.5;0;1,225
Mar 21, 2017;3:15 AM;1,170;453.5;900.75;4,343;0;38.5;1,630;3,538.5;560.75;177.75;0;1,253.75
Mar 21, 2017;3:30 AM;1,168.25;463.75;894;4,252.25;0;38.5;1,629.75;3,579.25;571.75;178;0;1,211.75
Mar 21, 2017;3:45 AM;1,164.75;462;897.25;4,123.25;0;38.5;1,630;3,623.5;604.25;178.5;0;1,178
Mar 21, 2017;4:00 AM;1,160;447.75;894.25;4,043;0;38.5;1,630.5;3,625;631.75;183.5;0;1,151.25
Mar 21, 2017;4:15 AM;1,156.75;439.5;900.25;4,038.25;0;38.5;1,630;3,623.75;654;187;0;1,135
Mar 21, 2017;4:30 AM;1,165.75;441.5;898.25;3,976.75;0;38.5;1,630;3,621.75;691.75;189;0;1,096.25
Mar 21, 2017;4:45 AM;1,171.25;454.75;912.25;3,893.5;0;38.5;1,630.5;3,676;722.25;187.25;93.5;1,071.75
Mar 21, 2017;5:00 AM;1,164.5;454.25;926.25;3,761.25;0;38.5;1,629.5;3,708.5;818.75;184.75;0;1,047.75
Mar 21, 2017;5:15 AM;1,162.5;452.5;932;3,694.25;0;38.5;1,628.75;3,709;963;189.25;0;1,094.75
Mar 21, 2017;5:30 AM;1,163.5;458.5;911.75;3,682;0;38.5;1,628.5;3,733.75;1,059.25;199;39.25;1,059.25
Mar 21, 2017;5:45 AM;1,164.5;460.5;918.25;3,663.75;0;38.5;1,628.25;3,744.75;1,131.5;207.25;68.5;1,146
Mar 21, 2017;6:00 AM;1,164;467.75;937.5;3,663.75;0.5;38.5;1,625.5;3,642.75;1,194.5;233.5;192;1,316.5
Mar 21, 2017;6:15 AM;1,163.25;456;966.25;3,653.25;6.5;38.5;1,629.25;3,642.75;1,286.75;258.75;202.75;1,334.25
Mar 21, 2017;6:30 AM;1,163.75;464.5;972.75;3,643;31.5;38.5;1,635.5;3,650.25;1,411.5;274.75;415.25;1,355.75
Mar 21, 2017;6:45 AM;1,160.25;464.25;978.25;3,536.25;95.25;38.5;1,635.75;3,671;1,508.25;281.25;568.5;1,423.5
Mar 21, 2017;7:00 AM;1,161;452.25;984.25;3,476;195.5;38.5;1,632.75;3,686;1,523.5;286.25;307;1,397
Mar 21, 2017;7:15 AM;1,163.25;451.75;986.5;3,471.75;309.75;38.5;1,635.5;3,704.25;1,588.5;292.5;367;1,465.5
Mar 21, 2017;7:30 AM;1,166;449.5;994.5;3,438.75;450.25;38.5;1,634.75;3,699.5;1,642.75;296.25;502.25;1,509.75
Mar 21, 2017;7:45 AM;1,163.25;451;991;3,398.5;613.75;38.5;1,636.5;3,667.5;1,691.5;302.75;549.75;1,533.5
Mar 21, 2017;8:00 AM;1,162.25;452;1,003.5;3,360.75;777.75;38.5;1,637;3,616.25;1,739;302;895.5;1,551
Mar 21, 2017;8:15 AM;1,163.5;453;1,002.25;3,386.25;939;38.5;1,636.75;3,612.75;1,759.5;307.5;646.5;1,528
Mar 21, 2017;8:30 AM;1,164.75;446.25;996.75;3,395.25;1,167.5;38.5;1,640.5;3,618.25;1,796.75;317;605.75;1,555
Mar 21, 2017;8:45 AM;1,168.75;437.25;987;3,315.75;1,373.5;38.5;1,636.75;3,607.5;1,837;332.5;347.75;1,571.5
Mar 21, 2017;9:00 AM;1,166.25;436;995.75;3,323.25;1,578.25;38.5;1,633;3,611.25;1,845.25;344.75;310.75;1,563
Mar 21, 2017;9:15 AM;1,162.25;434.5;1,000;3,391.5;1,767;38.5;1,628.75;3,613.25;1,837.5;361;240.5;1,479.75
Mar 21, 2017;9:30 AM;1,163.5;434.5;1,000.25;3,472;1,910;38.5;1,635;3,625.5;1,825.5;363.25;220.5;1,443
Mar 21, 2017;9:45 AM;1,164.75;437;1,000.75;3,598;2,027.25;38.5;1,635.25;3,628.5;1,800;354.25;160.25;1,441.25
Mar 21, 2017;10:00 AM;1,166.5;438.75;1,000.75;3,688;2,146.25;38.5;1,635;3,648.5;1,723;355.25;183.25;1,461.75
Mar 21, 2017;10:15 AM;1,167;439.25;939.25;3,777;2,239.5;38.5;1,635.75;3,653.25;1,661.25;357.75;217.75;1,463.5
Mar 21, 2017;10:30 AM;1,166.25;437.5;929;3,837.5;2,269.75;38.5;1,634.75;3,656.75;1,637.5;357;298.25;1,466.75
Mar 21, 2017;10:45 AM;1,166;438.75;870;3,780.5;2,323;38.5;1,634.75;3,652.25;1,606.5;356.25;208;1,500.5
Mar 21, 2017;11:00 AM;1,167;440.25;850.5;3,726.75;2,414.25;38.5;1,634.75;3,656.25;1,581.25;352.75;380.25;1,501.5
Mar 21, 2017;11:15 AM;1,168.5;437.25;852.5;3,730;2,489.5;38.5;1,634;3,652.25;1,575.75;349.75;502.75;1,455
Mar 21, 2017;11:30 AM;1,169;437.5;848.25;3,773;2,449.5;38.5;1,634.25;3,647.25;1,641.75;351.25;482.5;1,472
Mar 21, 2017;11:45 AM;1,169.25;438;850.75;3,812.75;2,453.75;38.5;1,634;3,663.75;1,728.75;351.5;411;1,355.75
Mar 21, 2017;12:00 PM;1,168.25;436.25;855.75;3,821.75;2,466.5;38.5;1,634.5;3,677;1,734;342;243.25;1,365.5
Mar 21, 2017;12:15 PM;1,166.75;435.5;854;3,849;2,494.5;38.5;1,634.25;3,696.5;1,692.75;338;188.25;1,322.5
Mar 21, 2017;12:30 PM;1,168;435.5;854.75;3,790.25;2,526.5;38.5;1,633.75;3,710.25;1,706.25;338;189.25;1,291.5
Mar 21, 2017;12:45 PM;1,166.5;437;857;3,867.25;2,512.75;38.5;1,632.25;3,719;1,692;338.5;184.25;1,332.25
Mar 21, 2017;1:00 PM;1,167.75;440.25;832.25;3,859.75;2,507.75;38.5;1,634.75;3,795.5;1,678.5;336;161.5;1,498.75
Mar 21, 2017;1:15 PM;1,171;442.25;779.25;3,779;2,449;38.5;1,632.25;3,793.25;1,686.5;339.5;168.25;1,419.25
Mar 21, 2017;1:30 PM;1,171;441.5;778.75;3,807.5;2,391.5;38.5;1,631.5;3,798.25;1,709;361.5;139.25;1,398.25
Mar 21, 2017;1:45 PM;1,169.25;439.75;780;3,807.5;2,307.25;38.5;1,631.75;3,795.25;1,728.5;379.25;134.75;1,363
Mar 21, 2017;2:00 PM;1,167.5;444;782;3,757;2,220.5;38.5;1,631;3,786.5;1,811.75;386;245;1,436.25
Mar 21, 2017;2:15 PM;1,167.75;446;780.25;3,757.25;2,084;38.5;1,630.5;3,750.5;1,817.75;389;258;1,458.75
Mar 21, 2017;2:30 PM;1,170.25;458;779.75;3,695;1,992.5;38.5;1,630.5;3,764;1,827.5;395.75;195.5;1,421.75
Mar 21, 2017;2:45 PM;1,174.25;477;775;3,708.5;1,838.25;38.5;1,630.75;3,763.25;1,881.75;404.25;297.5;1,377.25
Mar 21, 2017;3:00 PM;1,175.5;471.25;779;3,746;1,677.75;38.5;1,630.75;3,701.5;1,957.25;435.75;253.25;1,445.75
Mar 21, 2017;3:15 PM;1,176.5;465.5;780;3,747.5;1,525.75;38.5;1,631;3,682;1,985;439;216.75;1,463.25
Mar 21, 2017;3:30 PM;1,175.75;471.25;779.75;3,753.75;1,383.75;38.5;1,631;3,688.5;1,952;442.75;275.75;1,438.25
Mar 21, 2017;3:45 PM;1,176.75;470.5;781.5;3,731.25;1,240.75;38.5;1,631.25;3,696.75;1,999.75;442.25;288.5;1,415.75
Mar 21, 2017;4:00 PM;1,179.25;461;784.25;3,749.5;1,073;38.5;1,630.5;3,698.5;2,113.25;442.25;80.25;1,410.25
Mar 21, 2017;4:15 PM;1,177.75;465.5;817;3,711.75;895.25;38.5;1,631.25;3,713.5;2,196.75;441.75;110.75;1,434.75
Mar 21, 2017;4:30 PM;1,177.5;470;859;3,625;746.75;38.5;1,631.75;3,706;2,231.5;446.75;151.75;1,533.25
Mar 21, 2017;4:45 PM;1,179.25;470.75;873.25;3,531.75;610;38.5;1,632.25;3,720;2,196;444.25;240.5;1,557.75
Mar 21, 2017;5:00 PM;1,178.75;459.5;934.5;3,350.5;469.75;38.5;1,631.75;3,785.5;2,191.5;438;134.5;1,571.5
Mar 21, 2017;5:15 PM;1,178.25;463.5;926.5;3,326.75;347.5;38.5;1,632.5;3,833.25;2,252.5;446.75;215.5;1,648
Mar 21, 2017;5:30 PM;1,178.5;473.25;924.5;3,116;244;38.5;1,632.75;3,852.25;2,361.25;456.25;246.75;1,657.25
Mar 21, 2017;5:45 PM;1,178.25;482.5;923;2,882.75;153;38.5;1,633.25;3,879.25;2,452.25;466.25;562.5;1,659.75
Mar 21, 2017;6:00 PM;1,177.5;464.75;931.25;2,725.75;75.5;38.5;1,632.75;3,904;2,563.5;477.75;556.5;1,708.5
Mar 21, 2017;6:15 PM;1,178;466;935.75;2,588.75;27.75;38.5;1,633.5;3,936.75;2,657.25;484.5;387;1,777.75
Mar 21, 2017;6:30 PM;1,181;487.25;937;2,424;5.25;38.5;1,633.5;3,955.5;2,721;488;1,078.5;1,788.25
Mar 21, 2017;6:45 PM;1,178.75;489.5;945.25;2,327.75;0;38.5;1,633.75;3,959.75;2,768.25;483.75;1,324.5;1,774.25
Mar 21, 2017;7:00 PM;1,178.25;484;1,010.5;2,257.25;0;38.5;1,633;3,943.5;2,782.25;485;906.75;1,776
Mar 21, 2017;7:15 PM;1,179.75;480.75;1,005.25;2,254.75;0;38.5;1,633.25;3,957;2,757.25;487;867.5;1,833.25
Mar 21, 2017;7:30 PM;1,182.25;484.25;1,004;2,190;0;38.5;1,633.5;3,959;2,759.75;485.5;1,257.75;1,856.75
Mar 21, 2017;7:45 PM;1,184.25;477.25;1,001;2,167.25;0;38.5;1,633.75;3,959.25;2,755.5;483.75;1,164.25;1,822
Mar 21, 2017;8:00 PM;1,182.5;481.5;1,000;2,094.5;0;38.5;1,633.5;4,017;2,794.25;461.25;1,027;1,765.5
Mar 21, 2017;8:15 PM;1,182.75;460.75;1,002.75;2,034;0;38.5;1,633.5;4,019.5;2,821;457;509.5;1,699
Mar 21, 2017;8:30 PM;1,183.75;452.75;1,004.75;2,028;0;38.5;1,634;4,039.5;2,842.5;442;521.75;1,590.5
Mar 21, 2017;8:45 PM;1,183;447;999.75;1,967.5;0;38.5;1,632.75;4,015.75;2,860;433.5;398.5;1,530.75
Mar 21, 2017;9:00 PM;1,182.25;450.5;998.25;1,947;0;38.5;1,635.5;3,995.5;2,841.25;398.25;425.5;1,494.75
Mar 21, 2017;9:15 PM;1,178.75;444.25;997.75;1,907.25;0;38.5;1,636.25;3,962.75;2,835.25;367.5;296.75;1,446.25
Mar 21, 2017;9:30 PM;1,178.5;442.25;993.75;1,892.5;0;38.5;1,635.5;3,924.75;2,829.25;371.5;81.5;1,486.25
Mar 21, 2017;9:45 PM;1,180;442.5;984.25;1,871;0;38.5;1,634;3,911.5;2,833.75;375.75;36.75;1,517.5
Mar 21, 2017;10:00 PM;1,179.5;444;963;1,769.75;0;38.5;1,635.75;3,877.5;2,804.75;365.75;147.75;1,469.5
Mar 21, 2017;10:15 PM;1,176.5;442.5;944.75;1,763.5;0;38.5;1,637;3,854.25;2,746.75;364;39;1,446.75
Mar 21, 2017;10:30 PM;1,175.5;450.25;949.25;1,747;0;38.5;1,637.25;3,849.75;2,636.5;365.5;37.5;1,470
Mar 21, 2017;10:45 PM;1,178.75;443;937.25;1,736.75;0;38.5;1,637;3,861.25;2,518.75;347.5;38.25;1,389.25
Mar 21, 2017;11:00 PM;1,179.25;444.25;943;1,746;0;38.5;1,637;3,915.5;2,419.75;359.5;55.25;1,411.25
Mar 21, 2017;11:15 PM;1,180.5;444;941.75;1,751.75;0;38.5;1,637.75;3,907.25;2,316.25;365.5;23.25;1,359.5
Mar 21, 2017;11:30 PM;1,182.25;443.75;947;1,733;0;38.5;1,637.25;3,913.5;2,194.5;366.75;22.75;1,339.25
Mar 21, 2017;11:45 PM;1,179;444;943;1,739;0;38.5;1,636.5;3,915.75;2,108.75;345.25;21.25;1,292.5
Mar 22, 2017;12:00 AM;1,174.75;447.75;946.75;1,731.25;0;38.5;1,637;4,004;2,070.5;348.5;3.25;1,357.75
Mar 22, 2017;12:15 AM;1,174.5;448.75;938.75;1,736.25;0;38.5;1,638.75;3,991.5;2,109.25;337.5;2;1,375.25
Mar 22, 2017;12:30 AM;1,175;449.75;941.5;1,708.5;0;38.5;1,639;3,995;2,123.5;333.25;0;1,350.25
Mar 22, 2017;12:45 AM;1,174.75;448;944.75;1,699.75;0;38.5;1,636.25;3,990.75;2,110.75;327.5;1.75;1,338.25
Mar 22, 2017;1:00 AM;1,174.75;451.5;929.5;1,679.75;0;38.5;1,625;3,982.25;2,142.75;310;0;1,308.5
Mar 22, 2017;1:15 AM;1,173.75;448.25;886;1,666.25;0;38.5;1,624;3,975.25;2,146;302.75;3.5;1,440.5
Mar 22, 2017;1:30 AM;1,173.75;449.5;862.5;1,647.5;0;38.5;1,624.75;3,985.75;2,132.75;298.5;2;1,467
Mar 22, 2017;1:45 AM;1,174;449;844.5;1,630;0;38.5;1,623;3,977.5;2,111.75;273;0;1,459.75
Mar 22, 2017;2:00 AM;1,174;452.5;786;1,595;0;38.5;1,627.75;3,997.5;2,011.5;283.75;8.75;1,448.25
Mar 22, 2017;2:15 AM;1,174.25;450;791.25;1,570.75;0;38.5;1,628;3,997.25;2,048;298.5;5.75;1,443.75
Mar 22, 2017;2:30 AM;1,176.25;447.25;800.5;1,567.5;0;38.5;1,616.25;4,011.5;2,070.75;311;0;1,426
Mar 22, 2017;2:45 AM;1,176.5;446;805.5;1,564.75;0;38.5;1,595.5;4,015;2,097.25;311.75;0;1,440.5
