"","G_gas","G_coal_brown","G_coal_hard","G_bio","G_hydro","G_nuclear","G_wind_on","G_wind_off","G_pv","G_otherRE","G_phes","G_otherCONV"
"6994",4975.75,16079,13756.75,3825,1544.75,10284.25,2016.25,1479.25,9788.75,139,760.75,7503
"6995",4763.75,15807.5,13222.5,4090.5,1600.75,10265.75,1795,1466.25,13290.75,139,217,7504.25
"6996",4363,15419.75,12889.75,4096.75,1608.5,10233.5,1840.25,1425,15165.75,139,45.75,7516.75
"6997",4245.25,15267.5,11835.5,4099.5,1578.25,10217,1794,1171.75,15596.25,139,5,7154.25
"6998",4303.5,15246.25,11949,4106.25,1581.25,10205,1874.5,881.5,14394.75,139,378.5,7031.75
"6999",3810.25,15262,12622,4097.5,1575.25,10186.25,2152,897.75,11437.75,139,668,7232.5
"7000",3727.75,15606.25,12780.75,4089.5,1596.25,10173.5,2423,1181.75,6741.5,139,334.5,7585.25
"7001",4099,15866.5,13448.5,4107,1608,10159.75,3644,1852,1895.25,139,1565.25,7617.25
"7002",4472.5,15909,13573.25,4119.25,1628.5,10180.25,6201,2630.75,38,139,3322.25,7672.5
"7003",4158.5,15998.75,13428,4120,1582,10168,8572.5,3339,0,139,1510.25,7302.5
"7004",3563,16293.75,11724.25,4118.75,1597.5,10009,9925.5,3551,0,139,400.25,7349.25
"7005",2949.5,16388.25,9316.75,4110.75,1595.5,9927.5,10366.25,3438,0,139,103.25,6575.5
"7006",2277.5,16476.25,7792,4100.75,1582.5,9939.5,10136.5,3430.5,0,139,58.75,5839.25
"7007",1799.25,16473,6012.25,4098.75,1582.25,9956.25,10097.75,3326.5,0,139,111.75,5164.75
"7008",1549.5,16480.5,4676.25,4099,1597.5,9969.25,9944.75,3174.5,0,139,144,4165.25
"7009",1492.25,16443,4727.75,4090.75,1559.25,9980,9787,2998.75,0,139,12.25,4514
"7010",1006.25,15997.5,4916,4093,1546.5,9966.5,9672.25,2968.75,0,139,1.25,4272.25
"7011",1025.25,16029.5,4241.75,4094.75,1530.5,9964.25,9449.25,3186,0,139,1.75,4196.25
"7012",1179.25,16024.75,4755.5,4100.75,1551.25,9982.75,9209.75,3022.75,0,139,2.75,4417.5
"7013",1489.75,15920.5,6169.75,4111.25,1538.75,9983,9019.5,3194.5,0,139,86,5289
"7014",2475.25,16040.75,8636.75,4141.25,1536.25,10001,9895.75,3464,0,139,1166.5,6646.5
"7015",3149.25,15456,10018.75,4146.75,1531.75,10082.75,10911.25,3165,10.25,139,2891.5,7208.75
"7016",3193.25,15081.5,9713.75,4158,1540,10233.25,12279.75,3161.5,1081,139,2713,7636.75
"7017",3164,15502.75,9479.5,4163.75,1529.5,10237,12805.25,3238.75,3903,139,1199.25,7387.75
"7018",2960,15903.75,8655.5,4171.25,1528.25,10224.75,12411,3342.75,6872.75,139,506.25,6830.75
"7019",2949.5,15842.75,8202.5,4147,1507.5,10213.5,12899.5,3149.5,9148.25,139,79.75,6319.5
"7020",2617.75,15740.75,6944.25,4125,1486.5,10187.5,13091.75,2956.25,10688,139,107.75,6255.5
"7021",2317,15712.75,6163.75,4129,1486.75,10111,13225.5,2847.5,10672.5,139,1.5,6232.75
"7022",2415.75,15755.25,5786.5,4133,1473.25,9893,13254,2844.5,9186,139,244,6436.25
"7023",2427.25,15395.75,5492,4135.25,1462,9874.25,12948.5,2767.25,6755,139,78,6958
"7024",2752.25,15322,6726.75,4150.25,1457.25,9881.75,12668.25,2934.75,3643,139,276,7130.5
"7025",2887.25,15652.75,8329.75,4158.25,1469.5,9892.5,12507.5,2731,942.25,139,1397.5,7687
"7026",2796.25,15660,8702.25,4157.75,1439.5,9886.5,13112.25,3182.25,16.5,139,1431.5,7183.5
"7027",2696.25,15589.5,8621.75,4171,1425.5,10024.75,14041.75,2904,0,139,847.5,6892.5
"7028",2570,15624.75,7197,4171.5,1431.5,10150,14198.5,2552.75,0,139,566.25,6103
"7029",2022,15710.75,5221.25,4138.5,1443.5,10177,13423.75,2550.75,0,139,576.5,5533.25
"7030",1248.25,15876.5,4381.75,4132.75,1454.25,10188,12492.75,2038.75,0,139,387.25,6051.25
"7031",802,16167.75,3826.5,4141.5,1469.75,10154.75,11450.75,1579,0,139,383.25,5639.75
"7032",788,16301.75,3591.25,4126.75,1427.75,10144.75,10358.25,1508.75,0,139,42,4410
"7033",792.25,16458.5,3178.75,4129,1426.75,10147.5,9704.25,1259.75,0,139,34.75,4108.75
"7034",790.25,16589.5,2927.5,4128.25,1407.5,10156.75,9225,950,0,139,0.25,3808.5
"7035",800.5,16675.75,2868.75,4135,1452,10164.75,8817.75,824.25,0,139,1,3859
"7036",785,16690.25,2977.5,4140.5,1402,10169.25,8370.5,1136.75,0,139,0,3897.75
"7037",831.25,16823,2850.25,4155.5,1410.75,10162.5,8222,990.75,0,139,0.5,4153.75
"7038",826,16885.75,3358.5,4149.5,1402.5,10127,8417.25,1413.5,0,139,74,4378
"7039",836.25,16839.5,5085,4161.5,1403.75,9598.25,8366.75,1602,5.25,139,1162.5,4595.75
"7040",839.75,16863,6430.25,4189.75,1483.5,9602.75,8154.75,1885.5,618,139,2306,5493.25
"7041",857,16806.5,7087.5,4190.25,1458,9598.25,7922.25,2503,2583,139,2413.5,5471.75
"7042",874.25,16527,6974.5,4198.5,1481.75,9595.75,7564.75,3047,5108,139,2076.75,5431.75
"7043",900,16212,6857.75,4194.5,1472.5,9582.25,7200.75,3667.25,7286.5,139,1054.5,5195.5
"7044",914,16016.5,6027.75,4166.5,1439,9572.5,7418.5,3894.75,8342.25,139,480.75,5258.25
"7045",920.75,16020.5,4629.75,4169.5,1462.5,9507.25,7268.75,3917.25,7469.25,139,1053.5,5113.25
"7046",936.25,16027.25,4739.5,4166.5,1459.75,9520.5,7323,3889.25,5884.75,139,1016.5,5110.5
"7047",930.5,16081.25,5307.5,4164,1425.5,9938.5,7310.25,3583,4291.25,139,22,4864.25
"7048",948.5,16223.75,5729.75,4157.25,1454.75,10124.5,7305,3224.5,2359.5,139,416.25,5082.75
"7049",938.25,16460.5,6045.5,4173.75,1481.25,10132,7146.25,3078.75,660.5,139,1736,5235.75
"7050",939,16461,6114.5,4179.75,1464.75,10133.25,8131.5,3150,17.25,139,1710.75,5434.5
"7051",870,16702.75,6065,4192,1435.25,10124.25,8829.5,3468.75,0,139,1435,5637.25
"7052",856.75,16738.75,4661.25,4188.5,1427.5,10104,9926.75,3867.5,0,139,398,5351.25
"7053",859,16702.25,2388.25,4188.5,1439.25,10110,11202,3839.75,0,139,228,4839.5
"7054",853.25,16293.25,1656.25,4180,1448.75,9999.25,11749.25,3859.25,0,139,139.25,4813.25
"7055",850.5,15479.5,1149.25,4176.25,1447,10001.75,12794.5,4075.75,0,139,18.5,4647.25
"7056",851.75,14917.25,760,4180.75,1450,10146.5,12961,4082.75,0,139,173.25,4449
"7057",814.5,13940.5,687.75,4163,1438.75,10164,13480.25,4359.25,0,139,17.75,4406.25
"7058",827.5,13082.75,626.75,4156.25,1433.75,10164.5,14261,4453.5,0,139,54.75,4186
"7059",830.25,11918,602.75,4162,1421.5,10174,15110.5,4490.5,0,139,70,3949.75
"7060",819.75,10274.75,614.5,4156.25,1408,9952.5,16642.75,4476.5,0,139,30.25,3900
"7061",805.25,9877.25,633.25,4171.5,1403,9444.75,17490.75,4454.5,0,139,10.75,3992.25
"7062",696.5,9679.75,641.75,4171.25,1431.5,8726.5,18465,4395.25,0,139,15.75,4116
"7063",660.75,10493,671.75,4182.5,1435.5,9440.25,18596.25,4383.5,3.25,139,39,3886.75
"7064",832.5,12553.25,723.25,4199.25,1441.75,10092.25,18183.5,4255.75,702.5,139,36,4176.25
"7065",852,13633.25,742.75,4198.5,1470.5,10139.5,18073,3955,3148.25,139,83.5,4067
"7066",861.5,14420.25,708.25,4201.5,1473.5,10144.75,18414.25,3737.5,5580.25,139,0,4273
"7067",867,14768.25,737.5,4201.5,1466.75,10148.25,18893.75,2989.5,7292,139,148,4252.25
"7068",863.75,14057.25,723,4179.75,1512.75,10167.75,17648,2598.75,7841.25,139,162.25,4641
"7069",842.75,15043.75,756.25,4176.5,1503,10181,16154.5,2283.25,7499.25,139,63,4288.5
"7070",831,15455.75,899,4159,1519.5,10195.25,14500.75,2362.25,6221.5,139,585.5,4580.75
"7071",811.75,15701,1066.5,4143.5,1500.75,10196,13246.75,2297,4441.75,139,1013.75,4457.5
"7072",810.75,16077,1736.75,4161,1485.25,10214.5,12302,2507.75,2595,139,662.25,4475.75
"7073",820.75,16506.75,2004.75,4177.75,1509.5,10234.5,11820.5,2382.25,742.75,139,1264.5,5267.5
"7074",958.75,16671.5,2952.75,4192,1504.25,10234.75,11839.5,2193,9.5,139,3021.5,5320.25
"7075",1328.5,16726,2948.75,4198,1471.5,10222.75,12208.5,2091.75,0,139,3227.75,5097.25
"7076",1359.5,16783,2819,4194,1449.75,10207.5,12348.5,2037,0,139,1367.25,5091.25
"7077",1269.25,16815.25,2843.25,4194.75,1456,10226,12513.75,1600.25,0,139,740.5,4792
"7078",1259,16823.75,2835.5,4173.25,1455.25,10221,12022.75,1292.25,0,139,640,4736.75
"7079",1271.75,16832,2532.25,4170.75,1499,10190.25,11673.75,1303.75,0,139,237.5,4004.5
"7080",1280.25,16762.5,1845.25,4161.75,1472.75,10142.5,11286.25,1517,0,139,63.25,3857
"7081",1147.75,16833.25,1545.75,4154.25,1493.5,10153.75,11090.25,1920.75,0,139,58,4098.5
"7082",1138.25,16735.75,1595.25,4146.75,1458,10106.5,11156.5,2503.5,0,139,37.75,4346.75
"7083",1174.75,16520.75,2202,4151,1465.25,9957,11151,2685.75,0,139,35.5,4671.75
"7084",1169.5,16617,3830.25,4161.25,1499.75,9978.75,11061.75,2735.25,0,139,0,4963.25
"7085",1377.5,16950.25,6136.5,4187.75,1476,10173.75,11074.5,2759.25,0,139,20.75,5297.25
"7086",1969,16960,9397,4194.25,1474,10161.75,11731.25,2483.75,0,139,517,6205.75
"7087",2548.75,16955,11780,4187.25,1495.25,10197.75,11861.25,2429,1.75,139,2021.25,6729.25
"7088",3194,16827.75,12490.5,4183.75,1499.75,10207.5,12107.5,2185.75,376.5,139,1727.25,7397
"7089",3513.5,16906.5,12453,4166.75,1504.75,10048.25,12494.5,1675,1803.75,139,939.75,7604
"7090",3513.5,17014,12618.75,4177,1519.5,10007.25,12167,1786.75,3587.5,139,1259.25,7402.25
"7091",3715.25,16892,12586.75,4182.25,1517,10011,12304,1968.75,4747,139,1158.5,7112.75
"7092",4049.25,16946,12611,4181.25,1520.5,10036,12022,1634.5,5367.5,139,722.75,7005.5
"7093",4052,16964.5,12717,4167.75,1528,10228.25,11677.5,1043.75,5090.75,139,1352.75,7019.25
"7094",4037,16917.75,12978.5,4169.5,1518,10237.25,11265.25,721.75,4136.5,139,1313.5,7151
"7095",4197.75,16891.75,13345.75,4182.25,1518,10220,10107.75,686.75,3043,139,1323.25,7216
"7096",4280.5,16903,14004.5,4198.25,1522.25,10230.5,8807,773,1750.75,139,871.75,7086.75
"7097",4402.25,16906,13824.5,4215.5,1542.75,10230.25,7654.5,598.5,431.5,139,1795.25,7401
"7098",4490.75,16672.75,13346.25,4213.5,1604.5,10219,6818,452.75,4.5,139,3667.25,7949.75
"7099",4473.75,16092.25,13370,4213.25,1547.75,10202.25,6678.5,419,0,139,3124.25,7562
"7100",4405.75,16043.25,13368.75,4201.25,1567.5,10204,6602.25,458,0,139,1652.75,7263.25
"7101",4264.5,16358.5,12769.25,4203,1594.5,10213.75,6263,521.75,0,139,969.75,6979
"7102",3361.25,16725.5,12098,4193.25,1597.75,10218,5866,565.5,0,139,304.5,6981.5
"7103",2639.25,16746.5,10683.5,4186,1621.25,10222.25,5545,608.75,0,139,145.5,5934
"7104",2082,16759.25,8259.75,4180,1585.25,10214.75,5119.5,488.5,0,139,0.75,5392.75
"7105",2041.5,16677.5,6638.25,4175.25,1636.5,10212.75,4658,612.25,0,139,21.75,5531
"7106",2042.25,16808.5,6480,4164,1620.5,10217,4353.75,805,0,139,0.25,5539.75
"7107",1998.75,16957.25,6473.75,4134,1582.5,10209.25,4106.5,1212.25,0,139,0.25,5440.75
"7108",1920.75,16998.25,7283.75,4134.5,1586,10209.5,4051,1647.25,0,139,0.25,5535.75
"7109",2286.25,16954.5,9821.5,4168.25,1579.75,10205,4151.5,1752.25,0,139,0.5,6170.5
"7110",2891.5,16827,12506.75,4172.5,1659,10205,4414.5,1985,0,139,922.25,7682.25
"7111",3158.25,16879.5,12788,4178.25,1658.5,10202.25,4603,2335.25,0.75,139,3046.5,7752.5
"7112",3235,16924,12881,4193.5,1693,10191.25,5214.25,2985,415,139,2802.5,7998.75
"7113",3066,16918.5,12841.75,4190.75,1630.75,10190.5,5602,3240.75,2146.5,139,827.25,7708.5
"7114",3177.5,16971.25,12857.25,4176.5,1624,10207,6009.5,3384.75,4311.5,139,1542.5,7726.75
"7115",2952.75,16983.5,12693.75,4147.5,1627.75,10200.75,6260.5,3243.5,6090.5,139,1105.25,7744
"7116",2568,16746.25,12631.5,4175.5,1628.25,10089.25,7038.75,3421,6895.5,139,409.5,7521.25
"7117",2585.5,16888.25,12100.5,4168.25,1661.5,9954.75,7500.5,3703,6994.75,139,140.75,7111.5
"7118",2678.5,16904.75,11452,4166.25,1662.75,9923.75,7562.75,3787.75,6575.5,139,336.75,7266
"7119",2812.75,16853.25,11529.25,4177.75,1637.75,9923.25,7857.5,4010.25,4994,139,399.25,7400.5
"7120",2772.75,16848.5,11758.25,4192.5,1636,9858.25,9272.5,3835.75,2497.25,139,179.5,7695
"7121",2767.75,16752.75,12312,4194,1632.5,9815.75,10808.75,3594.75,556,139,645.25,8102.75
"7122",2819,16762.25,12374.25,4215.5,1619.75,9803.25,12707.5,3491.5,1.5,139,1338.5,8311
"7123",2592.25,16807.75,11408,4216,1592,9770.5,14775.5,3351.75,0,139,154.25,7993.5
"7124",2485.75,16894.25,8622.5,4212.5,1600,9764.25,15876.75,2998.5,0,139,85.75,7287
"7125",1852.75,16909.5,6506.25,4200.5,1616.75,9781.75,16494.75,2803.75,0,139,274.5,6827.25
"7126",1586.5,16900.5,5261.5,4189.5,1623,9805.5,16093.75,2607,0,139,347.5,6016.25
"7127",1256.75,16870.75,4586,4186,1626.75,9857.5,15711.25,2673.5,0,139,753.75,5176.25
"7128",729,15949.5,3876.75,4158.75,1579,9951.75,15700,2904.5,0,139,0.25,4388.5
"7129",728.5,15590.5,3313.5,4157.5,1585.5,10115.75,15325.75,3132.5,0,139,0.25,4448.25
"7130",714.75,15047.5,3157.5,4158.25,1595.25,10128.25,14706.5,3274.25,0,139,0,4416.25
"7131",710.25,15497,3054.5,4157.75,1568.25,10141.75,14296,3387.25,0,139,0,4522.25
"7132",782.5,16069.75,3081,4138.75,1573,10118.5,14011.25,3629.25,0,139,2,4709.5
"7133",1021,16575.75,3699.75,4156.75,1562.5,10135,14524.25,3816.5,0,139,1.25,4734.5
"7134",1562.75,16681,5908.5,4151.25,1602.75,10150.5,15728.25,2960.5,0,139,958,6158.25
"7135",1670.75,16448.5,6961.25,4145.75,1595.75,10167.25,16540,2577.5,0.5,139,1507.5,6328.75
"7136",2124,16331.5,6309.25,4150.75,1566.75,9991.75,17650.5,2578.25,418,139,2415.25,6647.75
"7137",2211,16181,6198,4138.5,1558,10008.75,18616.75,2637,2283.5,139,1429.25,6550
"7138",2264.5,16131.25,5723.25,4148,1547,10126.25,20091,2693.25,4898.75,139,598.75,6326.5
"7139",2092,16076.25,5000.25,4114.75,1536.5,10110.75,21790,2687,7209.25,139,271.75,5624.5
"7140",1820.25,16202.75,4083.75,4091,1531.25,10132.75,22738.75,2811,8470,139,78.25,5403.5
"7141",1807.25,16123,3886.25,4099,1561.75,10166.5,22612.5,2937.25,8727.75,139,47,5565
"7142",1660.25,15893.25,3787,4096,1565.75,10150.25,21610.5,2979,8675.5,139,138.75,5115.25
"7143",1727,16294.75,4458.75,4107.75,1558,10140.5,19839.25,2897,6905.5,139,149.25,5288.25
"7144",1802,16503.25,6187.25,4105.75,1534,10142.25,17094,2977.25,3906.25,139,611,5867.5
"7145",1970.25,16517.5,7298.25,4125.75,1586,10138.25,14827,3072.25,861.25,139,1999.25,6829.75
"7146",2050.25,16520,7626.5,4125.5,1576.5,10141.25,13904.5,3155,3.5,139,3792.25,6911
"7147",1916.25,16376,7832.25,4115.5,1539,10111.5,13463.5,3237.5,0,139,2384.25,6618.5
"7148",1764.75,16411,8232.5,4125.75,1505.5,10118.25,12931.5,3309.25,0,139,997.75,6234.25
"7149",1770,16020.5,8048.75,4155,1514.75,10148,12136,3396.5,0,139,1220.25,5906.25
"7150",1716.25,15862.25,7814.75,4155,1512.75,10165.75,11051.75,3476.75,0,139,313,5570.5
"7151",1882.5,15887.25,6787.75,4139,1503,10152.75,10524,3354.75,0,139,42,4904.75
"7152",2009.25,16138.5,5422,4129,1521.25,10173,9903.5,3434.75,0,139,28.75,4117
"7153",1978.25,16377.25,5393,4115,1527.25,10175,9422,3663,0,139,1.25,4268
"7154",1992.5,16388.75,5300,4110.25,1535,10166,9201,3798.75,0,139,0,4869.75
"7155",1964.75,16187,5484.25,4103.5,1546.25,10182.75,8687.5,3754,0,139,2.25,4957.25
"7156",1960,16182.75,5934.75,4099.75,1513,10191.75,8233.5,3750.25,0,139,10.25,5034
"7157",2144.5,16271.75,7606.25,4123.5,1515,10183.5,7728,3471,0,139,139.5,5048.25
"7158",2342.5,16457.5,9511.25,4135.25,1568,10188.5,7748,3246.5,0,139,1574,5913
"7159",2817,16522,10518,4142.25,1590.5,10183,7787.25,3328.5,0.75,139,3530,6581.5
"7160",3168,16559.25,10523.5,4154.25,1589,10166.75,7791.25,3373.5,464.25,139,2656.25,7133.25
"7161",3383.25,16498.25,10080.75,4151.25,1585,10181,8007.25,3303.75,2554.25,139,2349.5,7017
"7162",3481.25,16404.5,9672.75,4143.5,1573,10185.75,7879,3331.75,5106.75,139,1935.5,6995.25
"7163",3656.25,16349,9214,4156.75,1567.25,10173.5,8397.25,3630.25,7620.25,139,967.25,6840.75
"7164",3615.5,16148,9060.5,4145.5,1585.25,10155.25,9324.25,3578.5,9304.75,139,295.5,6882.25
"7165",3585.25,16249.5,8125.25,4135.75,1509.25,10137,10259,3586.5,9680.75,139,158.75,6526.25
"7166",3554.25,16263.5,7819,4140.5,1530.75,10152,10857.25,3898.25,8990.75,139,241.25,6545.75
"7167",3631,16227.5,7901.25,4154,1528.25,10144.75,10532.75,4076.5,6792.75,139,343.25,6705
"7168",3583.75,16142.25,8432,4167.5,1516.5,10031.5,9816.25,4336.5,3581,139,568.75,7154.5
"7169",3553.5,16196,8414.75,4173,1486,9912.5,9538.25,4326.5,738,139,1599.5,7851.75
"7170",3706,16124.75,8718,4185.5,1553.5,9918.25,10014.75,4235.5,2.5,139,4150.5,7529.75
"7171",3730.75,16191,8935.5,4187,1550.75,9904.25,10383.75,4146.75,1,139,2780.5,7234
"7172",3723.25,16245,8772.75,4177.75,1545.25,9902.25,10889.75,4067,1,139,1304.5,7055
"7173",3571.25,16244.75,7424.25,4174.25,1524.25,9892,11680.25,4256.25,0.75,139,682,6297.25
"7174",2796.5,16199,5552,4143.25,1545.5,9959.75,12005.25,4058.5,0,139,421.5,5510.5
"7175",1834,16025,4166.75,4135.25,1542,9978.75,12518.25,3869.75,0,139,129.25,4562.25
"7176",1881.5,15632,3433.25,4127.25,1575,10002.5,13303.25,3902,0,139,0.75,3932.25
"7177",1918.25,15619,3091.5,4126.75,1561.25,10005.25,13873.75,3923.25,0,139,1.5,3941
"7178",1671.5,15063.5,2976.5,4131.25,1541.25,9991.75,14829,3933,0,139,2.25,3819.25
"7179",1596.25,14741,2828.75,4127.25,1534,9989.75,15679,3943.25,0,139,0.75,3524
"7180",1610.75,14944.5,2897.5,4125.25,1534.75,10002.75,16531.5,3941.75,0,139,0,3221.25
"7181",1635.5,14824,2981.75,4139,1541.25,10002.5,17699.5,3836,0,139,132.5,3259
"7182",1670,15219.75,3518,4127.5,1554.25,10010,19642.75,3241.5,0,139,1005,4264
"7183",1751,15269.5,3681.25,4131,1551.25,10009.75,20428.75,3036,0.5,139,1783,4646.75
"7184",1807.5,15067,3625.75,4150,1541.25,10020.5,20480.75,3019.25,308.25,139,3538.5,5200.75
"7185",1798.5,14868.5,3487.25,4160.75,1514.25,10014,20246,3013.75,2120.5,139,2662.75,5195.25
"7186",1785.75,14852.25,3379.75,4164,1512.5,9926.75,21288,3005.25,4833.75,139,626.5,4713
"7187",1677.75,14868.25,3064.5,4166.25,1521.75,9930.5,22730.5,2956,6942.75,139,421.25,4632.5
"7188",1240.75,14771.75,2608.75,4117.25,1502.5,9822.75,24341.25,3216.25,8450.75,139,118.25,4465.5
"7189",1226,14762.75,2669.5,4150.75,1543,9719.5,24178,3359,9568.25,139,93.25,3975.25
"7190",1236.25,14282.25,2828,4172,1595.5,9943.75,23127.25,3421.75,8821.75,139,77.75,3782.25
"7191",1209,14990.75,2751.75,4178.5,1638.75,9962.75,22028.75,3295.75,6746.25,139,229,4114.5
"7192",1253.75,15184.5,2681,4191.5,1680,10027.5,20032,3364.25,3776.75,139,662.75,4544.75
"7193",1551.25,15368.75,3987.25,4181.5,1698.5,10048.5,17585.75,3474.75,795.75,139,1345.25,5045.5
"7194",1724.5,15514.25,4471.5,4176,1762.5,10065.5,16626,2918,4.5,139,3375,5616.75
"7195",1695.25,15512.25,4426.75,4192,1806.25,10061.25,15041.75,2663,1,139,3802.75,5327.5
"7196",1415,15250.75,4019.75,4194.25,1795.75,10063,14895.5,2842.25,1,139,1988.75,5044
"7197",1297,15228.25,3140.25,4195.75,1783,10053.75,15288.25,2963.25,1,139,624.75,4490.5
"7198",1256.25,14790.5,2089.75,4195.5,1796.25,10072,15406.75,2999.5,0.25,139,768.75,3901.75
"7199",1210.25,13369,1417,4175.5,1795,10055.5,16514.75,3007.5,0,139,246.25,3797.25
"7200",1176,10835.75,853.75,4158.5,1751.25,9999.75,17390.25,3015.5,0,139,951.5,3567.5
"7201",1170.75,9062.25,786.75,4153,1716.5,9971.25,18695,3018.5,0,139,833.25,3541
"7202",1159.25,7742.75,1051.75,4156.5,1698.5,9707.75,20259.75,3005.25,0,139,311,3521.75
"7203",1071.5,7527.5,1114,4155,1703.25,8989.75,21689.25,3011.5,0,139,61,3399
"7204",1079.5,7458,1102.25,4152.75,1681,8818.5,22756.5,3017,0,139,0,3854.5
"7205",1095,7451.75,1125.5,4138.5,1687.75,8827.75,23792,3018,0,139,86.75,3867.5
"7206",1198.5,7355.75,1041.25,4111,1739,8857.5,26082.25,3003.5,0,139,81.75,3831.5
"7207",1176.75,7246.25,1063.25,4145.25,1765.25,9018.75,27814.5,2999.75,0.25,139,409.75,4669
"7208",1192.25,7428.75,1126.5,4148.5,1739.75,9229.25,28579.25,3115.25,315.75,139,1048.75,4526.5
"7209",1187,7462.5,1110.25,4153,1733.75,9517.5,29575.5,3400.25,1614.25,139,1476.75,4748.5
"7210",1142.5,7454,1220,4172.75,1710.5,9607.25,31367.75,3397.75,3143,139,1195,4253
"7211",1229.5,7437.75,1263,4174.75,1712.25,9097.75,33162.75,3399.5,4268.25,139,218.25,4607.25
"7212",1100.5,7323,1266,4154,1656.25,7407.25,34500,3520.25,4782,139,37.5,4480
"7213",1097.75,7115.5,1268.25,4156.5,1609.75,7025,34731.25,3650.75,4608.75,139,105,4289.5
"7214",1099.25,7301.25,1266.25,4164.5,1612.25,6997.25,34683,3660.5,3894.25,139,117,4380.5
"7215",1069.5,7347.5,1250.5,4176.5,1638.5,6911,34872,3655.5,2678.75,139,109.75,4229.75
"7216",1078.5,6955.75,1224.75,4191.25,1678,6920.5,34692.25,3664.25,1291.5,139,204.75,4184
"7217",986.5,6890,1160.25,4186.75,1663.25,7171.25,34828.75,3665.75,204.25,139,880.5,4432.5
"7218",926.75,6989.75,1086.75,4185.5,1695.25,7323.25,35191.75,3662.25,0.25,139,1661.5,4694
"7219",921.5,6759.5,1045.5,4167,1624.25,6819.25,35565,3666.25,0,139,1338.5,4662
"7220",909.75,6630,1013.5,4144.75,1600.5,6752.25,35514.75,3635,0,139,80.25,4573.5
"7221",891,6614,1166.25,4180,1580,6410.75,35508.75,3468.5,0,139,53.5,4635.75
"7222",892.75,6772.75,1190.5,4176.25,1584.5,6440.5,34268.25,3542,0,139,70.75,4264
"7223",892,6522.25,1113,4134.75,1519.75,6484.25,33255,3254,0,139,38,3882.5
"7224",884,5491.25,1064,4120,1493.75,6200.5,29748.75,2948.75,0,139,19.5,4725.5
"7225",904.5,5572.5,1043.5,4126,1486.5,5931.5,27739,2278,0,139,0,4411.75
"7226",912.5,5496.5,1039.75,4135.5,1520.25,5861,26380.75,1486.5,0,139,41,4930.5
"7227",915.75,5376.25,1027.75,4130,1506,5834.25,26330.25,1021.25,0,139,20,4992.25
"7228",913,5452.75,1027.25,4123.5,1547.5,5930,26174.25,685.25,0,139,52.25,5047.25
"7229",910.75,5475.5,1054.5,4124,1581.5,5905.5,27889,612.25,0,139,89,5151.25
"7230",893.75,5569.5,1197.25,4063.25,1593.25,6105,30066,932,0,139,42.75,4417.25
"7231",888.5,5717,1413.25,4060.5,1579.5,6323.5,30692.75,1024.25,0.25,139,52.25,4561
"7232",886.75,5999.5,1346,4076,1635.5,6442.25,32074.5,1246.25,300.5,139,139.25,5142.25
"7233",910.5,6018.5,1030,4068.25,1570.25,6533.75,31731.25,2005.75,1928,139,547.75,4876.25
"7234",908.25,5928.75,1009.75,4101,1557.25,6710.25,32596,3117,3954,139,50.75,4708
"7235",938,5765.25,1010,4114.75,1550.5,6595.75,32939.75,3394.75,6398.25,139,46.5,4256.25
"7236",952.5,5763.5,1005.5,4105.25,1539.25,6409.25,32258.25,3544.75,8717.75,139,41.75,4457.25
"7237",918.5,5748.5,840,4112.75,1556.5,5885.25,31763.25,3398,9496,139,19,4129
"7238",915.75,5877.5,726,4115.25,1577.5,5905.75,29548.75,3426,9319,139,63,3789.25
"7239",873.75,6097.25,713,4111,1610.75,5991.5,29574,3414,7293,139,0,3832.5
"7240",788,6782.75,750,4126.5,1653,6831,27745.5,3420,4045,139,395.25,4446.25
"7241",874.25,7640.5,774.25,4124.5,1795.25,8617.75,25285,3430.5,787.5,139,1419.75,4412
"7242",846.5,8609,658.25,4124.25,1779.75,9658.25,24085.25,4429.75,1.75,139,2449,4545
"7243",702,9600,640.5,4123.5,1751,9875.5,23994.25,4338,0,139,1257.5,4612.5
"7244",703.5,9446,651,4058.25,1754.25,9774,23729,4192,0,139,795.5,3972.5
"7245",734,8787,622.25,4114,1831.5,9695.25,23094.25,4198,0,139,626.5,3973.25
"7246",695.25,8600.75,629.5,4118.75,1876,9885.5,21908,4201.25,0,139,207.75,4128
"7247",734,8457,630.75,4127.75,1912.75,9872,20412.75,4200,0,139,459,4104.5
"7248",738.75,7858.5,611.5,4104,1911.25,9667.5,19898.75,4194.5,0,139,248.75,3938
"7249",689,7567,602,4090,1852.5,9550,19826.25,4198.75,0,139,67.5,3671
"7250",646.5,7462.25,576.25,4078.25,1845,9531.25,19580.5,4207.75,0,139,69,3949
"7251",533.5,7367.5,571,4079.5,1847,9621,18948,4198.75,0,139,37.25,3586.5
"7252",570.25,7815.25,570.25,4073.5,1816.75,9722.75,18278,4189,0,139,36.75,3274.5
"7253",627,10030,573.75,4075,1805.25,9759.25,17507.75,4230.75,0,139,85.75,3906.75
"7254",669.75,12108.5,799,4083.75,1812.25,9808.5,17331.25,4387.75,0,139,43.75,4060.5
"7255",766,12581.75,1022.25,4065.25,1779.75,9929.25,16967.25,4382.25,0,139,438,4966
"7256",939.75,13208.75,1159,4110.75,1784,10052.75,15485,4324.5,699.75,139,436.5,5399.75
