Date;Time of day;Germany/Austria/Luxembourg[Euro/MWh];Denmark 1[Euro/MWh];Denmark 2[Euro/MWh];France[Euro/MWh];Northern Italy[Euro/MWh];Netherlands[Euro/MWh];Poland[Euro/MWh];Sweden 4[Euro/MWh];Switzerland[Euro/MWh];Slovenia[Euro/MWh];Czech Republic[Euro/MWh];Hungary[Euro/MWh]
Oct 14, 2017;7:00 PM;52.51;28.48;52.51;63.16;63.16;63.16;-;28.48;56.47;63.16;47.98;102.36
Oct 14, 2017;8:00 PM;43.97;27.9;43.97;54.57;54.57;44.12;-;27.9;62.08;54.57;42.69;73.83
Oct 14, 2017;9:00 PM;40.03;27.5;40.03;45.84;48.37;45.84;-;27.5;59.55;48.37;36.5;57.02
Oct 14, 2017;10:00 PM;39.07;26.91;39.07;47.1;47.1;39.07;-;26.91;51.72;47.1;34.8;51.06
Oct 14, 2017;11:00 PM;31.43;26.01;31.43;43.9;43.9;41.4;-;26.01;49.59;43.9;30.5;45.08
Oct 15, 2017;12:00 AM;34.26;25.72;34.26;34.65;42.03;34.65;-;25.72;46.55;42.03;28;34.52
Oct 15, 2017;1:00 AM;31.56;25.07;31.56;41;41;41;-;25.07;43.09;41;26.15;33.12
Oct 15, 2017;2:00 AM;30.41;25.08;30.41;31.84;37;31.84;-;25.08;41.48;37;27.16;28.01
Oct 15, 2017;3:00 AM;29.27;25.34;29.27;30.27;35.63;30.27;-;25.34;40.57;29.27;26.99;26.99
Oct 15, 2017;4:00 AM;29.04;25.99;29.04;29.04;35.57;29.04;-;25.99;40.56;29.04;26.49;26.49
Oct 15, 2017;5:00 AM;28.91;26.05;28.91;28.91;36.14;28.91;-;26.05;40.47;28.91;27.12;27.12
Oct 15, 2017;6:00 AM;31.18;25.54;31.18;31.18;38.54;31.18;-;25.54;40.38;31.18;27.34;27.34
Oct 15, 2017;7:00 AM;35.9;35.9;35.9;35.9;40.16;35.9;-;23.13;40.66;35.9;31.43;31.43
Oct 15, 2017;8:00 AM;34.22;34.22;34.22;34.22;40.77;34.22;-;26.72;43.67;40.77;34.64;37.81
Oct 15, 2017;9:00 AM;33.24;33.24;33.24;33.24;41.38;33.24;-;27.75;43.3;41.38;35.56;37.61
Oct 15, 2017;10:00 AM;31.58;31.58;31.58;31.58;42;31.58;-;27.89;40.86;42;33;38.76
Oct 15, 2017;11:00 AM;30.97;30.97;30.97;39.59;39.59;36.62;-;27.83;33.97;30.97;27.9;36.49
Oct 15, 2017;12:00 PM;22.77;22.77;25.77;38.27;38.27;33.7;-;26.8;36.56;30.7;26;33.3
Oct 15, 2017;1:00 PM;17.07;17.07;17.07;37.37;37.37;30.4;-;25.99;39.04;37.37;19;32.27
Oct 15, 2017;2:00 PM;22.44;22.44;26;30.9;35;28;-;26;36.95;35;17.72;26.07
Oct 15, 2017;3:00 PM;26.63;26.63;26.63;26.63;37.92;26.63;-;26.63;27.32;26.63;23.58;26.02
Oct 15, 2017;4:00 PM;28.03;28.03;28.03;28.03;42.02;28.03;-;27.21;20.98;28.03;27.59;27.59
Oct 15, 2017;5:00 PM;39.38;31.25;39.38;39.38;44.64;39.38;-;28.51;26.07;39.38;36.98;41.92
Oct 15, 2017;6:00 PM;45.05;28.86;45.05;45.05;50;45.05;-;28.86;45.03;45.05;45.5;49.9
Oct 15, 2017;7:00 PM;45.04;28.77;45.04;50;55.91;57.74;-;28.77;54.76;45.04;49.38;55.25
Oct 15, 2017;8:00 PM;31.75;27.77;31.75;55.91;55.91;40.36;-;27.77;59.31;36.94;43;52.25
Oct 15, 2017;9:00 PM;31.73;26.86;31.73;41.2;51.12;33;-;26.86;59.63;51.12;35.72;51.08
Oct 15, 2017;10:00 PM;29.09;29.09;29.09;39.24;48.35;42;-;25.77;53.12;45;31.4;42.05
Oct 15, 2017;11:00 PM;18.4;18.4;18.4;42.67;42.67;30.4;-;21.72;51.24;42.67;25.59;31.04
Oct 16, 2017;12:00 AM;22.99;22.99;22.99;38.09;42.02;30;-;22.99;47.01;22.99;24.58;30.04
Oct 16, 2017;1:00 AM;21.26;21.26;21.26;30;41.2;30;-;21.26;43.34;21.26;24.7;25.45
Oct 16, 2017;2:00 AM;21.86;21.86;21.86;24.47;39.99;29.7;-;21.86;41.6;21.86;22.93;22.93
Oct 16, 2017;3:00 AM;21.79;21.79;21.79;24.88;39.91;29.7;-;21.79;40.93;21.79;23.5;23.5
Oct 16, 2017;4:00 AM;22.93;22.93;22.93;23.85;39.99;28;-;22.93;40.79;22.93;23.6;26.08
Oct 16, 2017;5:00 AM;28.9;16.5;28.9;28.9;42.03;28.9;-;26.16;41.82;28.9;29.63;31.19
Oct 16, 2017;6:00 AM;42;37.65;42;42;51.35;42;-;28;45.27;51.35;40.4;51.11
Oct 16, 2017;7:00 AM;55.34;28.62;55.34;55.73;55.73;55.34;-;43.02;51.67;55.73;51.9;59.36
Oct 16, 2017;8:00 AM;51.65;37.83;51.65;64.05;64.05;65.5;-;43.08;58.27;64.05;54.4;64.72
Oct 16, 2017;9:00 AM;43.12;37.69;43.12;64.96;64.96;66.37;-;42.09;59.98;64.96;45.99;62.04
Oct 16, 2017;10:00 AM;37.3;36.89;37.3;60.29;60.29;50.34;-;37.3;61.4;60.29;40;55.19
Oct 16, 2017;11:00 AM;33.16;33.16;33.16;56.8;56.8;50.17;-;33.16;59.27;56.8;35.8;51.05
Oct 16, 2017;12:00 PM;32.26;28.56;32.26;48.1;48.31;45.58;-;32.26;59.01;48.31;33.17;49.92
Oct 16, 2017;1:00 PM;31.68;31.68;31.68;51.35;51.35;41.45;-;31.68;54.58;51.35;30.88;49.9
Oct 16, 2017;2:00 PM;40.56;37.91;40.56;40.56;53.83;40.56;-;40.56;54.03;53.83;32;52.04
Oct 16, 2017;3:00 PM;42.5;30.82;42.5;42.5;58;42.5;-;42.5;56.45;58;36.7;60.02
Oct 16, 2017;4:00 PM;44.62;39.91;44.62;44.62;62;44.62;-;43.55;58.08;62;43;60.82
Oct 16, 2017;5:00 PM;50.9;50.9;50.9;50.9;58;50.9;-;43.06;62.96;58;51;71.69
Oct 16, 2017;6:00 PM;63.47;63.47;63.47;63.47;63.47;63.47;-;47.09;64.08;63.47;61.56;78.67
Oct 16, 2017;7:00 PM;66.73;40.95;66.73;67;67;66.53;-;61.91;62.02;86;65;87.17
Oct 16, 2017;8:00 PM;45.95;37.91;45.95;62.19;62.19;45.95;-;44.85;65.79;62.19;49.17;64.98
Oct 16, 2017;9:00 PM;39.05;28.02;39.05;40.66;54.97;39;-;28.02;62.77;54.97;41;57.58
Oct 16, 2017;10:00 PM;34.07;27.12;34.07;43.01;51.34;34.9;-;27.12;55.09;51.34;38.48;56.97
Oct 16, 2017;11:00 PM;31.11;26.1;31.11;38.31;48.29;33.23;-;26.1;51.99;46.1;33;45.9
Oct 17, 2017;12:00 AM;28.95;0.12;28.95;47.3;47.3;30;-;26.1;48.04;28.95;26.48;32
Oct 17, 2017;1:00 AM;27.02;25.06;27.02;38.73;43.49;30;-;25.06;46.93;27.02;25.3;27.99
Oct 17, 2017;2:00 AM;26.99;24.59;26.99;31.87;42.38;30;-;24.59;45.07;26.99;25.69;25.69
Oct 17, 2017;3:00 AM;27.04;24.52;27.04;30.61;42.02;30.4;-;24.52;44.13;27.04;24.51;24.51
Oct 17, 2017;4:00 AM;28.06;25.22;28.06;28.22;42.02;28.33;-;25.22;43.48;28.06;24.2;24.26
Oct 17, 2017;5:00 AM;30.57;26.24;30.57;33.54;42.43;33.3;-;26.24;43.39;30.57;28.1;30.94
Oct 17, 2017;6:00 AM;34.99;27.82;34.99;53.47;53.47;36.92;-;27.82;45.09;53.47;41.98;43.96
Oct 17, 2017;7:00 AM;46.16;28.61;46.16;65.04;65.04;40.1;-;45.05;52.84;65.04;51;54.48
Oct 17, 2017;8:00 AM;44.97;28.81;44.97;67.48;67.48;44.97;-;42.09;62.76;67.48;50.4;51.13
Oct 17, 2017;9:00 AM;36.95;28.47;36.95;66;66;44;-;36.06;66.51;66;43;54.09
Oct 17, 2017;10:00 AM;33.46;28.35;33.46;65.04;65.04;37;-;32.65;65.95;65.04;36;58.17
Oct 17, 2017;11:00 AM;31.34;28.24;31.34;65.04;65.04;33.3;-;30.11;64.04;65.04;33.13;60.06
Oct 17, 2017;12:00 PM;29.24;28.1;29.24;63.98;63.98;33;-;29.24;61.99;63.98;30.26;60.13
Oct 17, 2017;1:00 PM;30.22;28.05;30.22;64.05;64.05;33.1;-;29.05;54.09;64.05;29.13;59.36
Oct 17, 2017;2:00 PM;29.72;28.03;29.72;63.22;63.22;33.1;-;28.77;53.72;63.22;29.78;62.11
Oct 17, 2017;3:00 PM;32.8;28.01;32.8;58.6;58.6;38;-;28.75;54.6;58.6;34.77;62.54
Oct 17, 2017;4:00 PM;35.47;28;35.47;59;59;45.95;-;28.41;56.81;59;38.95;64.07
Oct 17, 2017;5:00 PM;47.92;28.09;47.92;62;62;63.7;-;28.82;57.6;62;48.7;70.51
Oct 17, 2017;6:00 PM;63.36;28.2;63.36;65.2;65.2;65;-;29.68;59.41;65.2;60.45;91.12
Oct 17, 2017;7:00 PM;67.92;28.43;67.92;80.54;80.54;88.92;-;28.43;63.86;80.54;63.22;100
Oct 17, 2017;8:00 PM;47.38;28.03;47.38;68.71;68.71;81.41;-;28.03;65.74;68.71;48.15;71.54
Oct 17, 2017;9:00 PM;43.61;27.23;43.61;64.05;64.05;63.6;-;27.23;62.63;64.05;41.2;57.4
Oct 17, 2017;10:00 PM;39.99;26.24;39.99;55.13;55.13;39.1;-;26.24;53.36;55.13;39.9;51.21
Oct 17, 2017;11:00 PM;36.79;25.19;36.79;48.17;48.17;37.5;-;25.19;51.13;48.17;34.35;50.98
Oct 18, 2017;12:00 AM;33.22;25.39;33.22;45.22;45.22;33.22;-;25.39;47.43;43.21;33.95;42.41
Oct 18, 2017;1:00 AM;34.02;22.23;22.23;37.83;42.38;34.02;-;22.23;47.19;34.02;33.2;39.13
Oct 18, 2017;2:00 AM;34.02;21.39;21.39;34.02;42.03;34.02;-;21.39;44.38;34.02;32.9;33.15
Oct 18, 2017;3:00 AM;31.89;21.57;21.57;31.89;42.02;31.89;-;21.57;43.03;31.89;32.5;32.86
Oct 18, 2017;4:00 AM;31.81;21.82;24.91;31.81;42.02;31.81;-;24.91;43.28;31.81;32.2;36.28
Oct 18, 2017;5:00 AM;36.03;9.92;26.89;36.03;44.64;36.03;-;26.89;43.02;44.64;36.2;44.05
Oct 18, 2017;6:00 AM;49.87;38.68;49.87;49.87;54.45;49.87;-;28.05;44.4;54.45;48.56;58.05
Oct 18, 2017;7:00 AM;66;40.25;66;66;66;66;-;30.82;53.91;66;65.9;73.71
Oct 18, 2017;8:00 AM;69.94;37.64;69.94;69.94;69.94;69.94;-;38.06;66.23;69.94;70;73.99
Oct 18, 2017;9:00 AM;67.91;56.39;67.91;67.91;67.91;67.91;-;40.7;69.71;67.91;62.67;69.08
Oct 18, 2017;10:00 AM;64.42;64.42;64.42;65.04;65.04;65.5;-;42.02;64.55;65.04;52.9;64.77
Oct 18, 2017;11:00 AM;63.08;63.08;63.08;63.43;63.43;63.43;-;42.05;63.37;63.43;48.3;63.39
Oct 18, 2017;12:00 PM;47.93;47.93;47.93;61.84;61.84;61.84;-;46.05;63;64.48;42.3;64.77
Oct 18, 2017;1:00 PM;45.97;45.97;45.97;61.97;61.97;61.97;-;44.87;61.14;61.97;41.5;64.14
Oct 18, 2017;2:00 PM;46.07;46.07;46.07;61.99;61.99;61.99;-;46.01;60.18;61.99;41.8;63.92
Oct 18, 2017;3:00 PM;55.84;55.84;55.84;60.43;62;53.7;-;48.04;60.07;62.95;44.5;62.59
Oct 18, 2017;4:00 PM;62.65;62.65;62.65;62.65;65.48;62.65;-;48.03;59.59;65.48;49.71;60.09
Oct 18, 2017;5:00 PM;65.66;65.66;65.66;65.66;65.66;65.66;-;64.08;60.03;65.66;60;64.77
Oct 18, 2017;6:00 PM;73.41;73.41;73.41;73.41;73.41;73.41;-;73.41;62.67;73.41;73;75.02
Oct 18, 2017;7:00 PM;83.02;83.02;83.02;83.02;83.02;83.02;-;83.02;69.75;83.02;80.3;83.39
Oct 18, 2017;8:00 PM;66.84;63.47;63.47;67.03;67.03;66.56;-;63.47;78.28;67.03;60.5;67.07
Oct 18, 2017;9:00 PM;54.27;50.02;50.02;57.95;57.95;48.5;-;44.84;66.59;57.95;46.2;62.81
Oct 18, 2017;10:00 PM;40.45;40.45;40.45;55.05;55.05;40.45;-;38.09;63.51;55.05;40.6;54.36
Oct 18, 2017;11:00 PM;36.94;36.94;36.94;48.99;48.99;36.94;-;28.28;56.15;46.01;35.3;45.06
Oct 19, 2017;12:00 AM;34.28;34.28;34.28;52.58;52.58;32.4;-;28.54;48.77;52.58;36;36
Oct 19, 2017;1:00 AM;34.26;34.26;34.26;44.42;44.42;34;-;27.96;44.88;34.26;35.03;35.03
Oct 19, 2017;2:00 AM;33.59;33.59;33.59;42.12;42.12;30.5;-;27.91;44.24;33.59;33.94;33.94
Oct 19, 2017;3:00 AM;33.74;27.97;27.97;37.42;42.03;30.93;-;27.97;44.04;33.74;33.3;33.3
Oct 19, 2017;4:00 AM;34;28.28;28.28;34;42.03;34;-;28.28;43.54;34;33.57;33.57
Oct 19, 2017;5:00 AM;34.89;29.11;29.11;37.84;44.1;34.4;-;29.11;45.23;44.1;36.3;44.54
Oct 19, 2017;6:00 AM;53.71;39.74;40.28;53.71;53.71;53.71;-;40.28;56.16;53.71;50.45;56.76
Oct 19, 2017;7:00 AM;67.66;59.97;59.97;67.66;69.7;67.66;-;59.97;64.58;69.7;64.99;68.91
Oct 19, 2017;8:00 AM;68.54;68.54;68.54;68.54;73.46;68.54;-;68.54;68.46;73.46;70.4;75.92
Oct 19, 2017;9:00 AM;67.82;66.99;66.99;68.12;68.12;67.85;-;66.99;64.01;68.12;63.9;71.83
Oct 19, 2017;10:00 AM;62.07;60.58;60.58;67.01;67.01;62.36;-;60.58;60.89;67.01;54.4;66.01
Oct 19, 2017;11:00 AM;49.97;49.97;49.97;67.66;67.66;51.36;-;49.97;61.95;67.66;48.5;65.94
Oct 19, 2017;12:00 PM;46.57;46.57;46.57;62.58;62.58;47.52;-;46.57;59.72;62.58;41.9;64.61
Oct 19, 2017;1:00 PM;41.55;41.55;41.55;57.7;57.7;42.51;-;41.55;59.78;57.7;41.9;64.84
Oct 19, 2017;2:00 PM;40.53;40.53;40.53;56.5;56.5;41.41;-;40.53;58.33;56.5;41.7;63.09
Oct 19, 2017;3:00 PM;43.63;42.58;42.58;56.45;56.45;44;-;42.58;58.55;56.45;45.6;64.84
Oct 19, 2017;4:00 PM;49.91;43.92;43.92;54.03;58;49.46;-;43.92;58.11;58;48.7;66.26
Oct 19, 2017;5:00 PM;58.01;46.1;46.1;58.01;65;58.01;-;46.1;58.71;65;54.2;73.2
Oct 19, 2017;6:00 PM;61.27;45.32;56.61;62.61;70.68;59.33;-;56.61;63.15;70.68;63.3;74.01
Oct 19, 2017;7:00 PM;54.3;37.76;41.62;77.55;77.55;54.3;-;41.62;62.9;77.55;63.8;78.66
Oct 19, 2017;8:00 PM;41.55;30.8;35.77;70;70;43.32;-;35.77;59.18;70;44;65.24
Oct 19, 2017;9:00 PM;34.6;29.13;29.13;62.65;62.65;36.21;-;29.13;58.51;62.65;37.79;60
Oct 19, 2017;10:00 PM;34.87;28.46;28.46;58;58;37.16;-;28.46;57.95;58;32.4;51.31
Oct 19, 2017;11:00 PM;31.04;27.82;27.82;51.87;51.87;32;-;27.82;48.87;46.01;28.52;45.05
Oct 20, 2017;12:00 AM;29.62;28.68;28.7;48.65;48.65;29.8;-;28.7;45.21;47.27;29.4;37.01
Oct 20, 2017;1:00 AM;29.02;28.29;28.29;40.54;45.1;29.7;-;28.29;42.77;41.11;29.5;35.93
Oct 20, 2017;2:00 AM;29.06;28.05;28.05;36.58;44.2;30;-;28.05;42.56;41.11;28.2;33.16
Oct 20, 2017;3:00 AM;29.88;28.02;28.02;32.25;43.53;30;-;28.02;42.29;41.11;28.1;33.16
Oct 20, 2017;4:00 AM;30;28.34;28.34;30;43.87;30;-;28.34;42.31;43.87;28.6;35.54
Oct 20, 2017;5:00 AM;31.01;28.78;28.82;31.01;45.99;31.01;-;28.82;44.04;45.99;31.4;46.42
Oct 20, 2017;6:00 AM;39.91;35.74;35.74;41.08;56;38.07;-;35.74;54.53;67.5;41.2;63.26
Oct 20, 2017;7:00 AM;47.05;44.56;45.92;61.15;66.1;41;-;45.92;61.24;67.09;51;75.94
Oct 20, 2017;8:00 AM;51.28;50.05;50.05;61.54;74.97;51.28;-;50.05;61.51;74.97;54.92;76.13
Oct 20, 2017;9:00 AM;47;44.59;45.87;64.05;71.6;47;-;45.87;62;71.6;46.9;71.01
Oct 20, 2017;10:00 AM;43.14;42.11;42.11;63.94;63.99;43.15;-;42.11;62.13;63.99;43.3;69.59
Oct 20, 2017;11:00 AM;41.28;40.29;40.29;62.1;63.99;41.43;-;40.29;62.72;63.99;40.7;68.08
Oct 20, 2017;12:00 PM;37.59;37.59;37.59;60.39;60.39;34.4;-;37.59;60.19;60.39;35.3;64.92
Oct 20, 2017;1:00 PM;33.06;33.06;33.06;56.5;56.5;33;-;33.06;58.79;56.5;32.76;60.09
Oct 20, 2017;2:00 PM;32.89;32.1;32.1;53.24;55.6;32;-;32.1;57.4;55.6;32.41;60.08
Oct 20, 2017;3:00 PM;32.61;31.04;31.04;54.19;56.99;31.3;-;31.04;58.21;56.99;34.4;60.16
Oct 20, 2017;4:00 PM;33.04;30.3;30.3;53.26;63.99;33;-;30.3;59.26;63.99;35.8;65.54
Oct 20, 2017;5:00 PM;44.61;32.38;43.54;53.66;65;35.1;-;43.54;60.09;65;44.8;73.95
Oct 20, 2017;6:00 PM;47.86;34.02;46.71;60.53;69.7;42.5;-;46.71;61.7;69.7;51.62;85.08
Oct 20, 2017;7:00 PM;46.94;31.27;37.76;65.72;70.68;45;-;37.76;63.18;88.04;49.7;90.48
Oct 20, 2017;8:00 PM;38.98;29.25;29.25;64.5;66;36.6;-;29.25;62.88;66;39.67;71.98
Oct 20, 2017;9:00 PM;41.84;28.81;28.81;58.76;58.76;36.6;-;28.81;58.13;58.76;36.14;65.53
Oct 20, 2017;10:00 PM;35.86;28.48;28.48;53.69;53.69;35.86;-;28.48;54.95;53.69;33.9;62.18
Oct 20, 2017;11:00 PM;32.74;27.94;27.94;46.86;49.8;41.08;-;27.94;48.77;51.48;30.9;56.01
Oct 21, 2017;12:00 AM;35;29.07;29.07;50.35;50.39;35;-;29.07;48.77;50.39;30.3;57.09
Oct 21, 2017;1:00 AM;32.52;28.81;28.81;47.86;48.29;47.86;-;28.81;47.89;48.29;29.5;50.09
Oct 21, 2017;2:00 AM;32.05;28.55;28.55;32.05;46.14;32.05;-;28.55;47.18;46.14;29.5;46.58
Oct 21, 2017;3:00 AM;30.84;28.43;28.43;30.84;46.29;30.84;-;28.43;45.19;46.29;28.5;46.14
Oct 21, 2017;4:00 AM;29.35;28.41;28.41;29.35;46.29;29.35;-;28.41;44.58;46.29;29.7;45.4
Oct 21, 2017;5:00 AM;30.3;28.99;28.99;30.3;48.29;30.3;-;28.99;44.32;48.29;29.38;47.99
Oct 21, 2017;6:00 AM;31.16;29.01;29.01;31.16;52.87;31.16;-;29.01;43.33;52.87;31.01;89
Oct 21, 2017;7:00 AM;35.88;28.78;28.78;35.88;65;35.88;-;28.78;44.75;65;35.32;95.05
Oct 21, 2017;8:00 AM;41.91;29.1;29.1;41.91;68.7;41.91;-;29.1;46.33;77;41.8;100.17
Oct 21, 2017;9:00 AM;46.07;29.41;29.41;46.07;59.99;46.07;-;29.41;47.14;59.99;44;100.17
Oct 21, 2017;10:00 AM;47.71;29.83;29.83;47.71;56.14;47.71;-;29.83;47.84;56.14;42.01;95.97
Oct 21, 2017;11:00 AM;45.98;29.62;29.62;53.1;53.1;45.98;-;29.62;47.52;70;41;89.05
Oct 21, 2017;12:00 PM;35;29.33;29.33;50.69;50.69;35;-;29.33;47.06;80.1;38;80.1
Oct 21, 2017;1:00 PM;31.02;29.17;29.17;48.9;48.9;31.02;-;29.17;45.56;65;34;69.9
Oct 21, 2017;2:00 PM;32.09;29.09;29.09;40.94;44.35;32.26;-;29.09;44.38;44.35;32.1;65.33
Oct 21, 2017;3:00 PM;32;29.08;29.08;32;47;32;-;29.08;44.31;47;32.8;73.82
Oct 21, 2017;4:00 PM;32.09;29.22;29.22;32.09;47.63;32.09;-;29.22;44.97;56.2;34.5;89.07
Oct 21, 2017;5:00 PM;36.56;30.44;30.44;36.56;50.69;36.56;-;30.44;47.08;50.69;40.2;111.06
Oct 21, 2017;6:00 PM;40.2;30.91;32.64;40.2;69.7;40.2;-;32.64;49.22;69.7;45;124.13
Oct 21, 2017;7:00 PM;40.71;29.57;29.57;45.22;70.68;48;-;29.57;54.25;72.9;46.88;124.13
Oct 21, 2017;8:00 PM;31.75;29.1;29.1;36.35;69.99;39.18;-;29.1;52.93;73.5;38.49;116.07
Oct 21, 2017;9:00 PM;28.59;28.59;28.59;30.63;56.76;32;-;28.59;51.01;56.76;32.9;76
Oct 21, 2017;10:00 PM;27.5;27.5;27.5;43.42;50.39;32;-;27.5;48.17;50.39;29.5;69.47
Oct 21, 2017;11:00 PM;15.48;26.03;26.03;40.17;46.13;26.89;-;26.03;48.93;46.13;22;49.72
Oct 22, 2017;12:00 AM;19.1;27.9;27.9;44.58;44.58;30;-;27.9;46.33;44.58;10.46;40.2
Oct 22, 2017;1:00 AM;19.03;27.43;27.43;38.9;43.42;28.34;-;27.43;44.02;21.65;6.9;33.06
Oct 22, 2017;2:00 AM;16.9;27.07;27.07;27.42;43.06;27.97;-;27.07;43.62;16.9;6.31;24.36
Oct 22, 2017;3:00 AM;12.98;27.06;27.06;24.72;43.05;27.95;-;27.06;43.09;12.98;4.74;20.01
Oct 22, 2017;4:00 AM;9.24;27;27;26.1;43.05;26.14;-;27;43.04;9.24;3.68;18.69
Oct 22, 2017;5:00 AM;5.23;27.03;27.03;26.35;43.06;26.17;-;27.03;42.6;5.23;3.85;18.92
Oct 22, 2017;6:00 AM;9.86;27.58;27.58;27.88;43.07;27.68;-;27.58;42.99;9.86;2;17.46
Oct 22, 2017;7:00 AM;9.85;27.85;27.85;38.02;44.3;28.77;-;27.85;43.65;42.5;5.23;26.54
Oct 22, 2017;8:00 AM;13.04;28.4;28.44;39.19;44.3;32.4;-;28.44;43.94;13.04;11;33.06
Oct 22, 2017;9:00 AM;12.9;28.69;29.14;43.9;47.49;40.97;-;29.14;45.35;12.93;14.1;34.39
Oct 22, 2017;10:00 AM;13.09;28.88;29.96;39.99;52.39;36.94;-;29.96;47.28;42.6;18.72;40.89
Oct 22, 2017;11:00 AM;14.3;28.87;30.01;30.16;52.39;41.33;-;30.01;44.92;52.39;18.11;38.9
Oct 22, 2017;12:00 PM;13.58;28.73;29.9;44.83;50.75;40.53;-;29.9;44.97;50.75;16.64;38.67
Oct 22, 2017;1:00 PM;13.44;28.92;28.92;47.79;49.19;37.21;-;28.92;44.84;49.19;16;35.2
Oct 22, 2017;2:00 PM;13.5;25.57;28.87;27.2;49.15;39.04;-;28.87;44.55;49.15;18.1;39.03
Oct 22, 2017;3:00 PM;23.39;23.39;29.11;25.63;49.1;34.9;-;29.11;44.17;49.1;22.32;40.98
Oct 22, 2017;4:00 PM;28.65;28.65;29.35;28.93;51.06;30.32;-;29.35;44.29;51.06;27;41.34
Oct 22, 2017;5:00 PM;34.45;34.45;34.45;37.07;50.34;39.8;-;34.45;44.37;50.34;34.75;49.81
Oct 22, 2017;6:00 PM;49.9;37.02;48.7;49.9;58.63;49.9;-;48.7;47.85;60;41;60.09
Oct 22, 2017;7:00 PM;49.97;35.01;48.77;62.82;62.82;49.97;-;48.77;52.24;62.82;43.08;60.08
Oct 22, 2017;8:00 PM;44.92;30.21;43.07;64.03;64.03;44.92;-;43.07;54.69;64.03;39;54.94
Oct 22, 2017;9:00 PM;35.88;29.98;35.02;56.23;56.23;37.4;-;35.02;54;56.23;33.51;48.63
Oct 22, 2017;10:00 PM;32.24;29.86;29.86;50.29;50.29;35.1;-;29.86;49.71;32.24;31.84;40.02
Oct 22, 2017;11:00 PM;29.05;29.05;29.05;52.85;52.85;32;-;29.05;48.07;42.5;24.6;34.58
Oct 23, 2017;12:00 AM;28.61;28.61;28.61;43.78;43.78;35.7;-;28.61;45.97;28.61;26.16;26.96
Oct 23, 2017;1:00 AM;27.86;27.86;27.86;39.19;39.19;34.2;-;27.86;50.61;27.86;24.24;24.24
Oct 23, 2017;2:00 AM;26.43;27.08;27.08;38;38;38;-;27.08;45.93;26.43;23.86;23.86
Oct 23, 2017;3:00 AM;23.07;24.89;27.08;31.85;31.85;31.85;-;27.08;40.99;23.07;23.51;23.51
Oct 23, 2017;4:00 AM;22.22;22.22;27.9;33.64;33.64;33.64;-;27.9;40.25;22.22;24.06;24.06
Oct 23, 2017;5:00 AM;30.33;29.6;29.6;41.19;41.19;34;-;29.6;42.01;30.33;29.25;29.25
Oct 23, 2017;6:00 AM;42.36;38.28;41.34;49.61;49.61;34.1;-;41.34;44.65;42.36;42.02;42.02
Oct 23, 2017;7:00 AM;50.21;44.33;50.21;66.02;66.02;34;-;50.21;54.17;51.95;51.5;51.5
Oct 23, 2017;8:00 AM;50;47.63;50;68;68;35;-;50;64.93;50;54;55.99
Oct 23, 2017;9:00 AM;45.39;39.47;45.39;69.26;69.26;34;-;45.39;67.1;45.39;52.7;52.7
Oct 23, 2017;10:00 AM;46.02;39.69;46.02;67.89;67.89;34.1;-;46.02;67.08;46.02;51.51;51.75
Oct 23, 2017;11:00 AM;46.1;38.14;46.1;67.89;67.89;34.1;-;46.1;67.05;50.97;49.9;49.97
Oct 23, 2017;12:00 PM;43.16;36.5;43.16;66.02;66.02;36;-;43.16;66.69;50.46;48;50.01
Oct 23, 2017;1:00 PM;46.34;36.47;45.22;64.48;64.48;37;-;45.22;64.94;50.26;46.57;49.81
Oct 23, 2017;2:00 PM;46.74;35.35;45.62;62.58;62.58;44;-;45.62;64.89;48.55;47.23;48.1
Oct 23, 2017;3:00 PM;46.01;33.39;44.91;60.52;63.23;44;-;44.91;64;46.01;49.95;49.95
Oct 23, 2017;4:00 PM;46.08;33.47;44.98;55.96;63.5;42.27;-;44.98;64.13;46.08;50.91;50.91
Oct 23, 2017;5:00 PM;49.66;38.11;49.66;61.84;64;58.6;-;49.66;64.04;60;56.17;56.17
Oct 23, 2017;6:00 PM;54.2;40.21;54.2;67.05;67.05;66.58;-;54.2;63.24;67.05;66;66
Oct 23, 2017;7:00 PM;53.91;37.63;53.91;71.42;71.42;59.9;-;53.91;66.93;71;69.98;69.98
Oct 23, 2017;8:00 PM;50.12;34.52;45.09;69.66;69.66;45;-;45.09;68.71;57.5;56.5;56.5
Oct 23, 2017;9:00 PM;45.48;35.47;41.06;58.39;58.39;42;-;41.06;64.6;45.48;48.04;48.04
Oct 23, 2017;10:00 PM;37.7;30;30;53.03;53.03;35;-;30;61.96;37.7;41.27;41.27
Oct 23, 2017;11:00 PM;36;29.57;29.57;47.85;47.85;37.4;-;29.57;59.98;36;36.28;36.28
Oct 24, 2017;12:00 AM;31.68;29.58;29.58;49.26;49.26;30.55;-;29.58;55.78;31.68;35;35
Oct 24, 2017;1:00 AM;32.41;29.35;29.35;44.06;44.06;30.32;-;29.35;47.51;32.41;34.1;34.1
Oct 24, 2017;2:00 AM;32.09;28.9;28.9;39.7;42.6;29.9;-;28.9;44.07;32.09;33.44;33.44
Oct 24, 2017;3:00 AM;31.67;28.82;28.82;31.67;42.11;31.67;-;28.82;42.43;31.67;32.5;32.5
